wak,syllables,flag,guess,a,b,c
กับเยาวมาลย์สองชีผู้ปรีชา,9,word straddles a beat boundary,กับเยาวมาลย์ | สองชี | ผู้ปรีชา,,,
พิเคราะห์ในไตรลักษณ์มรรคญาณ,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พิเคราะห์ใน | ไตรลักษณ์ | มรรคญาณ,,,
พวกฝรั่งสังฆราชฉกาจฉกรรจ์,10,10 syllables — likely shatter/miscount,พวกฝรั่งสังฆราชฉกาจฉกรรจ์,,,
อนิจจังสังขาราเหมือนปลานก,10,10 syllables — likely shatter/miscount,อนิจจังสังขาราเหมือนปลานก,,,
อย่าหมายมั่นนึกนิยมอารมณ์ถวิล,10,10 syllables — likely shatter/miscount,อย่าหมายมั่นนึกนิยมอารมณ์ถวิล,,,
ถึงจะไปป่วยการเหมือนมารยา,9,word straddles a beat boundary,ถึงจะไป | ป่วยการเหมือน | มารยา,,,
สั่งให้เตรียมแต่งราชรถา,7,"7 syllables — ambiguous, [3,2,2] is only a guess",สั่งให้เตรียม | แต่งรา | ชรถา,,,
พวกนักสิทธ์คทัศนาปักษาสัตว์,10,10 syllables — likely shatter/miscount,พวกนักสิทธ์คทัศนาปักษาสัตว์,,,
ขนุนขนันพันธุ์ดกฝูงนกกา,9,word straddles a beat boundary,ขนุนขนัน | พันธุ์ดก | ฝูงนกกา,,,
พวกดาบสมาพบเก็บขบฉัน,8,word straddles a beat boundary,พวกดาบสมา | พบ | เก็บขบฉัน,,,
กระทุ่มกระถินราวกับไม้ในกระถาง,10,10 syllables — likely shatter/miscount,กระทุ่มกระถินราวกับไม้ในกระถาง,,,
เรณูนวลอวลอบตลบกลิ่น,10,10 syllables — likely shatter/miscount,เรณูนวลอวลอบตลบกลิ่น,,,
ให้สมจริตจิตหญิงแพศยา,9,word straddles a beat boundary,ให้สมจริต | จิตหญิง | แพศยา,,,
กระจ่างแจ้งแสงกระจัดในปัถพี,10,10 syllables — likely shatter/miscount,กระจ่างแจ้งแสงกระจัดในปัถพี,,,
ยะเยืยกเย็นเส้นหญ้าเป็นป่าชัฏ,10,10 syllables — likely shatter/miscount,ยะเยืยกเย็นเส้นหญ้าเป็นป่าชัฏ,,,
เอาจิตตั้งแผ่เมตตาเหมือนปราศรัย,10,10 syllables — likely shatter/miscount,เอาจิตตั้งแผ่เมตตาเหมือนปราศรัย,,,
ฉันผลาอัฐบานเครื่องหวานมัน,8,word straddles a beat boundary,ฉันผลาอัฐบาน | เครื่อง | หวานมัน,,,
เข้าในเขตลังกามหาสถาน,9,word straddles a beat boundary,เข้าในเขต | ลังกามหา | สถาน,,,
จึ่งยกออกนอกประตูข้างบูรพทิศ,10,10 syllables — likely shatter/miscount,จึ่งยกออกนอกประตูข้างบูรพทิศ,,,
อาญาสิทธิ์ชักทวนชนวนเขนง,10,10 syllables — likely shatter/miscount,อาญาสิทธิ์ชักทวนชนวนเขนง,,,
ทุกเรือนโรงนั่งยามเหมือนตามเคย,9,word straddles a beat boundary,ทุกเรือนโรง | นั่งยามเหมือน | ตามเคย,,,
มาทุกข์โทมอยู่ลังกานิจจาเอ๋ย,10,10 syllables — likely shatter/miscount,มาทุกข์โทมอยู่ลังกานิจจาเอ๋ย,,,
เราขอบใจได้การุญเหมือนคุ้นเคย,10,10 syllables — likely shatter/miscount,เราขอบใจได้การุญเหมือนคุ้นเคย,,,
ไม่เฉยเมยรักใคร่เหมือนใจปอง,9,word straddles a beat boundary,ไม่เฉยเมย | รักใคร่เหมือน | ใจปอง,,,
ควรจะนับเหมือนหนึ่งเนื้อในเชื้อไข,10,10 syllables — likely shatter/miscount,ควรจะนับเหมือนหนึ่งเนื้อในเชื้อไข,,,
พระคุณของเจ้าเหลือเหมือนเชื้อวงศ์,9,word straddles a beat boundary,พระคุณของ | เจ้าเหลือเหมือน | เชื้อวงศ์,,,
แล้วจัดแจงโภชนากระยาเสวย,10,10 syllables — likely shatter/miscount,แล้วจัดแจงโภชนากระยาเสวย,,,
สำรวมกิจงามดีเหมือนชีสงฆ์,10,10 syllables — likely shatter/miscount,สำรวมกิจงามดีเหมือนชีสงฆ์,,,
