wak,syllables,flag,a,b,c
เมืองสาโรชนครำท้าวอำไพ,9,word straddles a beat boundary,เมืองสาโรช,นครำ,ท้าวอำไพ
ท้าวไพรชนเมืองอุบลธานี,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ท้าวไพรชน,เมืองอุบล,ธานี
เมืองลัชวีท้าวจักรวรรดิกษัตรา,10,10 syllables — likely shatter/miscount,เมืองลัชวีท้าวจักรวรรดิกษัตรา,,
เมืองเนาวรัตน์มัชคามนามไชยเสน,10,10 syllables — likely shatter/miscount,เมืองเนาวรัตน์มัชคามนามไชยเสน,,
กษัตราเจ้าจังหวัดนามหัสดิน,10,10 syllables — likely shatter/miscount,กษัตราเจ้าจังหวัดนามหัสดิน,,
ได้มาขอทุกประเทศนิเวศน์จังหวัด,10,10 syllables — likely shatter/miscount,ได้มาขอทุกประเทศนิเวศน์จังหวัด,,
ให้เสนียกไปทั้งไพร่พล,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ให้เสนียก,ไปทั้ง,ไพร่พล
มาตั้งรายคั่งคับสลับสลอน,9,word straddles a beat boundary,มาตั้งราย,คั่งคับสลับ,สลอน
ทั้งไพร่นายทิ้งทวนชนวนเขนง,10,10 syllables — likely shatter/miscount,ทั้งไพร่นายทิ้งทวนชนวนเขนง,,
ได้ฟังทูลให้ระทดสยดสยอง,10,10 syllables — likely shatter/miscount,ได้ฟังทูลให้ระทดสยดสยอง,,
เข้าแวดล้อมเรียกลำดับสลับสลอน,10,10 syllables — likely shatter/miscount,เข้าแวดล้อมเรียกลำดับสลับสลอน,,
พลไพร่โยธาทั้งหน้าหลัง,7,"7 syllables — ambiguous, [3,2,2] is only a guess",พลไพร่โย,ธาทั้ง,หน้าหลัง
มีข้าวของสารพัดจัดหาบคอน,10,10 syllables — likely shatter/miscount,มีข้าวของสารพัดจัดหาบคอน,,
เอาคุณมุ้งเป็นที่ตั้งเหมือนอย่างหมาย,10,10 syllables — likely shatter/miscount,เอาคุณมุ้งเป็นที่ตั้งเหมือนอย่างหมาย,,
กอดบุตรโศกศัลย์รำพันไป,7,"7 syllables — ambiguous, [3,2,2] is only a guess",กอดบุตรโศก,ศัลย์รำ,พันไป
ตามบังคับในข้อราชสาร,7,"7 syllables — ambiguous, [3,2,2] is only a guess",ตามบังคับ,ในข้อ,ราชสาร
ท้องพระโรงวินิจฉัยพระทัยถวิล,10,10 syllables — likely shatter/miscount,ท้องพระโรงวินิจฉัยพระทัยถวิล,,
จะสงครามกว่าชีวิตจะปลิดปลง,10,10 syllables — likely shatter/miscount,จะสงครามกว่าชีวิตจะปลิดปลง,,
มันถือดีที่ในใจหมายว่ากลัว,10,10 syllables — likely shatter/miscount,มันถือดีที่ในใจหมายว่ากลัว,,
เหมือนหนามยอกจะต้องตามหาหนามหนา,10,10 syllables — likely shatter/miscount,เหมือนหนามยอกจะต้องตามหาหนามหนา,,
คงจะสมปรารถนาที่อาดูร,10,10 syllables — likely shatter/miscount,คงจะสมปรารถนาที่อาดูร,,
จะกล่าวถึงรัตนามหาสถาน,10,10 syllables — likely shatter/miscount,จะกล่าวถึงรัตนามหาสถาน,,
ว่าวาสนาต่ำต้อยน้อยตระกูล,9,word straddles a beat boundary,ว่าวาสนา,ต่ำต้อย,น้อยตระกูล
พระทรงฟังเสวกาปรีชาฉลอง,10,10 syllables — likely shatter/miscount,พระทรงฟังเสวกาปรีชาฉลอง,,
ท่านพรหเมศแจ้งเหตุแล้วทูลสาร,10,10 syllables — likely shatter/miscount,ท่านพรหเมศแจ้งเหตุแล้วทูลสาร,,
แต่เมืองเราเล่าไม่มีพระอุปราช,10,10 syllables — likely shatter/miscount,แต่เมืองเราเล่าไม่มีพระอุปราช,,
ได้ช่วยราชกิจไปในไอศูรย์,9,word straddles a beat boundary,ได้ช่วยราชกิจ,ไป,ในไอศูรย์
