wak,syllables,flag,guess,a,b,c
ให้กลับรักนางวัณฬามารศรี,10,10 syllables — likely shatter/miscount,ให้กลับรักนางวัณฬามารศรี,,,
พระชนนีใช้มาว่าอย่างไร,9,word straddles a beat boundary,พระชนนี | ใช้มา | ว่าอย่างไร,,,
นางทูลว่าข้าพเจ้าจะเล่าถวาย,10,10 syllables — likely shatter/miscount,นางทูลว่าข้าพเจ้าจะเล่าถวาย,,,
นี่ศึกเสือเหนือใต้ที่ไหนมา,8,word straddles a beat boundary,นี่ศึกเสือเหนือใต้ | ที่ | ไหนมา,,,
ถึงไม่หายก็ไม่กลัวดอกตัวฉัน,10,10 syllables — likely shatter/miscount,ถึงไม่หายก็ไม่กลัวดอกตัวฉัน,,,
ไปบอกพระจะให้เนรเทศเจ้า,9,word straddles a beat boundary,ไปบอกพระ | จะให้เนรเทศ | เจ้า,,,
พระชนนีมีแต่ว่าจะจาบัลย์,10,10 syllables — likely shatter/miscount,พระชนนีมีแต่ว่าจะจาบัลย์,,,
ก็นิ่งแน่ไปเหมือนดังดับสังขาร์,10,10 syllables — likely shatter/miscount,ก็นิ่งแน่ไปเหมือนดังดับสังขาร์,,,
พระชลนัยน์ไหลหลั่งลงพรั่งพราย,9,word straddles a beat boundary,พระชลนัยน์ | ไหลหลั่ง | ลงพรั่งพราย,,,
กลัวจะต้องเคืองขัดถึงตัดษัย,10,10 syllables — likely shatter/miscount,กลัวจะต้องเคืองขัดถึงตัดษัย,,,
แต่ผ่านเกล้าเล่าไม่ลดพระยศศักดิ์,10,10 syllables — likely shatter/miscount,แต่ผ่านเกล้าเล่าไม่ลดพระยศศักดิ์,,,
อันยศศักดิ์อัครฐานการทั้งนั้น,10,10 syllables — likely shatter/miscount,อันยศศักดิ์อัครฐานการทั้งนั้น,,,
พ่อร้อนอกหมกไหม้เหมือนไฟเลีย,9,word straddles a beat boundary,พ่อร้อนอก | หมกไหม้เหมือน | ไฟเลีย,,,
เหมือนชะลอขึ้นไปผ่านวิมานสวรรค์,11,11 syllables — likely shatter/miscount,เหมือนชะลอขึ้นไปผ่านวิมานสวรรค์,,,
จะรักขวัญเนตรสนิทเหมือนธิดา,10,10 syllables — likely shatter/miscount,จะรักขวัญเนตรสนิทเหมือนธิดา,,,
หยิบขี้ผึ้งที่เธอทำขึ้นสำรอง,10,10 syllables — likely shatter/miscount,หยิบขี้ผึ้งที่เธอทำขึ้นสำรอง,,,
แล้วแลดูสุริยนพอสนธยา,10,10 syllables — likely shatter/miscount,แล้วแลดูสุริยนพอสนธยา,,,
เสียงแจ้วแจ้วแว่วโหวยโหยละห้อย,10,10 syllables — likely shatter/miscount,เสียงแจ้วแจ้วแว่วโหวยโหยละห้อย,,,
เห็นได้ทีกลัวจะหลับที่ตรับเสียง,10,10 syllables — likely shatter/miscount,เห็นได้ทีกลัวจะหลับที่ตรับเสียง,,,
รู้ว่าไปไม่ทันเหมือนสัญญา,9,word straddles a beat boundary,รู้ว่าไป | ไม่ทันเหมือน | สัญญา,,,
ได้ปลอมปนไปกับเหล่านางสาวศรี,10,10 syllables — likely shatter/miscount,ได้ปลอมปนไปกับเหล่านางสาวศรี,,,
ขึ้นทรงรถแล้วก็กลับกองทัพชัย,10,10 syllables — likely shatter/miscount,ขึ้นทรงรถแล้วก็กลับกองทัพชัย,,,
จะตัดคอเสียให้ขาดตามอาชญา,10,10 syllables — likely shatter/miscount,จะตัดคอเสียให้ขาดตามอาชญา,,,
