w1,w2,w3,w4
ฝ่ายสุวรรณมาลีศรีสุวรรณ,อยู่พร้อมกันที่ลำกำปั่นใหญ่,ฟังสำเนียงเสียงปี่พระอภัย,ก็จำได้ด้วยเคยฟังแต่หลังมา
ทั้งถ้อยคำร่ำเรียกสำเหนียกแน่,เห็นเที่ยงแท้ภูวไนยให้ไปหา,สินสมุทรสุดคิดถึงบิดา,จึงทูลว่าปี่นี้ไม่มีใคร
คือทรงฤทธิ์บิตุรงค์ของลูกรัก,เห็นแน่นักพระองค์อย่าสงสัย,ข้าจะขอทูลลาอาสาไป,แล้วจะได้รับมาเภตราเรา
สองกษัตริย์ตรัสว่าอย่าว้าวุ่น,เขามีคุณพระบิดามากับเขา,ควรจะไปไต่ถามตามสำเนา,จะด้นเดาดื้อไปนั้นไม่ดี
พวกฝรั่งลังกาจะว่าได้,ต้องขัดข้องหมองใจไม่พอที่,ฉวยขุกเข็ญเป็นศึกจะเสียที,ด้วยพระพี่มิได้รู้อยู่ด้วยมัน
อาจะไปให้พบภูวเรศ,ถ้าแจ้งเหตุทุกข์ร้อนจะผ่อนผัน,พ่ออย่าไปใจเด็กยังดุดัน,อยู่กับน้องป้องกันพระชนนี
สินสมุทรห้ามว่าอย่าเสด็จ,เหมือนขามเข็ดของ้อไม่พอที่,หลานจะไปไต่ถามแต่โดยดี,ถ้าย้ำยีจึงจักสู้ดูฝีมือ
แล้วจัดแจงแต่งเครื่องสำหรับยุทธ์,เหน็บอาวุธคู่กายทั้งซ้ายขวา,กระโดดโผนโจนลงในคงคา,แผลงศักดาดำดึ่งตะบึงไป
ฝ่ายโฉมยงองค์อรุณรัศมี,คิดว่าพี่ตกน้ำร่ำร้องไห้,พระเจ้าป้ามาช่วยด้วยไวไว,พระพี่ไม่ผุดรอดจะวอดวาย
ทั้งสององค์ทรงพระสรวลทั้งโศกเศร้า,นางเคียงเข้าเล้าโลมนางโฉมฉาย,พระพี่ดำน้ำไปดอกไม่ตาย,อย่าวุ่นวายเลยมานั่งคอยฟังความ
ศรีสุวรรณนั้นไม่ไว้ใจฝรั่ง,จึงตรัสสั่งนายทหารชาญสนาม,เร่งเตรียมเรือเพื่อสำหรับรับสงคราม,ไว้สักสามสิบลำประจำการ
ออกแล่นลอยคอยดูอยู่ห่างห่าง,ถ้าขัดขวางก็จะได้แก้ไขหลาน,อังกุหร่าบังคมค่อยก้มคลาน,มาเตรียมการพร้อมพรั่งระวังภัย
ฝ่ายพระหน่อบดินทร์สินสมุทร,ดำมาผุดกลางมหาชลาไหล,แลเห็นลำกำปั่นเป็นหลั่นไป,ไม่มีใครดูแลแต่สักคน
แต่เสียงปี่ที่เป่ายังไม่หยุด,สินสมุทรเพ่งพิศคิดฉงน,ค่อยแฝงกายว่ายมาในสาชล,ปีนขึ้นบนกำปั่นไม่ครั่นคร้าม
เห็นพวกพลกรนหลับระดับดาด,ดูเกลื่อนกลาดกลางเรืออยู่เหลือหลาม,ที่ตื่นอยู่รู้จักล้วนจีนจาม,จึงโดดข้ามคนเหล่านั้นมาทันที
เห็นบิตุรงค์ทรงนั่งบัลลังก์อาสน์,เข้ากอดบาทบงกชบทศรี,ไม่ทันถามความโศกแสนทวี,ทรงโศกีกลิ้งเกลือกลงเสือกกาย
จอมกษัตริย์ทัศนาเห็นลูกแก้ว,เหมือนตายแล้วเกิดใหม่ให้ใจหาย,พระชลนัยน์ไหลหลั่งลงพรั่งพราย,ประคองกายกอดแอบไว้แนบองค์
สงสารบุตรสุดจะขืนสะอื้นอั้น,ยังมิทันไต่ถามตามประสงค์,สุดกำลังจะประทังดำรงองค์,กันแสงทรงโศกซบสลบไป
แขกฝรั่งทั้งนั้นก็ขวัญหาย,เห็นเจ้านายนิ่งแน่เข้าแก้ไข,ไม่ฟื้นองค์สงสารแสนอาลัย,ต่างร้องไห้วุ่นวายฟายน้ำตา
อุศเรนรู้สึกนึกอนาถ,เห็นประหลาดลูกเล็กเด็กนักหนา,จึงถามพวกพระอภัยว่าใครมา,เขาทูลว่าพระโอรสยศไกร
เมื่อพลัดพรากยากเย็นเป็นไฉน,ลูกมิได้รู้ความเที่ยวตามหา,ไฉนองค์ทรงฤทธิ์พระบิดา,จึงได้มาเรือฝรั่งเป็นอย่างไร
พระฟังคำน้ำพระเนตรลงพรากพราก,จะออกปากปิ้มว่าเลือดตาไหล,จึงเล่าความตามจริงทุกสิ่งไป,จนถึงได้โดยสารมาพานพบ
อันพ่อนี้วิตกอกจะแยก,ด้วยเรือแตกตายเป็นไม่เห็นศพ,แล้วตรัสถามลูกยาด้วยปรารภ,นี่พ่อพบผู้ใดจึงได้มา
สินสมุทรได้ฟังรับสั่งถาม,จึงตอบตามคำแขกแปลกภาษา,เมื่อเรือแตกแหลกไปในคงคา,ลมก็กล้ากลางคืนเพราะคลื่นตี
ถึงเจ็ดวันบรรลุถึงเกาะใหญ่,เข้าอาศัยแต่พอชื่นได้คืนหลัง,พอพบพวกโจรเรือหลงเชื่อฟัง,จะเข้าฝั่งชลธารโดยสารมัน
มันคิดคดลดเลี้ยวเกี้ยวพระแม่,ลูกจึงแก้แค้นฆ่าให้อาสัญ,ที่เหลือตายนายไพร่พร้อมใจกัน,ยกกำปั่นใหญ่ให้ได้ไคลคลา
เที่ยวไต่ถามตามองค์พระทรงเดช,ทุกประเทศทางทะเลเที่ยวเร่หา,จนไปถึงรมจักรนัครา,พบพระอาถามทักรู้จักกัน
จึงเกณฑ์คนพลรบสมทบทัพ,เดี๋ยวนี้อามากับกระหม่อมฉัน,พอเสียงปี่ที่เป่าเป็นสำคัญ,ก็หมายมั่นว่าพระองค์ไม่สงกา
ลูกรำลึกตรึกถึงพระผ่านเกล้า,จึงดื้อเดาโดดน้ำดำมาหา,เชิญเสด็จภูวไนยไปเภตรา,พระเจ้าอาก็ละห้อยคอยพระองค์
เมื่อเรือแตกแบกนางมากลางน้ำ,จึงได้กำปั่นใหญ่ไว้ใช้สอย,กับเรือน้องของข้ามาห้าร้อย,เที่ยวแล่นลอยล่องหาในสาคร
เดชะบุญคุณพระมาปะพบ,ไม่ต้องรบชิงช่วงดวงสมร,คงได้คู่สู่สมสยมพร,อย่าทุกข์ร้อนเลยพระองค์จงสำราญ
เอาเครื่องทรงสำอางอย่างกษัตริย์,เพชรรัตน์รจนามุกดาหาร,ทั้งเพชรนิลจินดามาประทาน,พระกุมารเมินหน้าแล้วว่าพลัน
อย่าว่าแต่แก้วแหวนแสนสมบัติ,ถึงจะจัดเอาอะไรมาให้ฉัน,ไม่มุ่งมาดปรารถนาสารพัน,ข้ารักแต่แม่สุวรรณมาลี
อุศเรนฟังว่าค่อยผาสุก,เหมือนทิ้งทุกข์สักเท่าภูเขาหลวง,สั่งล้าต้าต้นหนคนทั้งปวง,ตามกระทรวงซ้ายขวาสิบห้าลำ
ทั้งลำทรงธงทองเป็นสองแถว,เลิศแล้วลายหลังคาเลขาขำ,หัศเกนเจนปืนยืนประจำ,เข้าเคียงลำกำปั่นใหญ่ดังใจจง
อุศเรนรื่นเริงบันเทิงจิต,เข้าสถิตเตียงทองที่ห้องสรง,ไขสุหร่ายปรายละอองมาต้ององค์,แล้วสอดทรงสนับเพลาเนาวรัตน์
แซมดอกไม้ไหวสว่างหางการเวก,เป็นอย่างเอกอวดผู้หญิงหยิ่งใจหาย,ธำมรงค์ทรงหัตถ์จำรัสพราย,พระกรซ้ายเกี้ยวผ้าเช็ดหน้ากรอง
สอดเสน่าเหน็บตรีกระบี่ถือ,สนับมือสอดใส่ไว้ทั้งสอง,ส่านจุหรี่สีกุหร่าคั่นหน้าทอง,สอดฉลองพระบาทเพชรเสด็จมา
ทหารปืนถือปืนยืนสองข้าง,ตามเยี่ยงอย่างยศศักดิ์คอยรักษา,แล้วเชิญพระอภัยให้ไคลคลา,มาเภตราลำใหญ่ดังใจปอง
ศรีสุวรรณอัญชลีพระพี่เจ้า,กำสรดเศร้าโศกคิดถึงความหลัง,จะกลั้นกลืนขืนใจก็ไม่ฟัง,พระชลนัยน์ไหลหลั่งลงพรั่งพราย
พลางประณตบทเรศพระเชษฐา,น้องนึกว่าสิ้นบุญจะสูญหาย,เที่ยวติดตามถามข่าวก็เปล่าดาย,หากหลานชายชี้แจงจึงแจ้งใจ
แล้วทูลถึงสามพราหมณ์ตามมาด้วย,เป็นเพื่อนม้วยมรณาจะหาไหน,พลางตรัสเรียกลูกน้อยกลอยฤทัย,ไปกราบไหว้ให้ชิดพระบิตุลา
สงสารองค์พระอภัยวิไลโฉม,ลูบประโลมหลานน้อยละห้อยหา,อุ้มขึ้นวางกลางตักพิศพักตรา,พระชลนานองเนตรสังเวชใจ
จะเล่าความตามยากเมื่อจากน้อง,ก็ขัดข้องเขาจะแจ้งแถลงไข,จึงว่าพี่นี้ก็แสนสลดใจ,หมายว่าไม่พบญาติแล้วชาตินี้
หากกุศลหนหลังเราทั้งสอง,ได้พบน้องนัดดามารศรี,ยังทุกข์หนึ่งถึงชนกชนนี,จะร้ายดีมิได้รู้ถึงหูเลย
พระร่ำพลางต่างองค์ทรงกันแสง,โอ้เสียแรงเกิดมานิจจาเอ๋ย,ไม่เคยยากกรากกรำต้องจำเคย,เมื่อไรเลยจะพร้อมวงศ์พงศ์ประยูร
พระพี่น้องสององค์สะอื้นไห้,ด้วยอาลัยไกลญาติเพียงขาดสูญ,ทั้งลูกน้อยนัดดาก็อาดูร,ต่างเพิ่มพูนโศกเศร้าไม่เบาบาง
