w1,w2,w3,w4
จะกล่าวถึงพระอภัยมณีนาถ,กับองค์ราชกุมารชาญสนาม,หัดภาษาฝรั่งทั้งจีนจาม,ราวกับล่ามพูดคล่องทั้งสององค์
เมื่อวันหนึ่งถึงยามเข้าไสยาสน์,นึกอนาถนิ่งคิดพิศวง,ด้วยพลัดพรากจากตระกูลประยูรวงศ์,มาเปลี่ยวองค์อ้างว้างอยู่กลางทะเล
คิดรำพึงถึงธรรมพระกรรมฐาน,เป็นอาการถ่ายโทษที่โหดหืน,เกิดแล้วตายวายวางไม่ยั่งยืน,จะม้วยคืนวันไรก็ไม่รู้
เราเกิดมาอาภัพอัปภาคย์,ต้องพลัดพรากจากนครจนอ่อนหู,จะถือคำธรรมขันธ์สัพพัญญู,ให้ค้ำชูชาติหน้าอย่าเช่นนี้
นึกศรัทธากล้าหาญสำราญจิต,จนอาทิตย์อุทัยไขรัศมี,ชวนลูกยามายังท่านโยคี,อัญชลีเล่าความตามคำนึง
จะขอบวชบรรพชารักษากิจ,อยู่เป็นศิษย์ในสำนักสักพักพึ่ง,พอสมสร้างทางธรรมสำมะดึงส์,ให้ลุถึงพระนิพพานสำราญใจ
พระโยคีมีศีลได้ยินว่า,หัวเราะร่ารื้อถามตามสงสัย,สินสมุทรบุตรบวชด้วยหรือไร,แล้วอย่าไปโลดเต้นเล่นคะนอง
แล้วอวยชัยให้ศีลห้าสถาผล,ตั้งแต่ต้นปาณาไม่ฆ่าสัตว์,ครั้นจบศีลสิกขาสารพัด,หมั่นนมัสการเพลิงตะเกิงกอง
สองสิทธาสาธุลุแก่ศีล,สำเร็จสิ้นแล้วก็ลามาทั้งสอง,มัธยัสถ์ครัดเคร่งไม่ขาดครอง,ตามทำนองสิทธาบูชาเพลิง
กล่าวถึงลำสำเภาท้าวสิลราช,พระพายกราดพาระเหิดเตลิดเหลิง,ต้องลมใหญ่ใบฉีกเป็นปีกเปิง,ลอยละเลิงแล่นมาสิบห้าคืน
ถึงช่องกว้างหว่างเขาเหล่าละเมาะ,แลเห็นเกาะหนึ่งไกลใหญ่ทะมื่น,รุกขาเขาเขียวชอุ่มเป็นพุ่มยืน,ที่ภูมิพื้นแผ่นผาโอฬารึก
จึงทรงส่องกล้องแก้วแววสว่าง,เห็นสล้างสลับแลล้วนแต่ตึก,เพ่งพินิจคิดประหลาดอนาถนึก,แล้วรำลึกความหลังได้ดังใจ
เทวดาว่าจะพบผู้วิเศษ,สบสังเกตเขานี้ไม่มีไหน,จึงสั่งให้นายท้ายบ่ายเข้าไป,ประทับใกล้เงื้อมผาหน้าคิรี
แล้วตรัสใช้ให้ขุนหมื่นขึ้นบนเขา,ดูกุฏิ์เปล่าอยู่ดอกหรือมีฤๅษี,ถ้าพบองค์จงแถลงแจ้งคดี,ว่าเรานี้จะไปหาพระอาจารย์
ผู้รับสั่งบังคมบรมนาถ,ขึ้นทางหาดหุบผาด้วยกล้าหาญ,มองเห็นคนบนศาลาที่หน้าชาน,มากประมาณร้อยเศษหลายเพศพรรณ
พระโยคีมีสองเจ้าเณรหนึ่ง,หลงตะลึงแลชมล้วนคมสัน,จึงเข้าไปใกล้ศาลาเห็นหน้ากัน,คนทั้งนั้นถามไถ่ไปไหนมา
ขุนหมื่นบอกออกความตามรับสั่ง,แล้วมานั่งกราบพระองค์ทรงสิกขา,ว่าบัดนี้กรุงกษัตริย์ขัตติยา,จะขึ้นมาจบพระหัตถ์นมัสการ
พระโยคีดีใจให้อนุญาต,ตามแต่ราชศรัทธาไม่ว่าขาน,ขุนหมื่นลามาประณตบทมาลย์,ทูลพระผ่านโภคาสารพัน
จอมกษัตริย์ตรัสสั่งคนทั้งหลาย,ทั้งไพร่นายต้นหนคนขยัน,เราจะพากันขึ้นไปไหว้นักธรรม์,จงเร่งกั้นฉนวนน้ำทำสะพาน
กรุงกษัตริย์ตรัสชวนพระลูกน้อย,ประคองค่อยเล้าโลมโฉมเฉลา,ทั้งสุรางค์นางสนมล้วนซมเซา,ทั้งผมเผ้ารื้อรกด้วยอกตรอม
ฝืนอารมณ์นุ่งห่มพอสมโศก,เหมือนรื้อโรครูปกายยังผ่ายผอม,ขึ้นจากเรือพระที่นั่งสะพรั่งพร้อม,ตามพระจอมกษัตราพาดำเนิน
พระชมพลางทางพาธิดาราช,กำนัลนาฏแวดล้อมมาพร้อมหมด,เห็นโยคีที่บัลลังก์นั่งประณต,แล้วทรงยศตรัสถามตามบุราณ
ผู้เป็นเจ้าสามองค์ทรงสิกขา,ดูโสภารูปทรงส่งสัณฐาน,แต่องค์นั้นฉันดูเป็นกุมาร,มาอยู่นานหรือพึ่งมารักษาพรต
หนึ่งลูกไม้ในเกาะพอเสาะฉัน,หรือกลางวันวายฤดูก็สู้อด,ทั้งสัตว์ร้ายสายชลบนบรรพต,มาบีฑาปรากฏบ้างหรือไร
พระทรงศีลภิญโญสโมสร,ถวายพรพูดจาอัชฌาสัย,อาตมาผาสุกไม่ทุกข์ภัย,แต่บวชได้พรรษาก็กว่าพัน
อันพวงผลผลาสารพัด,ไม่ขาดขัดที่ในเกาะพอเสาะฉัน,เดชะฤทธิ์กิจกรมพรหมจรรย์,สารพันโพยภัยมิได้พาน
แล้วว่ารูปขอถามความบพิตร,ท้าวสถิตนัคเรศประเทศไหน,มีธุระพะพานประการใด,จึงมาในทะเลลมยมนา
กรุงกษัตริย์ตรัสแจ้งแถลงเล่า,โยมเป็นเจ้าเมืองผลึกนึกหรรษา,พาโฉมยงองค์ราชธิดา,ชมชลาลมพัดกระจัดกระจาย
