w1,w2,w3,w4
ฝ่ายลูกสาวเจ้าเมืองมีเครื่องครบ,รื้อตลบสั่งให้กันกั้นตาไข่,คิดขวางทางข้างบนเป็นกลไก,ใครเข้าไปติดตึงเหมือนตรึงตรา
พอเห็นเขาเอาศพมาเสียบไว้,นางจำได้แทบจะดิ้นสิ้นสังขาร์,บังอลูมูรหุ่มขุนมาตา,แต่บิดายังไม่เห็นว่าเป็นตาย
ทั้งยันตังสั่งไว้ยังไม่กลับ,หรือเสียทัพท่วงทีจะหนีหาย,ยังคิดเห็นเป็นว่ารอดไม่วอดวาย,เที่ยวเดินกรายตรวจพลสกลไกร
ฝ่ายสามพราหมณ์สามทัพไม่ยับยั้ง,หมายจะพังป้อมประตูเข้าสู้ไล่,ให้เอาโซ่ทำขั้นเป็นบันได,ขึ้นชิงชัยชาวพลบนกำแพง
พวกฝรั่งทั้งสิ้นเอาหินทิ้ง,บ้างยืนยิงปืนสั้นเกาทัณฑ์แผลง,แต่หักหาญราญรอนจนอ่อนแรง,ฝรั่งแทงล้มตายเสียหลายคน
สินสมุทรหยุดอยู่ดูทัพหน้า,เห็นโยธาถอยกลับวิ่งสับสน,ลงจากสิงห์วิ่งไล่พวกไพร่พล,เข้ารุมปล้นป้อมค่ายขึ้นป่ายปีน
ทหารปืนยื่นโซ่ขึ้นโย้แย่ง,ฝรั่งแทงฟันฟาดขาดเป็นสีน,พระหน่อไทไล่ตามแขกจามจีน,แล้วพลอยปีนป้อมกำแพงมันแทงฟัน
เสียงฮึกฮักชักโซ่โล้ทะลึ่ง,พลัดตกตึงเต้นโลดโดดถลัน,ทั้งสามพราหมณ์ตามกลุ้มเข้ารุมรัน,เสียงครื้นครั่นกราววิ่งเข้าชิงชัย
ฝ่ายลูกสาวเจ้าเมืองเยื้องขยับ,เห็นนายทัพแทงฟันไม่หวั่นไหว,ถือธนูอยู่พอพระหน่อไท,เข้ามาใกล้น้าวสายหมายสำคัญ
ลั่นลูกออกตรอกโอษฐ์กระโดดดิ้น,พลัดตกดินแทบชีวาจะอาสัญ,ชักลูกดอกออกภาวนาพลัน,ที่แผลนั้นหายเหตุด้วยเวทมนตร์
ยิ่งคิดแค้นแหงนดูเห็นผู้หญิง,ลุกขึ้นวิ่งขับทัพเข้าสับสน,พอหุ้มห้อมล้อมกันขึ้นชั้นบน,เข้าใกล้กลไกกางตารางคลุม
จึงครอบครุบหุบเอาพลทมิฬ,มันยกหินหอบกลิ้งมาทิ้งทุ่ม,เปิดประตูจั่นหับออกจับกุม,พรูกันกลุ้มคลุกคลีเข้าตีรัน
สินสมุทรฉุดฉีกจะหลีกลอด,บ่าวมันกอดกลมกลัดฮึดฮัดหัน,พอทัพพระอนุชายกมาทัน,ช่วยแก้กันออกไปทั้งไพร่นาย
พอพลบค่ำคล้ำคลุ้มชอุ่มอับ,พวกกองทัพถอยหลังมาตั้งค่าย,ทุกหมู่หมวดตรวจเกณฑ์ตระเวนราย,ฝ่ายตัวนายพร้อมนึกปรึกษาการ
