w1,w2,w3,w4
จะกล่าวเรื่องเมืองลังกาวัณฬาราช,ครั้นหน่อนาถกับนัดดาใหญ่กล้าหาญ,อันองค์พระมังคลาปรีชาชาญ,หนุ่มประมาณชันษาสิบห้าปี
รู้วิสัยไตรเพทประเทศถิ่น,ภูมิแผ่นดินทั้งทวาทศราศี,ทั้งพระน้องสองนัดดาปัญญาดี,เกิดร่วมปีเป็นแต่แก่เดือนตรา
ฝ่ายโฉมยงองค์ละเวงวัณฬาราช,ไปหาบาทหลวงที่ตึกแล้วปรึกษา,จะเสกหน่อวรนาถราชนัดดา,ครองลังกานคเรศคุ้มเขตคัน
เจ้าวลายุดาปรีชาฉลาด,เป็นอุปราชราชวังณรังสรรค์,ฝ่ายซ้ายขวาวายุพัฒน์เจ้าหัสกัน,ได้ฤกษ์วันใดพระคุณกรุณา
ฝ่ายฝรั่งสังฆราชพระบาทหลวง,ลงเลขดวงลัคน์จันทร์ดูชันษา,จึงว่าเดือนสี่ฤกษ์เบิกราชา,ขึ้นสิบห้าค่ำนั้นเป็นวันดี
ไปว่ากล่าวเจ้าพาราการะเวก,จะภิเษกทรงยศโอรสา,ขอแม่เพชรเตร็จตรัจให้นัดดา,กูเห็นว่าจะได้สมอารมณ์ปอง
ฝ่ายโฉมยงองค์ละเวงเกรงวิวาท,มิเหมือนมาดขัดขวางจะหมางหมอง,จึงนบนอบตอบความตามทำนอง,อันสิ่งของให้เขาจะเอามา
เหมือนย้อนยอกกลอกกลับอัปยศ,ต้องเสียยศด้วยเขาจะครหา,ในเดือนสี่นี้จะสั่งตั้งราชา,แล้วกราบลาเข้าในเขตนิเวศน์วัง
ฝ่ายองค์พระมังคลาปรีชาฉลาด,ก้มกราบบาทหลวงถามถึงความหลัง,ท่านขรัวครูผู้เฒ่าเล่าให้ฟัง,แต่คราวครั้งเจ้าลังกาครองธานี
แม่จึงต้องครองวังแต่ยังสาว,พึ่งรุ่นราวรบพุ่งยุ่งใจหาย,พ่อเจ้ามาราวีทั้งพี่ชาย,ฆ่ากันตายดาษดื่นนับหมื่นพัน
นางวัณฬาพากูไปสู้รบ,หลายตลบเหลือการเจียวหลานขวัญ,เขาลอบลักรักใคร่จนได้กัน,กูไม่ทันรู้ด้วยแทบม้วยมรณ์
มาอยู่วังทั้งอาเชษฐาเจ้า,แต่ว่าเขาไม่ฟังกูสั่งสอน,อันเนินเพชรเจ็ดสีที่นคร,เกิดด้วยก้อนเก็จแก้วดูแววไว
เมื่อลูกสาวเจ้าพาราการะเวก,เอาเพชรเอกออกจากหินแผ่นดินไหว,จึงเมืองเราเศร้าหมองเสียของไป,เขาเอาไว้เมืองเขาเกิดเนาวรัตน์
คิดเกลี้ยกล่อมซ้อมหัดจัดทหาร,ให้ชำนาญการศึกค่อยฝึกฝน,หาผู้รู้ผู้วิเศษทรงเวทมนตร์,ทั้งคงทนปรนปรือให้ลือชา
เมื่อรบพุ่งกรุงผลึกเป็นศึกใหญ่,ได้ใช้อ้ายย่องตอดยอดทหาร,เจ้าครองวังลังกาไปช้านาน,จงคิดอ่านเอามาเลี้ยงไว้เวียงชัย
แม้คนดีมีมากไม่ยากจิต,จึงค่อยคิดปราบปรามตามวิสัย,ไปขอเพชรเตร็จตรัจถ้าขัดไว้,จึงยกไปคืนเอาของเรามา
แม้ตามติดคิดรับให้ยับย่อย,จะเลิศลอยลืออำนาจวาสนา,อย่านึกขลาดชาติกษัตริย์นะนัดดา,พระมังคลารับคำจะทำตาม
แล้วว่าหลานผ่านพาราลังกาแล้ว,จะกวาดแผ้วเสียให้เตียนที่เสี้ยนหนาม,พอจวนค่ำอำลาจากอาราม,ขี่คานหามแห่ไปเข้าในวัง
ครั้นสว่างนางพระยาวัณฬาราช,ออกนั่งอาสน์อำไพด้วยใจหวัง,พวกขุนนางต่างเข้ามาหน้าบัลลังก์,ยืนสะพรั่งฟังรสพจมาน
นางเอื้อนอรรถตรัสสั่งเสนาใหญ่,มหาดไทยกับทั้งนายฝ่ายทหาร,เราครองวังลังกามาช้านาน,จะแต่งงานอภิเษกเอกโอรส
ให้ทรงตราราหูคู่ทวีป,รักษาชีพชาติฝรั่งสิ้นทั้งหมด,เจ้าวลายุดาน้องให้รองลด,เป็นฝ่ายหน้าปรากฏยศไกร
เจ้าหัสกันนั้นเป็นฝ่ายซ้ายกษัตริย์,วายุพัฒน์ฝ่ายขวาอัชฌาสัย,จงสั่งความตามธรรมเนียมตระเตรียมไว้,วันเพ็ญให้พร้อมกันทันเวลา
ขุนนางพร้อมน้อมคำนับอภิวาท,เขียนประกาศบาดหมายแจกซ้ายขวา,ให้เมืองน้อยร้อยเอ็ดเขตลังกา,มาเปลี่ยนตราถือน้ำตามธรรมเนียม
แล้วแต่งตั้งบัลลังก์ราชาภิเษก,ที่องค์เอกอุปราชสะอาดเอี่ยม,ทั้งขวาซ้ายฝ่ายเป็นกรมลาดพรมเจียม,บ้างตระเตรียมแตรสังข์กังสดาล
