w1,w2,w3,w4
ฝ่ายโฉมยงองค์มิ่งมณฑาสวรรค์,สถิตที่แท่นสุวรรณบรรจถรณ์,แต่ธิดาสามีจากนคร,เป็นทุกข์ร้อนโศกซ้ำระกำกรอม
พอได้ข่าวราวกับว่าได้ยาทิพย์,มายกหยิบโรคร้ายให้หายสูญ,ทรงภูษาพาพระวงศ์พงศ์ประยูร,มาพร้อมมูลคอยท่าอยู่หน้าแพ
ฝ่ายสุรางค์นางสนมที่ตรมจิต,สำคัญคิดว่าเสด็จมาด้วยแน่,บ้างผัดหน้าทาขมิ้นร่ำกลิ่นแพร,ลงมาแพนั่งพับเพียบดูเรียบเรียง
เหล่าเสนาสามนต์คนทั้งหลาย,ทั้งหญิงชายสาวแก่ออกแซ่เสียง,มาคอยรับคับคั่งนั่งเคียงเคียง,ดูพร้อมเพรียงไพร่ฟ้าเสนาใน
ส่วนสุวรรณมาลีศรีสวัสดิ์,นางกษัตริย์เศร้าหมองไม่ผ่องใส,เผยพระแกลแลดูปราสาทชัย,จะขาดใจเสียด้วยคิดถึงบิดา
พระชลนัยน์ไหลหลั่งนั่งสะอื้น,อุตส่าห์ขืนใจชวนโอรสา,ทั้งอรุณรัศมีศรีโสภา,ให้สองราสรงสนานสำราญใจ
แล้วแต่งองค์ทรงเครื่องเรืองจำรัส,เพชรรัตน์พรายพร่างสว่างไสว,นางทรงแต่งภูษาผ้าสไบ,ชวนสาวใช้พรั่งพร้อมล้อมลีลา
นางรับหัตถ์ตรัสสนองพระน้องนาถ,ขอลาบาทบงกชบทศรี,ไปในวังบังคมพระชนนี,ต่อพรุ่งนี้จึงจะพากันมาเชิญ
อันคุณของสององค์พระทรงเดช,ดังบิตุเรศรักบุตรสุดสรรเสริญ,ทั้งอุตส่าห์มาส่งจงเจริญ,อย่าเพ่อเหินห่างให้อาลัยลาน
นางเข้าใจไม่ตอบคำพระน้อง,ทูลสนองบทเรศพระเชษฐา,สินสมุทรแม่อรุณจะทูลลา,จะเมตตาหรือจะไม่ให้ไปตาม
พระอภัยได้ฟังนั่งชม้าย,เห็นนางอายอางขนางระคางขาม,จึงตรัสตอบปลอบประโลมนางโฉมงาม,ใครห้ามปรามเมื่อไรเล่าเยาวมาลย์
นางกลั้นยิ้มพริ้มพรายภิปรายสนอง,มิใช่น้องนี้จะแกล้งมาแสร้งเส,เมื่อแรกมาท่าทางกลางทะเล,เหมือนอยู่เคหาไกลมิได้มา
แล้วทูลลาพาลูกกับหลานเลี้ยง,ประคองเคียงซ้ายขวามารศรี,ลงเรือน้อยลอยแล่นเข้าธานี,ประทับที่ตำหนักแพแลชำเลือง
ชลนัยน์ไหลหลั่งลงพรั่งพราก,คิดถึงยากยามเข็ญปิ้มเป็นผี,สะอื้นอั้นกันแสงไม่สมประดี,วิสัญญีภาพนิ่งไม่ติงกาย
พระมารดรกรกอดพระลูกรัก,เห็นซบพักตร์นิ่งไปก็ใจหาย,สะอื้นร่ำน้ำพระเนตรลงพรั่งพราย,เป็นไรสายสวาทไม่ไหวกายา
เออผิดแล้วแก้วตาของแม่เอ๋ย,นี่ทรามเชยสิ้นชีวังกระมังหนา,สะอื้นแอบแนบชิดพระธิดา,นางพระยานิ่งซบสลบไป
นางมณฑาว่าแต่พรากไปจากแม่,เฝ้าตั้งแต่คอยคอยละห้อยหา,สายสุดใจได้คืนมาพารา,พระบิดาไปอยู่หนตำบลใด
บัดนี้สองกษัตราก็มาส่ง,แต่พระองค์ยังอยู่ลำกำปั่นใหญ่,นางทูลตามความยากลำบากใจ,แล้วสอนให้ลูกหลานกราบมารดา
นางกษัตริย์ตรัสเรียกเจ้าพี่น้อง,เคียงประคองข้างกายทั้งซ้ายขวา,พลางกอดจูบลูบหลังกุมารา,ได้ตามมาทำคุณเพราะบุญเคย
โอ้สงสารท้าวไทใครจะช่วย,เห็นมอดม้วยมรณานิจจาเอ๋ย,สิ้นพระชนม์จนพระศพไม่พบเลย,เวราเคยทำไว้ให้ไกลกัน
เจ้าประคุณทูลกระหม่อมของเมียแก้ว,เห็นม้วยแล้วเดือนเก้ามาเข้าฝัน,ผิดพระรูปซูบผอมลงครันครัน,เพราะทรงธรรม์ทุกข์ยากลำบากกาย
ครั้นโศกสร่างนางกษัตริย์ตรัสประภาษ,แก่องค์ราชธิดาอัชฌาสัย,จะพาวงศ์พงศาเสนาใน,ไปเชิญองค์พระอภัยมาพารา
แม่จะมอบขอบเขตประเทศสถาน,เชิญพระผ่านไอศวรรย์ให้หรรษา,ดำรัสพลางนางสั่งขุนเสนา,จงตรวจตราเรือที่นั่งทั้งดั้งกัน
ดูซ่อมแปลงแต่งถนนฉนวนน้ำ,ช่วยกันทำแผ้วกวาดราชฐาน,แล้วชวนราชธิดายุพาพาล,พากุมารมาปราสาทในราชวัง
ฝ่ายเสนามาเกณฑ์เวรสมทบ,ต่างเตรียมครบเครื่องแห่ทั้งแตรสังข์,บ้างยกเรือสุวรรณใส่บัลลังก์,พระที่นั่งศรีอเนกเอกชัย
คนประจำลำเรือใส่เสื้อหมวก,เป็นพวกพวกธงทิวปลิวไสว,บ้างตีฆ้องร้องเรียกกันเพรียกไป,มาเตรียมไว้พร้อมหน้าในสาคร
ฝ่ายโฉมยงองค์มิ่งมณฑาสวรรค์,กับสุวรรณมาลีศรีสมร,สถิตแท่นแว่นฟ้าสถาพร,ครั้นทินกรไตรตรัสจำรัสเรือง
พาพี่น้องสององค์สรงสนาน,สุคนธ์ธารขัดสีฉวีเหลือง,สำอางองค์ทรงภูษาล้วนค่าเมือง,ประดับเครื่องเนาวรัตน์ชัชวาล
