w1,w2,w3,w4
ฝ่ายฝรั่งสังฆราชคอยคาดศึก,เสียงครื้นครึกเกรียวกราวแต่เช้าสาย,จนจวนเย็นเห็นพหลพลนิกาย,ที่เหลือตายแตกมาถึงธานี
จึงรีบพาสานุศิษย์ซึ่งอยู่ด้วย,จะไปช่วยนางวัณฬามารศรี,ให้พวกพ้องร้องป่าวชาวบุรี,ผู้ใดมีกตัญญูตามกูมา
ไปช่วยเจ้าคราวนี้เสียทีทัพ,จะสูญลับศักราชศาสนา,แม้เจ้าตายฝ่ายฝรั่งทั้งลังกา,จะเป็นข้าครอกเขาชาวชมพู
คนทั้งหลายชายหญิงเห็นจริงด้วย,ต่างคว้าฉวยอาวุธชุดดินหู,ออกแล่นหลามตามหลังมาพรั่งพรู,ออกประตูแต่งทัพให้นับพล
ได้ห้าพันบรรดาซึ่งมาด้วย,จะไปช่วยลูกสาวเจ้าสิงหล,ให้ถือคบครบทั่วทุกตัวคน,แล้วแบ่งพลกองละพันสำคัญคบ
เข้าตีทัพสัประยุทธ์เร่งจุดพร้อม,จึงรวมรอมอ้อมกันเข้าบรรจบ,คอยฟังกลองกองทัพสำหรับรบ,เร่งสมทบช่วยกันให้ทันที
ฝ่ายฝรั่งสังฆราชขึ้นรถเหล็ก,ลูกศิษย์เด็กขับม้าเป็นสารถี,แยกโยธาห้ากองฆ้องกลองตี,พอราตรีเกรียวกราวโห่ฉาวมา
ฝ่ายปีโปบาลีมีหนังสือ,ให้หญิงถือมาถึงวังอยู่ข้างหน้า,สั่งให้ทูลมูลกิจพระธิดา,นางสุลาลีแจ้งจึงแข็งใจ
ถ้ารบพุ่งพวกฝรั่งสิ้นทั้งหลาย,จะล้มตายพ่ายแพ้คิดแก้ไข,ให้พวกพ้องขององค์พระอภัย,ช่วยชิงชัยจึงจะเสร็จสำเร็จการ
สุลาลีดีใจจบใส่ผม,พระปรารมภ์ทุกข์ร้อนสั่งสอนหลาน,แล้วให้จัดเสื้อผ้ามาประทาน,ให้ชาวบ้านน้าป้าพวกย่ายาย
แล้วได้ข่าวคราวทัพถึงยับย่อย,ยิ่งเศร้าสร้อยเสียใจมิใคร่หาย,ยังเจ็บแผลแก้ไขใช้อุบาย,ทำฟูมฟายชลนารีบคลาไคล
เข้าทูลองค์ทรงฤทธิ์พระบิตุเรศ,มิโปรดเกศลูกรักจะตักษัย,พวกกองทัพเกือบกระทั่งถึงวังใน,สังหารไพร่ล้มตายลงก่ายกัน
มาแจ้งความตามที่ลาลีเล่า,ต่างโศกเศร้าแสนเสียดายสายสมร,นางลีวันกันแสงแกล้งอ้อนวอน,ถึงภูธรไม่สงสารพระมารดา
เห็นแก่องค์ทรงยศโอรสราช,มาเอาชาติชีวังจะสังขาร์,พระทรงฟังคั่งแค้นแทนวัณฬา,จึงตรัสว่าพ่อจะไปชิงชัยเอง
ใครฆ่าฟันวัณฬาจะฆ่าเสีย,ถึงลูกเมียไม่เอาไว้ให้ข่มเหง,มารบพุ่งกรุงไกรมันไม่เกรง,แม่ละเวงก็ไม่บอกจะออกตี
แล้วชวนพระอนุชาพาโอรส,มาพร้อมหมดทั้งธิดามารศรี,นาลาลีดีใจเห็นได้ที,เรียกเสนีฝรั่งมาสั่งการ
จัดโยธาห้าหมื่นถือปืนรบ,จุดเพลิงคบถ้วนทั่วตัวทหาร,ผูกพระยาม้าที่นั่งบัลลังก์อาน,สำเร็จการกษัตราทรงพาชี
พระอภัยให้พระน้องสองโอรส,แยกไปหมดมุ่งหามารศรี,ทัพละหมื่นดื่นป่าพนาลี,แสงอัคคีคบสว่างดังกลางวัน
ฝ่ายทัพพราหมณ์สามกษัตริย์สกัดป่า,ตามวัณฬาเลี้ยวลัดสะพัดผัน,พอบาทหลวงล่วงหน้ารีบมาทัน,เข้าป้องกันลูกสาวเจ้าลังกา
ให้จุดคบรบรับทัพผลึก,กำดัดดึกครึกครื้นเสียงปืนผา,แล้วคุมพลด้นดั้นพาวัณฬา,รีบลัดป่าจะไปลงข้างดงยาง
