w1,w2,w3,w4
ได้สินทรัพย์นับถังสร้างกำปั่น,แล้วชวนกันแล่นไปข้างใต้เหนือ,มีปืนใหญ่ไว้ประจำทุกลำเรือ,ทหารเสือเล่าก็มีถึงสี่พัน
แต่กำปั่นนั้นมีถึงสี่ร้อย,เที่ยวแล่นลอยไปทุกแห่งเพราะแข็งขัน,แต่ล้วนพวกแขกดำทุกลำมัน,ตัวนายนั้นชื่อคุลาปะตาวี
ปะสำเภกเภตราเที่ยวค้าขาย,มันแล่นรายล้อมไว้มิให้หนี,ขึ้นเก็บเอาสินค้าบรรดามี,แม้นต่อตีมันก็ฆ่าชีวาวาย
กำเริบจิตคิดเข้าตีตามเมืองเกาะ,ทุกละเมาะมันเที่ยวริบเอาฉิบหาย,เป็นโจรใหญ่อยู่ในน้ำตามสบาย,เที่ยวแล่นรายสืบข่าวทุกอ่าวไป
เมื่อวันหนึ่งนายโจรเผอิญเจ็บ,ให้เมื่อยเหน็บจับสั่นจิตหวั่นไหว,โภชนาอาหารประการใด,กินไม่ได้ข้าวปลาสารพัน
หมอให้กินหยูกยาสารพัด,ไม่บำบัดโรคาก็อาสัญ,ฝ่ายพวกโจรแต่บรรดาทั้งห้าพัน,มาพร้อมกันถ้วนทั่วทุกตัวนาย
ทำการศพนายใหญ่เอาไปฝัง,ที่ขอบฝั่งวังวนชลสาย,ครั้นเสร็จสรรพยับยั้งจะตั้งนาย,แทนผู้ตายจะได้ว่าคนห้าพัน
แต่บรรดานายรองทั้งสองร้อย,มานั่งคอยทั้งพหลพลขันธ์,ใครเป็นนายก็จะยอมลงพร้อมกัน,ไม่เดียดฉันท์จะได้ไปในคงคา
ฝ่ายเสมียนที่สำหรับเก็บทรัพย์สิน,เป็นเชื้อจีนพวกหมาเก๊าเข้าภาษา,มาเข้ารีตแขกดำเรียนตำรา,ดูฤกษ์พาดีร้ายบอกนายโจร
จะตีเรือเหนือใต้คอยให้ข่าว,รู้ดูดาวแจ้งใจคล้ายกับโหร,จึงลุกมาว่ากล่าวแก่เหล่าโจร,เราเป็นโหรรู้สิ้นอย่ากินใจ
แต่บรรดามาพร้อมอยู่ที่นี่,ใครจะมีปัญญาอัชฌาสัย,เราเห็นอยู่แต่มะหุดวุฒิไกร,ควรจะให้เป็นใหญ่ด้วยใจดี
ทั้งแกล้วกล้าสามารถฉลาดเฉลียว,เคยท่องเที่ยวรู้หนทางกลางวิถี,แล้วเป็นผู้รู้วิชาปัญญาดี,ควรเป็นที่นายใหญ่ได้ใช้การ
ท่านจะเห็นเป็นอย่างไรอย่าได้นิ่ง,ไม่เห็นจริงอย่างไรเร่งไขขาน,แม้นเห็นชอบแล้วคำนับเร่งกราบกราน,อย่านิ่งนานจะได้สั่งให้ตั้งพลัน
ฝ่ายพวกโจรเห็นพร้อมยอมคำนับ,จึงว่ากับวุฒิไกรใจมหันต์,จะขอสาบานตัวทั่วหน้ากัน,ทำการนั้นมิได้คิดชีวิตเลย
เป็นเยี่ยงอย่างตั้งนายแล้วอย่างนี้,ประสงค์ที่ไปข้างหน้าจะหาผล,มันนับถือว่าเป็นงานการมงคล,แล้วต่างคนต่างตรงไปลงเรือ
พอฤกษ์ดีคลี่ใบขึ้นใส่รอก,ให้เร่งออกรีบไปข้างฝ่ายเหนือ,เครื่องอาวุธเตรียมประจำทุกลำเรือ,ทหารเสือโห่เร้าจะเอาชัย
แต่แล่นมาห้าเดือนไม่หยุดยั้ง,ดูเกาะฝั่งตามมหาชลาไหล,ต้นหนส่องกล้องสว่างดูทางไป,จนเกือบใกล้รมจักรนัครินทร์
พอขาดข้าวเครื่องเสบียงเลี้ยงทหาร,เห็นถิ่นฐานสมจิตคิดถวิล,จำจะเข้ารบราเอาธานินทร์,ตีแต่ถิ่นปากน้ำทำเสบียง
ถึงปากอ่าวเราไปรายกันทอด,เมื่อเรือจอดด้วยกันมากห้ามปากเสียง,ไม่อื้ออึงปราบปรามห้ามสำเนียง,คอยฟังเสียงเล่าลืออย่าอื้ออึง
จะกล่าวฝ่ายนายด่านเมืองปากน้ำ,เวลาค่ำใช้ใบแล่นไปถึง,พบกำปั่นจอดสล้างพลางรำพึง,แล่นไปถึงสั่งล่ามให้ถามพลัน
ว่าเรือมาทอดอยู่นี่ดีหรือร้าย,จงภิปรายตามจริงทุกสิ่งสรรพ์,โจรได้ฟังคั่งใจร้องไปพลัน,มาถามกันว่ากระไรไม่ใช่นาย
เร่งกลับไปรักษาอาณาเขต,ถิ่นประเทศกูจะริบให้ฉิบหาย,อย่าอยู่ช้าถ้ารู้ถึงตัวนาย,เองจะตายเสียเปล่าเปล่าไม่เข้ายา
เรือตระเวนรีบมาหานายด่าน,จึ่งแจ้งการสิ้นฟังไม่กังขา,มันท้าทายหลายลิ้นสิ้นตำรา,ฟังพูดจาหยาบคายหลายประการ
ขุนนางทราบราวเรื่องเมืองปากน้ำ,แล้วจึงนำเข้าไปดั่งใจหวัง,ทูลท่านท้าวทศวงศ์ดำรงวัง,ใท้ทราบยังบาทาฝ่าธุลี
ฝ่ายไทท้าวเจ้าบุรินทร์ปิ่นพิภพ,คิดปรารภเศร้าหมองไม่ผ่องศรี,จึ่งตรัสเรียกพระนัดดามาพาที,ว่าไพรีมาประชิดติดบุรินทร์
เจ้าจงเกณฑ์จัตุรงค์ลงไปปราบ,ให้ราบคาบเสี้ยนหนามตามถวิล,จงไปตั้งคอยรับทัพทมิฬ,ให้ไพรินย่อยยับอัปรา
ครั้นสั่งเสร็จท้าวเสด็จยุรยาตร,ขึ้นปราสาทข้างในแล้วให้หา,มเหสีกับบุตรีเกษรา,ให้ขึ้นมาตรัสแถลงแจ้งเนื้อความ
นางพระยายิ่งวิตกตบอกผลุง,มาเกิดยุ่งทัพศึกให้นึกขาม,แม้นเขยอยู่จะได้สู้ศึกสงคราม,พยายามปราบอมิตรไม่คิดเกรง
ท้าวทศวงศ์ทรงฟังมเหสี,ว่ายายนี่ค่อยว่าไม่ปราศรัย,อย่าวิตกไปเลยหนาข้าจะไป,คอยชิงชัยรบรับกับทมิฬ
จะกล่าวฝ่ายนายโจรใจฉกาจ,ภาณุมาศเยี่ยมโพยมสมถวิล,เร่งเรือรบเข้ามาหน้าบุรินทร์,พร้อมกันสิ้นสี่ร้อยลอยประดัง
ลากปืนใหญ่ขึ้นจังกาทั้งหน้าท้าย,ให้ตั้งรายกันประดาทั้งหน้าหลัง,จะตีด่านสาชลริมวนวัง,พร้อมสะพรั่งแต่ล้วนโจรโผนลำพอง
ข้างฝ่ายพวกตาพระยารักษาด่าน,เกณฑ์ทหารพลฉกรรจ์ได้พันสอง,ให้ขึ้นป้อมขัดตาทัพไว้รับรอง,ปืนจุกช่องลากไปใส่เสมา
ทั้งปืนใหญ่ลากขนขึ้นบนป้อม,ทหารล้อมยืนรายทั้งซ้ายขวา,พอพวกโจรถึงกระทั่งฝั่งชลา,ส่งภาษาบอกกล่าวชาวนคร
ว่านายกูผู้เป็นใหญ่ในไตรจักร,จะมาหักเอาด่านชานสิงขร,แม้นรบสู้กูมิฟังทั้งนคร,ถ้าโอนอ่อนโดยดีมิเป็นไร
แม้นดึงดื้อถือดีมีมานะ,จะจับฉะคอเชือดให้เลือดไหล,แล้วร้องเร่งพวกทหารอันชาญชัย,ยิงปืนใหญ่ที่ประจำทุกลำเรือ
ล้อมปราการด่านใต้ริมชายหาด,ดูเกลื่อนกลาดทั้งชวากะลาสี,ล้อมกำแพงแซงกันมาจะราวี,ชาวบุรีคั่วทรายปรายลงไป
มันมีโล่บังกายทรายไม่ถูก,กันทั้งลูกปืนสาดพลาดไถล,ชาวพาราราญรอนจนอ่อนใจ,มันตัดไม้เกลื่อนกลาดพาดกำแพง
ปีนขึ้นได้ไล่คนที่บนป้อม,มันพรักพร้อมใจกันล้วนขันแข็ง,ตีเอาด่านได้พลันไล่ฟันแทง,ใครต่อแย้งมันก็ฆ่าชีวาวัง
มาเกือบกึ่งถึงทางเมืองปากน้ำ,หนังสือซ้ำบอกแจ้งแห่งนุสนธิ์,ว่าเสียด่านวานนี้ไม่มีคน,พากันร่นย่อยยับอัปรา
ขอพระองค์ยับยั้งตั้งอยู่นี่,พวกไพรีเรี่ยวแรงแข็งนักหนา,ทูลแล้วรีบเข้าไปในพารา,เอากิจจาทูลท้าวเจ้านคร
สมเด็จท้าวทศวงศ์ทรงสดับ,ให้คั่งคับในจิตดั่งพิษศร,จึ่งสั่งพวกเสนาพลากร,เราจะจรลงไปรับทัพทมิฬ
เกณฑ์กระบวนจัตุรงค์เคยยงยุทธ์,เครื่องอาวุธดั้งดาบปืนคาบหิน,เร่งผูกช้างมาบรรทุกทั้งลูกดิน,ให้พร้อมสิ้นเช้าตรู่กูจะไป
แล้วจึงสั่งเสนาพวกข้าเฝ้า,เฮ้ยออเจ้ารีบไปแจ้งแถลงไข,แก่สามพราหมณ์ทุกนครอย่านอนใจ,ว่าพวกไพรีมาชิดติดบุรินทร์
ขุนนางรับอภิวันท์แล้วผันผาย,มาเขียนหมายตามรับสั่งดั่งถวิล,ให้ม้าใช้ไปถึงพราหมณ์สามบุรินทร์,ประเทศถิ่นบอกให้ทั่วทุกตัวนาย
ครั้นสั่งเสร็จท้าวเสด็จยุรยาตร,ขึ้นจากอาสน์นพรัตน์จำรัสฉาย,ขุนเสนาเตรียมพหลพลนิกาย,ตามบาดหมายครบถ้วนกระบวนแซง
จะกล่าวข้างทรงฤทธิ์พระกฤษณา,พร้อมบรรดาพวกทหารชาญกำแหง,ให้ตั้งค่ายยับยั้งอยู่กลางแปลง,แล้วจัดแจงจะออกรบสมทบพล
ทหารปืนยืนสะพรั่งทั้งดั้งดาบ,ศรกำซาบหอกง้าวเหล่าพหล,จัดเอาพวกจัตุรงค์ทั้งคงทน,พร้อมพหลโห่เร้าจะเอาชัย
พระแต่งองค์ทรงเครื่องเรืองระยับ,ตาบประดับพลอยแดงสุกแสงใส,พาหุรัดเรืองรองทองอุไร,แล้วสอดใส่สังวาลทรงอลงกรณ์
เจียระบาดคาดปักเป็นรูปครุฑ,ใส่มงกุฎเนาวรัตน์ประภัสสร,ฉลององค์พื้นแดงแย่งมังกร,กรรเจียกจรธำมรงค์อลงการ์
เหน็บกระบี่สีสลับประดับเพชร,แต่ละเม็ดพลอยพรายทั้งซ้ายขวา,ทรงพระแสงของ้าวแวววาวตา,ขึ้นพระยาพลายจำบังที่นั่งทรง
พอฤกษ์ดีคลี่คลายขยายทัพ,เดินคั่งคับทิวทวนกระบวนหงส์,ไปถึงด่านชาญสมุทรให้หยุดธง,เอาปักลงโห่ร้องก้องสำเนียง
ฝ่ายพวกโจรเตรียมถ้วนกระบวนทัพ,ออกตั้งรับตีกลองกึกก้องเสียง,ให้ทหารชำนาญปืนออกยืนเรียง,หอกคู่เคียงคั่งคับทัพทมิฬ
ทั้งสองข้างต่างยิงปืนคาบชุด,อุตลุดกึกก้องท้องกระสินธุ์,นายโจรใหญ่ใส่หมวกประดับนิล,ถือกะวินขัดกระบี่ขี่อาชา
เร่งพหลพลขันธ์เข้าบรรจบ,ตีตลบเข้าไปทั้งซ้ายขวา,ข้างพวกไทยได้ทีตีประดา,จนถึงอาวุธสั้นเข้าฟันแทง
ยิงปืนตับคับคั่งไม่ยั้งหยุด,อุตลุดรบกันด้วยขันแข็ง,ทั้งสองข้างตายกลาดเลือดสาดแดง,พวกแขกแทงไทยฟันประจัญบาน
พอเย็นย่ำสนธยาต่างล่าทัพ,พากันกลับเข้าค่ายรีบผายผัน,โจรก็เข้าอยู่ในด่านสำราญครัน,ปรึกษากันที่จะรับกองทัพไทย
ฝ่ายพระองค์ทรงฤทธิ์กฤษณา,เสียบรรดาพลขันธ์ให้หวั่นไหว,จะคิดอ่านป้องกันน้ำมันไฟ,จึงสั่งให้แต่บรรดาเสนานาย
มาปรึกษาหารือใครรู้บ้าง,แก้ในทางเรื่องไฟเสียให้หาย,ใครจะมีแยบยลกลอุบาย,ทั้งไพร่นายอย่าได้พรางเอารางวัล
ไม่มีใครที่จะรับดับไฟกรด,ให้ระทดพวกพหลพลขันธ์,ถึงใครมีมนต์เวทวิเศษครัน,จะป้องกันดับไฟเห็นไม่มี
แต่ปรึกษาหารือกันจนดึก,เห็นข้าศึกจะทำยับดั่งสับสี,จะกำเริบโรมรุกมาทุกที,เห็นบุรีเราจะป่นไม่ทนทาน
จะกล่าวฝ่ายในบุรินทร์ปิ่นกษัตริย์,ครั้นไตรตรัสสุริยาออกหน้าฉาน,แต่งพระองค์ทรงเครื่องอลังการ,พร้อมทหารยกออกนอกบุรินทร์
พระเสด็จทรงรถาเทียมม้าต้น,ดำเนินพลลงไปท่าชลาสินธุ์,ยิงปืนใหญ่ก้องกังวานสะท้านดิน,ประโคมพิณพาทย์แตรแซ่สำเนียง
เดินกระบวนทวนธงเครื่องยงยุทธ์,ได้นามครุฑโห่ร้องกึกก้องเสียง,พวกกองหลังคุมพหลขนเสบียง,เดินเรียบเรียงตามกันเป็นหลั่นไป
ถึงค่ายใหญ่ใกล้ปราการชานสมุทร,ก็ยั้งหยุดพลขันธ์เสียงหวั่นไหว,พระกฤษณามาเชิญเสด็จไป,เข้าค่ายในกราบทูลประมูลความ
ว่าไพรีมีชัยเพราะไฟกรด,มันสาดรดทิ้งขว้างกลางสนาม,ถูกเสื้อผ้าเกิดเป็นไฟเที่ยวไหม้ลาม,ติดไปตามเนื้อตัวทั่วทั้งกาย
เอาน้ำดับกลับลุกขึ้นรุ่งโรจน์,เป็นแสงโชติทำอย่างไรก็ไม่หาย,เหลือกำลังทั้งพหลพลนิกาย,พากันตายย่อยยับลงนับพัน
ฝ่ายพวกโจรยกมาถึงหน้าค่าย,ร้องเข้าไปบอกให้แจ้งแห่งนุสนธิ์,เฮ้ยใครเป็นตัวนายทั้งไพร่พล,จงรีบร้นออกมารบอย่าหลบกัน
ฝ่ายพระองค์ทรงฤทธิ์กฤษณา,สั่งบรรดาพวกพหลพลขันธ์,ให้แต่งกายรับรองคอยป้องกัน,ยกให้ทันมันมาท้าจะราวี
พวกพหลพลทหารชำนาญรบ,มิได้หลบข้าศึกไม่นึกหนี,พลางร่ายเวทวิทยาวิชามี,ล้วนคนดีสารพัดทั้งจัดเจน
