w1,w2,w3,w4
ครั้นรุ่งรางนางตื่นสะอื้นอ้อน,ให้อาวรณ์ถึงญาติศาสนา,เสียดายกายอายฝรั่งทั้งลังกา,จะเอาหน้าหนีไปแฝงเสียแห่งไร
เห็นร้อนรนปรนนิบัติพัดให้หลับ,ด้วยรักจับดวงจิตสนิทสนม,เรียกธิดามาในห้องทองบรรทม,ประชดชมเจ้าช่างคิดประดิษฐ์ดี
จะดับเข็ญเย็นได้เหมือนไฟดับ,หรือจะกลับแสนแค้นแสนบัดสี,เมื่อศึกยังตั้งอยู่ในบูรี,เร่งให้มีผัวน่าระอาอาย
ต้องเป็นน้อยย่อยยับยิ่งคับแค้น,ยังซ้ำแสนอดสูไม่รู้หาย,หรือคิดเห็นเป็นผลกลอุบาย,จะยักย้ายอย่างไรเห็นไม่ฟัง
ฝ่ายยุพาผกาก้มหน้ายิ้ม,ด้วยนึกอิ่มอารมณ์ที่สมหวัง,จึงว่าพี่รำภาดูน่าชัง,จะเหมือนดังเรื่องราวท่านกล่าวไว้
ว่ารักนักมักหน่ายมักหายรัก,ถ้าคิดนักมักงงมักหลงใหล,แม้เสร็จศึกนึกหมายข้างภายใน,แล้วจะได้ผ่อนผันตามปัญญา
อันศึกนอกออกตีด้วยฝีปาก,เห็นไม่ยากใจนักไม่หนักหนา,เป็นการเบาเท่านี้พี่รำภา,จะอาสาปราบได้ดังใจจง
นางฟังคำร่ำเปรียบเห็นเฉียบแหลม,ค่อยยิ้มแย้มชื่นชมสมประสงค์,พอเห็นพระอภัยฟื้นตื่นพระองค์,เชิญให้สรงเสวยตามความสบาย
พระยิ้มพลางทางว่าน่าสงสาร,หากว่าท่านเทพเจ้าเขาไศล,อุปถัมภ์บำรุงเจ้ากรุงไกร,พี่จึงได้ตามติดมาชิดเชื้อ
เสวยอิ่มยิ้มย่องว่าน้องรัก,ขอบใจนักที่ได้กินดินถนัน,จะชุ่มชื่นยืนยืดสืบพืชพันธุ์,เป็นเพื่อนขวัญเนตรน้องอยู่ห้องใน
พระแย้มยิ้มพริ้มเพราว่าเจ้าพี่,ไม่หน่ายหนีนุชนาฏอย่ามาดหมาย,ซึ่งสิ่งไรได้รับไม่กลับกลาย,จะเป็นตายอย่างไรไม่ไกลกัน
ถึงแก่กกงกเงิ่นเดินไม่รอด,จะสู้กอดแก้วตาจนอาสัญ,ซึ่งพระน้องกองทัพมารับนั้น,ถึงผูกพันพวกลากไม่อยากไป
พอน้ำข้าวลำเลียงเสบียงหมด,ก็จะอดอ่อนหูไม่อยู่ได้,ห้ามฝรั่งลังกาอย่าให้ใคร,ไปส่งให้ข้าวน้ำเป็นลำเลียง
นางละเวงเกรงเหล่าชาวผลึก,จะทำศึกว้าวุ่นจึงทูลเถียง,พระน้องมาธานีจะมิเลี้ยง,ก็ผิดเยี่ยงอย่างกษัตริย์ขัตติยา
จะแต่งโต๊ะตามอย่างข้างฝรั่ง,ถวายทั้งสององค์ตามวงศา,ทั้งนายทัพกับพราหมณ์สามเวลา,เหล่าโยธาจ่ายเสบียงให้เลี้ยงกัน
