w1,w2,w3,w4
ได้พลไพร่ใหญ่น้อยสักร้อยแสน,จะแก้แค้นรบพุ่งเอากรุงศรี,ยกมาตั้งลังกาท้ายธานี,เกณฑ์โยธีตั้งค่ายเรียงรายกัน
อันเมืองน้อยร้อยเอ็ดประเทศท้าว,ขี้เกียจกล่าวยาวเฟื้อยเหนื่อยใจหาย,ขึ้นบนฝั่งตั้งเคียงเรียงเรียงราย,เป็นหลายค่ายข้างฝั่งเกาะลังกา
พวกอยู่เกาะเงาะงวงทั้งปวงนั้น,พวกคนธรรพ์ทั้งสหายหลายภาษา,ฝ่ายพวกพ้องกองทัพพระมังคลา,ตั้งริมท่าท้ายเมืองจัดเครื่องเลี้ยง
ปลูกโรงใหญ่ไว้สำหรับรับแขกนั้น,เป็นหลั่นหลั่นชั้นรายชายเฉลียง,เที่ยวกวาดเอาข้าวน้ำเป็นลำเลียง,จ่ายเสบียงเลี้ยงแขกแจกโยธา
ฝ่ายพระศรีสุวรรณพงศ์พันธุ์พร้อม,เห็นค่ายล้อมแว่นแคว้นไว้แน่นหนา,ทั้งเหนือใต้รายรอบขอบลังกา,ละไว้ช้าน่าที่จะมีภัย
เสาวคนธ์มณฑายุพานั้น,วายุพัฒน์หัสกันพระกฤษณา,สิบเอ็ดองค์จงกำกับทัพโยธา,ถึงเวลาราตรีออกสี่ทิศ
เอาหยากเยื่อเชื้อไฟดินใส่เคล้า,พากันเข้าเผาค่ายให้ไฟติด,เห็นศึกเสือเหลือหลามหนักความคิด,อย่าให้ปิดทางรอบขอบเขตคัน
วายุพัฒน์นัดดาอาสาสนอง,จะขอลองฤทธิ์แรงพระแสงขรรค์,ข้างทิศใต้ค่ายข้าจะฝ่าฟัน,ไปด้วยกันกับไอัยักษ์มีศักดา
ไม่เอาคนพลไพร่ไปเป็นห่วง,ให้ทั้งปวงไปสงครามตามภาษา,ศรีสุวรรณนั้นเป็นพระอัยกา,ชอบอัชฌาชื่นช่วยอำนวยพร
พอราตรีตีฆ้องยามสองถ้วน,แบ่งกระบวนทัพทหารชาญสมร,หัสกันกับบิดาสุดสาคร,ออกประตูอุดรคอยรอนราญ
ทั้งสี่นางต่างรักษาบนหน้าที่,คอยช่วยสี่กองทัพรับอาสา,วายุพัฒน์ถือพระขรรค์อันศักดา,ขึ้นขี่บ่ายักษ์แรงแกว่งกระบอง
ออกทิศใต้ใกล้ค่ายเห็นนายหมวด,ออกเดินตรวจพลขันธ์ผันผยอง,อ้ายยักษ์หมีตีตายลงก่ายกอง,ที่เหลือร้องเรียกกันสนั่นไป
พวกนายทัพขับพลอลหม่าน,ออกต่อต้านตายยับรับไม่ไหว,ฝ่ายหน่อนาถฟาดฟันพระขรรค์ชัย,ติดค่ายไหม้วู่วามพลุ่งพลามโพลง
เข้าค่ายไหนไฟลุกขึ้นทุกค่าย,ทั้งนายไพร่หลบโลดโขยดโขยง,กระท่อมทับพลับพลาหลังคาโรง,ไหม้โขมงโพลงสว่างดั่งกลางวัน
พวกนายทัพดับไฟก็ไม่หยุด,ทิ้งอาวุธวิ่งระเหิดเตลิดเหลิง,รอดดั้งแตกแยกผ่าหลังคาเปิง,ด้วยเปลวเพลิงโพลงกระพือฮือฮืออึง
เหล่าพวกพลคนธรรพ์ป่วนปั่นวิ่ง,เพลิงก็ยิ่งพลุ่งโพลงเสียงโผงผึง,ดินที่ใส่ในตุ่มร้อนรุมรึง,แตกตูมตึงกึงกังประดังกัน
ทัพลังกาฆ่าคนอยู่จนรุ่ง,เต็มท้องทุ่งที่ประเทศรอบเขตขัณฑ์,กลับเข้าวังทั้งหลายฝ่ายคนธรรพ์,สมทบกันตั้งค่ายท้ายพารา
ฝ่ายไทท้าวเจ้าเมืองต่างเคืองแค้น,จะตอบแทนทำศึกจึงปรึกษา,บาทหลวงแม่เลี้ยงทั้งมังคลา,พูดโลมเล้าท้าวพระยาทุกธานี
