w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะของด,บทเบื้อง,เรื่องนี้ก่อน,จะกล่าวย้อน,ถึงกรุงไกร,ไอศวรรย์,ทวีปวัง,ลังกา,โดยสามัญ,อันขอบคัน,นคเรศ,นิเวศน์วัง,สุดสาคร,เสาวคนธ์,วิมลมิ่ง,ได้ครองสิง,หลไว้,เหมือนใจหวัง,สืบกษัตริย์,สุริย์วงศ์,ดำรงวัง,คิดอ่านตั้ง,ขุนนาง,อย่างธรรมเนียม
สุดสาคร,เสาวคนธ์,วิมลมิ่ง,ได้ครองสิง,หลไว้,เหมือนใจหวัง,สืบกษัตริย์,สุริย์วงศ์,ดำรงวัง,คิดอ่านตั้ง,ขุนนาง,อย่างธรรมเนียม,ฝรั่งไทย,ได้ยศ,หมดทั้งนั้น,ไม่เดียดฉันท์,วุ่นวาย,ให้อายเหนียม,ประทานยศ,งดงาม,ตามธรรมเนียม,พอทัดเทียม,ทั่วนคร,เหมือนก่อนมา
ฝรั่งไทย,ได้ยศ,หมดทั้งนั้น,ไม่เดียดฉันท์,วุ่นวาย,ให้อายเหนียม,ประทานยศ,งดงาม,ตามธรรมเนียม,พอทัดเทียม,ทั่วนคร,เหมือนก่อนมา,ก็อยู่เย็น,เป็นสุข,ไม่ทุกข์ร้อน,ทั่วนคร,เกษมสันต์,ต่างหรรษา,บริบูรณ์,พูนสวัสดิ์,วัฒนา,ชาวพารา,รื่นเริง,บันเทิงใจ
สามนักสิทธ์,อิศโร,สโมสร,อยู่สิงขร,ป่าใหญ่,ไพรระหง,พยายาม,ตามกิจ,เอาจิตปลง,สองอนงค์,ได้กสิณ,อภิญญาณ,พระนักสิทธ์,บิตุรงค์,ทรงสวัสดิ์,โองการตรัส,ทักถาม,ด้วยคำหวาน,ยังอยู่พร้อม,เผ่าพงศ์,พระวงศ์วาน,หรือถิ่นฐาน,ของใคร,ครรไลจร
พระนักสิทธ์,บิตุรงค์,ทรงสวัสดิ์,โองการตรัส,ทักถาม,ด้วยคำหวาน,ยังอยู่พร้อม,เผ่าพงศ์,พระวงศ์วาน,หรือถิ่นฐาน,ของใคร,ครรไลจร,พระทูลความ,ตามรับสั่ง,มาทั้งหมด,แด่ดาบส,สามพระองค์,ผู้ทรงสอน,แล้วทูลลาก,ลับหลัง,ยังนคร,เสด็จจร,เข้าใน,ที่ไสยา
ป่างพระจอม,นครินทร์,ปิ่นนิเวศน์,ลือพระเดช,ทศพิธ,ทุกทิศา,ทั่วประเทศ,เขตแคว้น,แดนลังกา,ได้ความผา,สุกสบาย,มาหลายปี,ด้วยพระองค์,ผู้ดำรง,ไอศวรรย์,ทุกคืนวัน,ปรีดิ์เปรม,เกษมศรี,ทั้งศึกเสือ,เหนือใต้,พวกไพรี,มิได้มี,แผ้วพาน,ประการใด
ฝ่ายไทท้าว,เจ้าบุรี,เข้าที่สรง,สำอางองค์,รจนา,มุกดาหาร,ใส่มาลา,วาวแวว,แก้วประพาฬ,สอดสังวาล,มรกต,หมดมลทิน,ถือธนู,เนาวรัตน์,ประภัสสร,บทจร,โดยจิต,คิดถวิล,แล้วขึ้นบน,เกยชลา,หน้าบุรินทร์,พร้อมกันสิ้น,โยธา,เสนาใน
ถือธนู,เนาวรัตน์,ประภัสสร,บทจร,โดยจิต,คิดถวิล,แล้วขึ้นบน,เกยชลา,หน้าบุรินทร์,พร้อมกันสิ้น,โยธา,เสนาใน,พอฤกษ์ดี,ตีกลอง,ก้องสนั่น,บินพร้อมกัน,โกลา,สุธาไหว,กระบวนหน้า,กระบวนหลัง,คับคั่งไป,อยู่ที่ใน,อากาศ,ดาษดา
ป่างพระหน่อ,บพิตร,อดิศร,สุดสาคร,ออกที่นั่ง,บัลลังก์โถง,พร้อมเสนา,ข้าไท,ในพระโรง,ตีห้าโมง,ขึ้นพระแท่น,แสนสำราญ,ให้เชิญพวก,พารา,เจ้าวาโหม,กับเสนา,วาหุโลม,ประโคมขาน,เข้ามาเฝ้า,นบนอบ,ลงหมอบกราน,พระผู้ผ่าน,ภพไตร,ปราศรัยพลัน
ให้เชิญพวก,พารา,เจ้าวาโหม,กับเสนา,วาหุโลม,ประโคมขาน,เข้ามาเฝ้า,นบนอบ,ลงหมอบกราน,พระผู้ผ่าน,ภพไตร,ปราศรัยพลัน,เรียกให้นั่ง,ยังอาสน์,ลาดยี่ภู่,บรรดาหมู่,พวกพหล,พลขันธ์,โปรดปราศรัย,ไต่ถาม,เนื้อความพลัน,เกษมสันต์,สุขา,หรืออาดูร
ชวนเข้าไป,ในวัง,ที่ตั้งเครื่อง,พระย่างเยื้อง,ขึ้นปราสาท,ราชฐาน,เชิญขึ้นนั่ง,แท่นรัตน์,ชัชวาล,พระภูบาล,สั่งกำนัล,ไปทันที,ให้ไปเชิญ,เสาวคนธ์,วิมลโฉม,เจ้าวาโหม,มาประณต,บทศรี,กับทั้งพระ,ราชบุตร,อย่าช้าที,มาเดี๋ยวนี้,เร็วรา,เธอมาคอย
