w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
นายประตู,รู้ความ,ตามสุภาพ,วิ่งไปกราบ,ทูลแจ้ง,แถลงไข,ทั้งสามพราหมณ์,ความเดิม,ให้เคลิ้มใจ,จึงสั่งให้,รับมา,พลับพลาพลัน,พอสตรี,ผีปอบ,เข้าขอบค่าย,มนต์ก็คลาย,เสื่อมขลัง,ทั้งอาถรรพณ์,นางยุพา,มาถึงองค์,พระทรงธรรม์,บังคมคัล,คอยสดับ,ตรับคดี
พระยินดี,คลี่ผ้า,ย้อมยาแฝด,เปรียบเหมือนแรด,ได้กลิ่น,ถวิลหา,ประจงจำ,สำคัญ,ของวัณฬา,พระเชยผ้า,หอมหวน,ให้ยวนยี,แล้วทรงสาร,อ่านลิขิต,พินิจนิ่ง,ว่าน้องหญิง,กราบประณต,บทศรี,ซึ่งทรงศักดิ์,รักใคร่,เป็นไมตรี,ไม่ต่อตี,ตามสัตย์,ปฏิญาณ
แล้วทรงสาร,อ่านลิขิต,พินิจนิ่ง,ว่าน้องหญิง,กราบประณต,บทศรี,ซึ่งทรงศักดิ์,รักใคร่,เป็นไมตรี,ไม่ต่อตี,ตามสัตย์,ปฏิญาณ,น้องเห็นจริง,สิ่งใด,มิได้แหนง,แต่กลั่นแกล้ง,กลัวอาย,ฝ่ายทหาร,ให้ธิดา,มาประณต,บทมาลย์,ขอประทาน,โทษา,ฝ่าธุลี
น้องเห็นจริง,สิ่งใด,มิได้แหนง,แต่กลั่นแกล้ง,กลัวอาย,ฝ่ายทหาร,ให้ธิดา,มาประณต,บทมาลย์,ขอประทาน,โทษา,ฝ่าธุลี,ด้วยไหนไหน,ได้ต้อง,ตัวน้องแล้ว,เหมือนฉัตรแก้ว,เก้าชั้น,กั้นเกศี,ซึ่งสิ่งใด,ได้ว่า,ให้ราคี,ขออย่ามี,เวรา,ข้างหน้าไป
ด้วยไหนไหน,ได้ต้อง,ตัวน้องแล้ว,เหมือนฉัตรแก้ว,เก้าชั้น,กั้นเกศี,ซึ่งสิ่งใด,ได้ว่า,ให้ราคี,ขออย่ามี,เวรา,ข้างหน้าไป,ด้วยเป็นหญิง,ยิ่งยากมา,ฝากรัก,สุดจะชัก,ชายชิด,พิสมัย,จนแสนโศก,โรคช้ำ,ระกำใจ,จะกลับไป,ลังกา,รักษากาย
ด้วยเป็นหญิง,ยิ่งยากมา,ฝากรัก,สุดจะชัก,ชายชิด,พิสมัย,จนแสนโศก,โรคช้ำ,ระกำใจ,จะกลับไป,ลังกา,รักษากาย,สไบบาง,ต่างน้อง,อยู่รองบาท,อย่าคิดขาด,ความรัก,สมัครหมาย,หนึ่งสารา,อย่าให้รู้,ถึงหูชาย,น้องต้องอาย,อนุกูล,ให้สูญความ
สไบบาง,ต่างน้อง,อยู่รองบาท,อย่าคิดขาด,ความรัก,สมัครหมาย,หนึ่งสารา,อย่าให้รู้,ถึงหูชาย,น้องต้องอาย,อนุกูล,ให้สูญความ,พระเชษฐา,อาลัย,ฉันใดมั่ง,จงตรัสสั่ง,ถึงละเวง,อย่าเกรงขาม,ไว้ความลับ,กับยุพา,พะงางาม,จะผ่อนตาม,สารพัด,ไม่ขัดเอย
พระทราบสาร,หวานชื่น,ไม่ขืนขัด,พอรู้ชัด,ชุบน้ำ,แล้วทำเฉย,เจ้าพราหมณ์คิด,ผิดใจ,กระไรเลย,ไม่เหมือนเคย,ทูลถาม,ตามสงกา,พระแกล้งตรัส,ตัดความ,อย่าถามซัก,เป็นเรื่องรัก,มิใช่ศึก,จะปรึกษา,พากันไป,ให้ลับ,ที่พลับพลา,จะพูดจา,เล่นตาม,ความสำราญ
เจ้าพราหมณ์ดู,รู้กล,ว่ามนต์เสื่อม,พระเนตรเลื่อม,ลงอีก,จึงฉีกสาร,เสียพิธี,ผีสาง,เข้ารางควาน,จึงทัดทาน,ข้อความ,ตามทำนอง,เชิญผ่านเกล้า,เข้ามณฑล,บนแท่นที่,อย่าสูสี,ถูกกล,จะหม่นหมอง,เวลาเย็น,เช่นนี้,ผีคะนอง,จะถูกต้อง,ตกไป,แก่ไพรี
เชิญผ่านเกล้า,เข้ามณฑล,บนแท่นที่,อย่าสูสี,ถูกกล,จะหม่นหมอง,เวลาเย็น,เช่นนี้,ผีคะนอง,จะถูกต้อง,ตกไป,แก่ไพรี,ยังสะเดาะ,เคราะห์ค้าง,อยู่กลางฆาต,อย่าประมาท,เทวดา,ในราศี,อดพระทัย,ไว้พอรุ่ง,ขึ้นพรุ่งนี้,จึงพาที,เถิดไม่ขัด,พระอัธยา
พระฟังพราหมณ์,ยามหลง,ทรงพระสรวล,เออก็ควร,หรือมาคิด,ริษยา,นี่ศึกเสือ,เหนือใต้,ที่ไหนมา,นางยุพา,คนเดียว,เปลี่ยวจริงจริง,จะพูดเล่น,เห็นตัว,ว่ากลัวผี,พูดไม่มี,อดสู,แก่ผู้หญิง,ยักออกไป,ใครจะล่วง,มาท้วงติง,ถ้าขืนนิ่ง,อยู่ไม่ได้,ขัดใจกัน
จะพูดเล่น,เห็นตัว,ว่ากลัวผี,พูดไม่มี,อดสู,แก่ผู้หญิง,ยักออกไป,ใครจะล่วง,มาท้วงติง,ถ้าขืนนิ่ง,อยู่ไม่ได้,ขัดใจกัน,จะสะเดาะ,มิสะเดาะ,ที่เคราะห์ร้าย,ถึงไม่หาย,ก็ไม่กลัว,ดอกตัวฉัน,พอพรุ่งนี้,ดีร้าย,ที่ทายนั้น,จะเห็นกัน,มั่นคง,ไม่สงกา
ฉันพี่น้อง,ร้องไห้,รีบไปแก้,ก็นิ่งแน่,ไปเหมือนดัง,ดับสังขาร์,จนเที่ยงคืน,ฟื้นองค์,คงชีวา,เฝ้าโศกา,กอดลูก,ผูกอาลัย,จะกลับวัง,ครั้งนี้,เพราะชีวิต,จะม้วยมิด,มั่นคง,ไม่สงสัย,จึงตรัสใช้,ให้ข้าเอา,ผ้าสไบ,ถวายไว้,ต่างหน้า,ทูลลาตาย
สะอื้นพลาง,ทางว่า,ยุพาพ่อ,พ่อจะขอ,ตายตาม,ทรามสงสาร,ถึงกระไร,ได้รัก,ษาพยาบาล,นี่เป็นการ,กีดขวาง,ทุกอย่างไป,จะหักหาญ,ราญรบ,ให้พบน้อง,กลัวจะต้อง,เคืองขัด,ถึงตัดษัย,จะโอนอ่อน,ผ่อนผัน,ทำฉันใด,จึงจะได้,ช่วยรัก,ษาพยาบาล
แม้ได้แต่,แม่ละเวง,ที่เปล่งปลั่ง,มาเหมือนดัง,มุ่งมาด,ปรารถนา,ถึงยากเย็น,เป็นไพร่,จะไถนา,สู้ปลูกงา,ปลูกถั่ว,กินผัวเมีย,เมื่อเห็นพักตร์,จะได้ชื่น,ทุกคืนค่ำ,ช่วยแนะนำ,อนุกูล,อย่าสูญเสีย,พ่อร้อนอก,หมกไหม้,เหมือนไฟเลีย,ถึงลูกเมีย,ก็มิได้,อาลัยมัน
นางยินดี,ที่ได้สม,อารมณ์คิด,ด้วยทรงฤทธิ์,ร่านรัก,เป็นหนักหนา,เคารพรับ,อภิวันท์,จำนรรจา,พระสัญญา,ล้นเหลือ,ลูกเชื่อฟัง,ขอผ่านเกล้า,เป่าปี่,ขึ้นที่ทัพ,ให้คนหลับ,สิ้นสม,อารมณ์หวัง,จะอาสา,พาไป,เข้าในวัง,ตามไปลัง,กาอยู่,เป็นคู่ครอง
