w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
อันบทเบื้อง,เรื่องมนุษย์,ขอหยุดไว้,จะกล่าวไป,ถึงสุ,พรรณมัจฉา,ที่เกาะแก้ว,พิสดาร,ชานคงคา,นางรักษา,ศีลมั่น,ถือขันตี,สละละ,โทโส,แลโมหะ,ตามคำพระ,อาจารย์,ท่านฤๅษี,ถึงเจ็ดวัน,ท่านครู,พระมูนี,มายังที่,เชิงเขา,ริมเสาธง
สละละ,โทโส,แลโมหะ,ตามคำพระ,อาจารย์,ท่านฤๅษี,ถึงเจ็ดวัน,ท่านครู,พระมูนี,มายังที่,เชิงเขา,ริมเสาธง,สอนศีลห้า,มัจฉา,มิได้ขาด,ให้โอวาท,เทศนา,อานิสงส์,นางตั้งจิต,ฟังธรรม,ดั่งจำนง,จบแล้วลง,สู่ท่า,สมาทาน
สอนศีลห้า,มัจฉา,มิได้ขาด,ให้โอวาท,เทศนา,อานิสงส์,นางตั้งจิต,ฟังธรรม,ดั่งจำนง,จบแล้วลง,สู่ท่า,สมาทาน,เดชะบุญ,หนุนนำ,นางทำไว้,เป็นนิสัย,ที่จะสิ้น,จากถิ่นฐาน,ด้วยอำนาจ,ภาวนา,สมาทาน,จะพ้นเพศ,ดิรัจฉาน,สำราญรมย์
เดชะบุญ,หนุนนำ,นางทำไว้,เป็นนิสัย,ที่จะสิ้น,จากถิ่นฐาน,ด้วยอำนาจ,ภาวนา,สมาทาน,จะพ้นเพศ,ดิรัจฉาน,สำราญรมย์,นางระลึก,นึกคะนึง,ถึงความยาก,เหลือลำบาก,เวรสร้าง,ปางปฐม,มีคู่ครอง,ต้องร้าง,ไปห่างชม,เพราะนิยม,การกิเลส,ผิดเพศพันธุ์
นางระลึก,นึกคะนึง,ถึงความยาก,เหลือลำบาก,เวรสร้าง,ปางปฐม,มีคู่ครอง,ต้องร้าง,ไปห่างชม,เพราะนิยม,การกิเลส,ผิดเพศพันธุ์,คือกองกรรม,ทำไว้,จึ่งให้ผล,ได้ทุกข์ทน,แสนวิโยค,เศร้าโศกศัลย์,นี่หากได้,พึ่งพัก,พระนักธรรม์,ช่วยป้องกัน,ศัตรู,หมู่อรินทร์
คือกองกรรม,ทำไว้,จึ่งให้ผล,ได้ทุกข์ทน,แสนวิโยค,เศร้าโศกศัลย์,นี่หากได้,พึ่งพัก,พระนักธรรม์,ช่วยป้องกัน,ศัตรู,หมู่อรินทร์,พระแจ้งเหตุ,เทศนา,ให้ผาสุก,บรรเทาทุกข์,ภาวนา,รักษาศีล,ท่านสั่งสอน,ทุกเวลา,เป็นอาจิณ,ให้ถือศีล,ไว้มั่น,กันอบาย
พระแจ้งเหตุ,เทศนา,ให้ผาสุก,บรรเทาทุกข์,ภาวนา,รักษาศีล,ท่านสั่งสอน,ทุกเวลา,เป็นอาจิณ,ให้ถือศีล,ไว้มั่น,กันอบาย,ตั้งแต่ฟัง,คำสิทธา,ค่อยผาสุก,บรรเทาทุกข์,กังวล,ไม่ขวนขวาย,สิ้นอาลัย,ในชีวิต,คิดความตาย,อันร่างกาย,ก็จะจม,ถมสุธา
เห็นมัจฉา,ภาวนา,สติตั้ง,ที่ริมฝั่ง,คงคา,ชลาสินธุ์,รูปเป็นนาง,หางเป็นปลา,อยู่วาริน,นิสงส์ศีล,ดลพระทัย,ให้เมตตา,จำจะไป,ตัดหางปลา,ศรัทธามาก,ประหลาดหลาก,กว่าสัตว์,หมู่มัจฉา,ให้เป็นคน,พ้นลำบาก,จากคงคา,ตัดหางปลา,เสียให้หมด,จะงดงาม
จำจะไป,ตัดหางปลา,ศรัทธามาก,ประหลาดหลาก,กว่าสัตว์,หมู่มัจฉา,ให้เป็นคน,พ้นลำบาก,จากคงคา,ตัดหางปลา,เสียให้หมด,จะงดงาม,ทรงดำริ,ตริเสร็จ,เสด็จเหาะ,ลงที่เกาะ,พระสิทธา,บัญชาถาม,ผู้เป็นเจ้า,ทรงพรต,ช่างงดงาม,สละกาม,สัลเลข,วิเวกใจ
ทรงดำริ,ตริเสร็จ,เสด็จเหาะ,ลงที่เกาะ,พระสิทธา,บัญชาถาม,ผู้เป็นเจ้า,ทรงพรต,ช่างงดงาม,สละกาม,สัลเลข,วิเวกใจ,ที่คูหา,นารี,สตรีนั้น,เป็นพงศ์พันธุ์,เงือกปลา,มาแต่ไหน,สมาทาน,ถือศีล,กินแต่ไคล,สำรวมใจ,กัลยา,โยมปรานี
รูปตรองการ,มานาน,หลายปีแล้ว,ไม่ผ่องแผ้ว,สมมาด,ปรารถนา,จะทำเอง,เกรงกิจ,เป็นสิทธา,มันสีกา,แสนยาก,ลำบากใจ,ด้วยลูกผัว,เขาฝาก,เป็นรากเหง้า,ต้องว่ากล่าว,ตามประสา,อัชฌาสัย,สอนให้บ่น,ภาวนา,รักษาใจ,พอคุ้มภัย,ผีเสื้อ,เหลือรำคาญ
ท้าวโกสีย์,ฟังคดี,พระดาบส,เธอทราบหมด,แต่หลัง,ไม่กังขา,ประนมหัตถ์,มัสการ,พระสิทธา,อาราธนา,ครรไล,ไปกับโยม,พระทรงศีล,ยินดี,เป็นที่สุด,ลงจากกุฏิ์,หามัจฉา,วราโฉม,นำอินทรา,มาสถิต,แท่นเสาโคม,ร้องเรียกโยม,มัจฉา,ขึ้นมาพลัน
