w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะขอกลับ,จับความ,ถึงสามทัพ,ที่ตั้งรับ,ล้อมปราการ,ชานกรุงศรี,เห็นสี่ทัพ,ยับย่อย,ป่นเต็มที,จึงต้องรี,รอฟัง,กำลังพล,ดูทหาร,ชาญณรงค์,เคยยงยุทธ์,ก็สิ้นสุด,เกิดวิบัติ,ทั้งขัดสน,บ้างเจ็บปวด,วุ่นวาย,ลงหลายคน,แต่ล้วนพล,เคยชำนาญ,การสงคราม
ดูทหาร,ชาญณรงค์,เคยยงยุทธ์,ก็สิ้นสุด,เกิดวิบัติ,ทั้งขัดสน,บ้างเจ็บปวด,วุ่นวาย,ลงหลายคน,แต่ล้วนพล,เคยชำนาญ,การสงคราม,ครั้นจะชัก,ชวนกัน,ทั้งสามค่าย,ก็อายใจ,หลายเพลง,นึกเกรงขาม,ฉวยใครพา,นางไปได้,เสียดายงาม,จะมีความ,อดสู,ใช่งูดิน
ทหารดี,มีฤทธิ์,ประสิทธิ์ประสาท,ทั้งอำมาตย์,เรี่ยวแรง,แข็งขยัน,จะไปเชิญ,โฉมสีดา,วิลาวัณย์,ในสวนขวัญ,สักเมื่อไร,คงได้มา,แต่ไม่ต้อง,ด้วยบท,จึงงดไว้,สู้ข้ามไป,ผลาญโคตร,ท้าวยักษา,ต่อเสร็จศึก,รับอนงค์,องค์สีดา,มาพารา,สมประสงค์,จำนงปอง
แต่ไม่ต้อง,ด้วยบท,จึงงดไว้,สู้ข้ามไป,ผลาญโคตร,ท้าวยักษา,ต่อเสร็จศึก,รับอนงค์,องค์สีดา,มาพารา,สมประสงค์,จำนงปอง,อันเรื่องราว,เล่าก็มี,เป็นที่อ้าง,ต้องเอาอย่าง,แบบบุราณ,ท่านสนอง,ลงเอนเอก,เขนกนึก,แต่ตรึกตรอง,แต่จะลอง,สนทนา,ทำหารือ
อันเรื่องราว,เล่าก็มี,เป็นที่อ้าง,ต้องเอาอย่าง,แบบบุราณ,ท่านสนอง,ลงเอนเอก,เขนกนึก,แต่ตรึกตรอง,แต่จะลอง,สนทนา,ทำหารือ,เขาจะว่า,อย่างไร,จะใคร่รู้,ฟังกระทู้,เขาจะไป,อย่างไรหรือ,เมื่อแรกเริ่ม,ยกมา,ได้หารือ,เป็นคู่มือ,คู่คิด,พร้อมจิตใจ
เขาจะว่า,อย่างไร,จะใคร่รู้,ฟังกระทู้,เขาจะไป,อย่างไรหรือ,เมื่อแรกเริ่ม,ยกมา,ได้หารือ,เป็นคู่มือ,คู่คิด,พร้อมจิตใจ,แล้วสั่งพวก,คนสนิท,ที่ชิดเชื้อ,นำเอาเนื้อ,ความไปแจ้ง,แถลงไข,ว่าเราเชิญ,พระสหาย,ผู้ร่วมใจ,เสร็จมาได้,สนทนา,ปรึกษาการ
แล้วสั่งพวก,คนสนิท,ที่ชิดเชื้อ,นำเอาเนื้อ,ความไปแจ้ง,แถลงไข,ว่าเราเชิญ,พระสหาย,ผู้ร่วมใจ,เสร็จมาได้,สนทนา,ปรึกษาการ,เสนารับ,อภิวันท์,แล้วผันผาย,ทั้งสองนาย,เรียกบ่าว,เหล่าทหาร,พอสมควร,ด่วนไป,มิได้นาน,แล้วแจ้งการ,นายประตู,ให้รู้ความ
เสนารับ,อภิวันท์,แล้วผันผาย,ทั้งสองนาย,เรียกบ่าว,เหล่าทหาร,พอสมควร,ด่วนไป,มิได้นาน,แล้วแจ้งการ,นายประตู,ให้รู้ความ,ว่าไทท้าว,เจ้าเรา,รับสั่งใช้,มาเฝ้าองค์,ภูวไนย,ชาญสนาม,นายประตู,รู้แจ้ง,แห่งเนื้อความ,เขาบอกนาม,ท้าวไท,รีบไปพลัน
ว่าไทท้าว,เจ้าเรา,รับสั่งใช้,มาเฝ้าองค์,ภูวไนย,ชาญสนาม,นายประตู,รู้แจ้ง,แห่งเนื้อความ,เขาบอกนาม,ท้าวไท,รีบไปพลัน,เรียนกับท่าน,ผู้ใหญ่,ในค่ายหลวง,ตามกระทรวง,เร็วร้อน,รีบผ่อนผัน,เสนารับ,กลับไป,บังคมคัล,ทูลให้ท่าน,ท้าวทราบ,แล้วกราบกราน
สองท้าวทราบ,แต่งองค์,สรงสนาน,สั่งทหาร,กัณฐัศว์,ทั้งหัตถี,พร้อมสะพรั่ง,ทั้งพหล,แลมนตรี,จรลี,มาทรงรถ,บทจร,สารถี,ตีม้า,ให้คลาเคลื่อน,ลีลาศเลื่อน,พลแห่,แลสลอน,ออกจากค่าย,เร่งพหล,พลนิกร,แล้วรีบจร,มาถึงพลัน,ด้วยทันที
ใครจะคิด,กลไก,อย่างไรมั่ง,จะได้ฟัง,การสงคราม,สามสหาย,ด้วยต่างคน,จะชิงชู้,หาอุบาย,ซ่อนแยบคาย,ความใน,ไม่ไขจริง,แต่วาจา,ปราศรัย,ใจไม่ตั้ง,เปรียบเหมือนดั่ง,มดท้าว,เจ้าผีสิง,อันชาติชาย,แล้วตะกลาม,เป็นความจริง,เรื่องผู้หญิง,มันหนักหนา,ถึงฆ่าฟัน
ทั้งสามท้าว,เจ้าชู้,รู้น้ำจิต,ต่างก็คิด,จะใคร่ได้,ดั่งใจหมาย,ต่างก็พูด,แสร้งเส,เพทุบาย,เป็นแยบคาย,อ้อมค้อม,ไม่ยอมตัว,ล้วนเสือเฒ่า,เจ้าความคิด,บิดตะกูด,แต่ปากพูด,กรุ้มกริ่ม,ทั้งยิ้มหัว,นึกหมายใจ,ว่าจะได้,เป็นของตัว,แต่ล้วนมัว,หลงงาม,ทั้งสามชาย
ล้วนเสือเฒ่า,เจ้าความคิด,บิดตะกูด,แต่ปากพูด,กรุ้มกริ่ม,ทั้งยิ้มหัว,นึกหมายใจ,ว่าจะได้,เป็นของตัว,แต่ล้วนมัว,หลงงาม,ทั้งสามชาย,แต่ล้วนพวก,ดึงดื้อ,ถือทิษฐิ,ต่างตรองตริ,หวังว่าสม,อารมณ์หมาย,แม้นมิได้,อนงค์,ก็คงอาย,จะมาหมาย,นั่งงม,ประสมมือ
แต่ล้วนพวก,ดึงดื้อ,ถือทิษฐิ,ต่างตรองตริ,หวังว่าสม,อารมณ์หมาย,แม้นมิได้,อนงค์,ก็คงอาย,จะมาหมาย,นั่งงม,ประสมมือ,นี่นางเดียว,จะมารบ,สมทบเข้า,แม้นได้เจ้า,เยาวมิ่ง,มาจริงหรือ,ก็คงจะ,วุ่นวาย,เมื่อปลายมือ,ต่างแย่งยื้อ,กันเปล่า,ไม่เข้าการ
นี่นางเดียว,จะมารบ,สมทบเข้า,แม้นได้เจ้า,เยาวมิ่ง,มาจริงหรือ,ก็คงจะ,วุ่นวาย,เมื่อปลายมือ,ต่างแย่งยื้อ,กันเปล่า,ไม่เข้าการ,เขาก็เขา,เราก็เรา,เจ้าความคิด,สู้ป้องปิด,ความใน,ไม่ไขขาน,สนทนาปรา,ศรัย,ไปตามการ,เสร็จสำราญ,เลี้ยงลา,กันคลาไคล
จะกล่าวใน,พารา,มหากษัตริย์,ยังข้องขัด,เศร้าหมอง,ไม่ผ่องใส,ด้วยข้าศึก,ยังไม่สิ้น,เหมือนริ้นไร,ฝ่ายท้าวไท,เจ้าพารา,ตรัสหารือ,กับสองหน่อ,นฤบาล,ชาญสนาม,การสงคราม,จะชิงชัย,อย่างไรหรือ,ราษฎร,ร้อนใจ,ดั่งไฟฮือ,มันเล่าลือ,ต่างต่าง,ไม่สร่างกลัว
กับสองหน่อ,นฤบาล,ชาญสนาม,การสงคราม,จะชิงชัย,อย่างไรหรือ,ราษฎร,ร้อนใจ,ดั่งไฟฮือ,มันเล่าลือ,ต่างต่าง,ไม่สร่างกลัว,ไม่เป็นอัน,ทำกิน,สิ้นสติ,พ่อตรองตริ,อนุกูล,เถิดทูนหัว,อันข้าศึก,มักกะสัน,ยังพันพัว,มันพวกวัว,เสือทับ,คงรับมือ
อย่าให้ต้อง,รบสู้,เป็นคู่เคี่ยว,เวลาเดียว,เอาให้ยับ,วิ่งสับสน,แต่จะต้อง,มั่วสุม,ประชุมพล,ให้ขึ้นบน,หอรบ,ถือคบเพลิง,จะเรียกไฟ,ให้เกิด,ขึ้นกลางหน,แล้วไล่พล,ดีให้เปิด,เตลิดเหลิง,ต้อนพวกเรา,เผาค่อย,ใส่ให้เปิง,มันเสียเชิง,จับกุม,ตะลุมบอน
จะเรียกไฟ,ให้เกิด,ขึ้นกลางหน,แล้วไล่พล,ดีให้เปิด,เตลิดเหลิง,ต้อนพวกเรา,เผาค่อย,ใส่ให้เปิง,มันเสียเชิง,จับกุม,ตะลุมบอน,ไปทูลท้าว,เจ้าบุรินทร์,ให้สิ้นทุกข์,ขอดับยุค,ให้ภิญโญ,สโมสร,สองกษัตริย์,ยินดี,ชุลีกร,แต่นิ่งนอน,สนทนา,กับอาจารย์
