w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ป่างพระปิ่น,ภูวไนย,ปราศรัยทัก,ทั้งหลานรัก,พร้อมหมด,ตามยศถา,แล้วคิดอ่าน,การจะไป,ในลังกา,เห็นเรือมา,คอยปากอ่าว,ราวสักพัน,สินสมุทร,วุฒิไกร,ทูลไทท้าว,เราตีอ่าว,เข้าไปใน,ไอศวรรย์,เพราะเห็นว่า,ศึกประชิด,เข้าติดพัน,มันป้องกัน,ปากน้ำ,ทุกค่ำคืน
สินสมุทร,วุฒิไกร,ทูลไทท้าว,เราตีอ่าว,เข้าไปใน,ไอศวรรย์,เพราะเห็นว่า,ศึกประชิด,เข้าติดพัน,มันป้องกัน,ปากน้ำ,ทุกค่ำคืน,ที่ร่องเข้า,มันก็เอา,กำปั่นใหญ่,มาจุกไว้,สารพัด,จะขัดขืน,ทั้งสองฝั่ง,ตั้งค่าย,มันรายปืน,ไว้นับหมื่น,ป้อมเชิงเทิน,เนินกำแพง
ป่างพระศรี,สุวรรณวงศ์,ทรงสดับ,สั่งกองทัพ,ตั้งมั่น,ให้ขันแข็ง,ครั้นจะเข้า,ตีตัด,ฉวยพลัดแพลง,จะต่อแย้ง,ไม่ถนัด,เห็นขัดเชิง,เพราะช่องแคบ,ทางจะเข้า,เล่าก็ยาก,จะลำบาก,ฉวยว่าเปิด,เตลิดเหลิง,ด้วยเรือเรา,ปลกเปลี้ย,จะเสียเชิง,ฉวยละเลิง,หลวมตัว,สิชั่วจริง
เพราะช่องแคบ,ทางจะเข้า,เล่าก็ยาก,จะลำบาก,ฉวยว่าเปิด,เตลิดเหลิง,ด้วยเรือเรา,ปลกเปลี้ย,จะเสียเชิง,ฉวยละเลิง,หลวมตัว,สิชั่วจริง,จำจะต้อง,รบกัน,แต่ชั้นนอก,ล่อให้ออก,กินเหยื่อ,เสือสมิง,เห็นจะไม่,เสียที,ดีจริงจริง,จะแอบอิง,อะไรได้,ในทะเล
จำจะต้อง,รบกัน,แต่ชั้นนอก,ล่อให้ออก,กินเหยื่อ,เสือสมิง,เห็นจะไม่,เสียที,ดีจริงจริง,จะแอบอิง,อะไรได้,ในทะเล,แต่ให้พวก,เรือใช้,ไปไต่ถาม,แจ้งเนื้อความ,อ้ายจัญไร,จะไพล่เผล,แม้นได้ช่อง,ล่องลม,สมคะเน,ตีให้เซ,สาดออก,นอกสันดอน
แต่ให้พวก,เรือใช้,ไปไต่ถาม,แจ้งเนื้อความ,อ้ายจัญไร,จะไพล่เผล,แม้นได้ช่อง,ล่องลม,สมคะเน,ตีให้เซ,สาดออก,นอกสันดอน,ห้ากษัตริย์,ทราบความ,ตามรับสั่ง,ถวายบังคม,บพิตร,อดิศร,พร้อมทั้งพวก,เสนา,พลากร,นรินทร,กรุงกษัตริย์,ให้จัดพล
ห้ากษัตริย์,ทราบความ,ตามรับสั่ง,ถวายบังคม,บพิตร,อดิศร,พร้อมทั้งพวก,เสนา,พลากร,นรินทร,กรุงกษัตริย์,ให้จัดพล,แล้วให้ไป,ไต่ถาม,ตามฝรั่ง,ว่ามาตั้ง,อยู่ทำไม,ในสิงหล,พวกคนใช้,ไปถาม,ตามยุบล,กับขุนพล,ที่สำหรับ,กำกับเรือ
แล้วให้ไป,ไต่ถาม,ตามฝรั่ง,ว่ามาตั้ง,อยู่ทำไม,ในสิงหล,พวกคนใช้,ไปถาม,ตามยุบล,กับขุนพล,ที่สำหรับ,กำกับเรือ,พวกในลำ,กำปั่น,ครั้นได้แจ้ง,เห็นพูดแข็ง,ขันจริง,ยิ่งกว่าเสือ,ฝ่ายขุนนาง,ที่เป็นใหญ่,อยู่ในเรือ,ฟังเห็นเหลือ,ดุดัน,ไม่พรั่นพรึง
พวกในลำ,กำปั่น,ครั้นได้แจ้ง,เห็นพูดแข็ง,ขันจริง,ยิ่งกว่าเสือ,ฝ่ายขุนนาง,ที่เป็นใหญ่,อยู่ในเรือ,ฟังเห็นเหลือ,ดุดัน,ไม่พรั่นพรึง,จึ่งว่าท่าน,คอยอยู่,สักครู่ใหญ่,เราจะไป,ทูลว่า,ท่านมาถึง,คอยรับสั่ง,หนังสือ,อย่าอื้ออึง,แล้วสั่งซึ่ง,พวกเสมียน,ให้เขียนคำ
จึ่งว่าท่าน,คอยอยู่,สักครู่ใหญ่,เราจะไป,ทูลว่า,ท่านมาถึง,คอยรับสั่ง,หนังสือ,อย่าอื้ออึง,แล้วสั่งซึ่ง,พวกเสมียน,ให้เขียนคำ,ผู้ที่มา,อ่าวใหญ่,เขียนใบบอก,เสมียนลอก,ลงสา,ราเลขขำ,แล้วสั่งให้,เสนี,ที่ประจำ,เร่งให้นำ,กราบทูล,ซึ่งมูลความ
