w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พระอภัย,มณี,ฤๅษีสิทธ์,สำรวมจิต,แจ้งเหตุ,เทศนา,พระไตรลักษณ์,ชักเรื่อง,เนื่องกันมา,อนิจจา,ทุกขัง,ไม่ยั่งยืน,เกิดแล้วตาย,ว่ายวง,ในสงสาร,ทางกันดาร,มรรคา,ไม่ฝ่าฝืน,คิดก็เป็น,อนิจจัง,ไม่ยั่งยืน,เป็นแต่พื้น,เน่าจม,ถมแผ่นดิน
เกิดแล้วตาย,ว่ายวง,ในสงสาร,ทางกันดาร,มรรคา,ไม่ฝ่าฝืน,คิดก็เป็น,อนิจจัง,ไม่ยั่งยืน,เป็นแต่พื้น,เน่าจม,ถมแผ่นดิน,เกิดมาแล้ว,ก็คงตาย,วายชีวาตม์,อย่าหมายมาด,รักใคร่,ใฝ่ถวิล,เพราะกิเลส,เจตนา,จึ่งราคิน,ให้สัตว์ดิ้น,อยู่ในบ่วง,คือห่วงมาร
เกิดมาแล้ว,ก็คงตาย,วายชีวาตม์,อย่าหมายมาด,รักใคร่,ใฝ่ถวิล,เพราะกิเลส,เจตนา,จึ่งราคิน,ให้สัตว์ดิ้น,อยู่ในบ่วง,คือห่วงมาร,ติดในธรรม,กรรมฐาน,นิพพานเถิด,จะประเสริฐ,หนักแน่น,เป็นแก่นสาร,อันตัวเรา,เล่าประโยชน์,โพธิญาณ,หมายนิพพาน,ภาคหน้า,สถาวร
ติดในธรรม,กรรมฐาน,นิพพานเถิด,จะประเสริฐ,หนักแน่น,เป็นแก่นสาร,อันตัวเรา,เล่าประโยชน์,โพธิญาณ,หมายนิพพาน,ภาคหน้า,สถาวร,อันโลโภ,โทโส,แลโมหะ,จงสละ,เชื่อฟัง,เราสั่งสอน,เกิดมาใน,สงสาร,ต้องราญรอน,ชิงนคร,บ้านเมือง,เรื่องอบาย
อันโลโภ,โทโส,แลโมหะ,จงสละ,เชื่อฟัง,เราสั่งสอน,เกิดมาใน,สงสาร,ต้องราญรอน,ชิงนคร,บ้านเมือง,เรื่องอบาย,ให้เขาพลัด,ญาติวงศ์,เผ่าพงศา,อนิจจา,อนิจจัง,สิ้นทั้งหลาย,ต้องรบรา,ฆ่าฟัน,กันล้มตาย,ตกอบาย,เสียเปล่าเปล่า,ไม่เข้ายา
พอจบธรรม,กรรมฐาน,การสิกขา,พระยถา,สำรวมจิต,กิจฤๅษี,พวกเผ่าพงศ์,วงศา,บรรดามี,อัญชลี,กราบก้ม,ประนมกร,แล้วทูลลาก,ลับหลัง,ยังนิเวศน์,ออกจากเขต,เขาเขิน,เนินสิงขร,ชมวิหค,เหมหงส์,ในดงดอน,ถึงนคร,เวลา,พอสายัณห์
แล้วทูลลาก,ลับหลัง,ยังนิเวศน์,ออกจากเขต,เขาเขิน,เนินสิงขร,ชมวิหค,เหมหงส์,ในดงดอน,ถึงนคร,เวลา,พอสายัณห์,เสด็จเข้า,วังลังกา,อาณาจักร,อยู่พร้อมพรัก,กันที่ใน,ไอศวรรย์,วลายุ,ดาวายุ,พัฒน์หัสกัน,มาพร้อมกัน,ทูลลา,ไปธานี
ฝ่ายพระศรี,สุวรรณวงศ์,พงศ์กษัตริย์,สั่งให้จัด,แจงเหล่านาง,สาวศรี,ที่แรกรุ่น,ชันษา,สิบห้าปี,ลูกผู้ดี,มิใช่คน,พลเมือง,ทั้งเครื่องอาน,พานพระศรี,สำหรับยศ,กระบี่กรด,ฝักทอง,ละอองเหลือง,ประดับเพชร,เม็ดงาม,อร่ามเรือง,กับทั้งเครื่อง,สร้อยสุวรรณ,พรรณราย
แล้วไปเฝ้า,ชนนี,ที่ปราสาท,ทั้งสามนาฏ,รับขวัญ,ด้วยหรรษา,แล้วสอนสั่ง,เจ้าจงฟัง,คำมารดา,จงรักษา,ญาติวงศ์,พงศ์ประยูร,อย่าทำให้,ขัดเคือง,ในเบื้องบาท,ชนกนาถ,ที่เป็นปิ่น,บดินทร์สูร,ศรีสวัสดิ์,พัฒนา,อย่าอาดูร,จงเพิ่มพูน,ภิญโญ,เดโชชัย
สามกษัตริย์,ขัตติยา,นราราช,ฟังพระมา,ตุรงค์ว่า,น้ำตาไหล,ลูกจะขอ,ทูลลา,มารดาไป,เพราะว่าได้,มีคู่,อยู่ด้วยกัน,แล้วก็ได้,พารา,ราชาภิเษก,ในเศวกระ,ฉัตรชัย,ไอศวรรย์,ลูกจะขอ,เชิญให้,ไปด้วยกัน,จะได้วัน,ทารอง,ฉลองคุณ
