w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
กองอัคคี,ตีระฆัง,แล้วตั้งสวด,พวกที่บวช,ถือธรรม,กรรมฐาน,ไม่โลภหลง,ปลงใจ,ในสันดาน,หมายนิพพาน,ภายหน้า,สถาวร,แต่องค์พระ,กฤษณา,ยังว้าวุ่น,ให้เฉียวฉุน,มิใคร่ร้าง,ห่างสมร,เห็นเทพิน,ยินดี,มีสุนทร,เฝ้าวิงวอน,จะให้สึก,นึกรัญจวน
แต่องค์พระ,กฤษณา,ยังว้าวุ่น,ให้เฉียวฉุน,มิใคร่ร้าง,ห่างสมร,เห็นเทพิน,ยินดี,มีสุนทร,เฝ้าวิงวอน,จะให้สึก,นึกรัญจวน,นี่จะบวช,ไปถึงไหน,จะใคร่รู้,ไม่เอนดู,ศิษย์หา,มันน่าสรวล,มิโปรดมั่ง,ก็จะตั้ง,แต่รบกวน,เฝ้ายียวน,นางชี,พิรี้พิไร
ฝ่ายโฉมยงค์,องค์มุนี,ฤๅษีสาว,จึงแกล้งกล่าว,พจนา,อัชฌาสัย,ช่างไม่กลัว,บาปกรรม,พูดร่ำไร,เป็นจนใจ,จะให้สึก,นึกละอาย,ไม่กลัวความ,ครหา,นินทาหรือ,พระจะถือ,เอาแต่ได้,เหมือนใจหมาย,ฉันอดสู,ดูเป็นน่า,ระอาอาย,อย่าวุ่นวาย,เลยพระองค์,เหมือนวงศ์วาน
ไม่กลัวความ,ครหา,นินทาหรือ,พระจะถือ,เอาแต่ได้,เหมือนใจหมาย,ฉันอดสู,ดูเป็นน่า,ระอาอาย,อย่าวุ่นวาย,เลยพระองค์,เหมือนวงศ์วาน,คิดสละ,ละลัก,หักสวาท,จงหมายมาด,เอาที่ธรรม,กรรมฐาน,พระหักจิต,ให้ตรง,เหมือนวงศ์วาน,อย่าคิดการ,ที่ในเล่ห์,ประเวณี
จะไปเบียด,เยียดยัด,กันสับสน,แต่ล้วนคน,ตัดขาด,สวาทหวัง,วิมานแมน,เห็นจะแน่น,เหลือกำลัง,จงยับยั้ง,ช้าช้า,ให้ถาวร,ฉันจะได้,อยู่เป็นศิษย์,กนิษฐ์นาฏ,จะรับราช,เสาวนัง,ช่วยสั่งสอน,พลางอิงแอบ,แนบชิด,สะกิดกร,ประคองช้อน,เชยปราง,ทางประโลม
ฉันจะได้,อยู่เป็นศิษย์,กนิษฐ์นาฏ,จะรับราช,เสาวนัง,ช่วยสั่งสอน,พลางอิงแอบ,แนบชิด,สะกิดกร,ประคองช้อน,เชยปราง,ทางประโลม,แล้วว่าถึง,บาปกรรม,ก็ตามเถิด,ไม่ขอเริศ,ร้างไป,ให้ไกลโฉม,พลางคลึงเคล้า,เย้ายวน,ชวนประโลม,ขอเชิญโฉม,ลาพรต,ดาบสินี
ฝ่ายเทพิน,ผินพักตร์,มาซักถาม,ไม่กลัวความ,ดอกหรือ,เกี้ยวฤๅษี,แม้นทราบถึง,ทูลกระหม่อม,จอมโมลี,ก็จะตรี,ชาชั่ว,ให้ตัวตรอม,จะสึกหา,ลาศีล,เห็นสิ้นคิด,ก็อายจิต,ไม่รู้หาย,จะผ่ายผอม,แม้นจะขืน,ใจน้อง,ให้หมองมอม,ที่จะยอม,ด้วยพระองค์,อย่าสงกา
จะสึกหา,ลาศีล,เห็นสิ้นคิด,ก็อายจิต,ไม่รู้หาย,จะผ่ายผอม,แม้นจะขืน,ใจน้อง,ให้หมองมอม,ที่จะยอม,ด้วยพระองค์,อย่าสงกา,เห็นเป็นหญิง,พระยิ่งทำ,เอาตามจิต,พระไม่คิด,หน้าหลัง,มั่งหรือจ๋า,น้องมิใช่,ข้าสนอง,รองบาทา,จะได้มา,ลวนลาม,เอาตามใจ
เห็นเป็นหญิง,พระยิ่งทำ,เอาตามจิต,พระไม่คิด,หน้าหลัง,มั่งหรือจ๋า,น้องมิใช่,ข้าสนอง,รองบาทา,จะได้มา,ลวนลาม,เอาตามใจ,แล้วนงลักษณ์,ผลักหัตถ์,สะบัดค้อน,เพราะแสนงอน,ดูก็งาม,ตามวิสัย,พระนิ่งนึก,ตรึกตรอง,ทำลองใจ,น้องมิได้,เมตตา,ขอลาตาย
แล้วนงลักษณ์,ผลักหัตถ์,สะบัดค้อน,เพราะแสนงอน,ดูก็งาม,ตามวิสัย,พระนิ่งนึก,ตรึกตรอง,ทำลองใจ,น้องมิได้,เมตตา,ขอลาตาย,แล้วลุกมา,หน้าห้อง,ช่องสิงหาสน์,เอาเชือกคาด,ผูกไว้,เหมือนใจหมาย,จะผูกศอ,มรณา,ชีวาวาย,ขอลาสาย,สมรมิ่ง,จริงหนานาง
แล้วลุกมา,หน้าห้อง,ช่องสิงหาสน์,เอาเชือกคาด,ผูกไว้,เหมือนใจหมาย,จะผูกศอ,มรณา,ชีวาวาย,ขอลาสาย,สมรมิ่ง,จริงหนานาง,แม้นอยู่ไป,อายเขา,ชาวสิงหล,นฤมล,นุชน้อง,อย่าหมองหมาง,แล้วจับเชือก,พันพระศอ,พอให้นาง,เห็นแล้ววาง,หัตถ์นิ่ง,ไม่ติงกาย
แม้นอยู่ไป,อายเขา,ชาวสิงหล,นฤมล,นุชน้อง,อย่าหมองหมาง,แล้วจับเชือก,พันพระศอ,พอให้นาง,เห็นแล้ววาง,หัตถ์นิ่ง,ไม่ติงกาย,นางโฉมยง,องค์สั่น,ให้หวั่นหวาด,ร้องกรีดกราด,วิ่งไป,ดั่งใจหมาย,เข้าแก้ศอ,หน่อนาถ,ให้คลาดคลาย,นางโฉมฉาย,องค์สั่น,ให้รัญจวน
นางโฉมยง,องค์สั่น,ให้หวั่นหวาด,ร้องกรีดกราด,วิ่งไป,ดั่งใจหมาย,เข้าแก้ศอ,หน่อนาถ,ให้คลาดคลาย,นางโฉมฉาย,องค์สั่น,ให้รัญจวน,แล้วจูงหัตถ์,ตรัสถาม,ด้วยความรัก,ไม่หน่วงหนัก,เลยพ่อคุณ,มาหุนหวน,น้องจะคิด,ผ่อนผัน,อย่ารัญจวน,แต่พอควร,อย่าให้น้อง,นี้ต้องอาย
พระเล้าโลม,โฉมเฉลา,ว่าเจ้าพี่,ไม่ควรที่,ตัดรัก,ให้หักหาย,จะอยู่ไป,ไหนเลย,จะพ้นอาย,พี่ขอตาย,เสียให้สิ้น,เขานินทา,เพราะน้องไม่,เอ็นดู,จะสู้ม้วย,อยู่ก็ป่วย,การชาติ,วาสนา,ไม่สมหมาย,ก็คงวาย,ชีวาลา,เป็นสัจจา,ของพี่จริง,อย่ากริ่งความ
เพราะน้องไม่,เอ็นดู,จะสู้ม้วย,อยู่ก็ป่วย,การชาติ,วาสนา,ไม่สมหมาย,ก็คงวาย,ชีวาลา,เป็นสัจจา,ของพี่จริง,อย่ากริ่งความ,นางชีวอน,ผ่อนตามด้วย,ความสวาท,พระหน่อนาถ,นั่งพิไร,แล้วไต่ถาม,จะลาพรต,แล้วหรือยัง,ขอฟังความ,นางทูลตาม,เรื่องรัก,หนักอุรา
นางชีวอน,ผ่อนตามด้วย,ความสวาท,พระหน่อนาถ,นั่งพิไร,แล้วไต่ถาม,จะลาพรต,แล้วหรือยัง,ขอฟังความ,นางทูลตาม,เรื่องรัก,หนักอุรา,พระโปรดน้อง,อย่าให้หมอง,มลทินหมาง,กันแสงพลาง,น้องจะพูด,กลัวมุสา,สุดแท้แต่,บุญกรรม,ได้ทำมา,เป็นสัจจา,พระอย่าแหนง,แคลงอารมณ์
พระโปรดน้อง,อย่าให้หมอง,มลทินหมาง,กันแสงพลาง,น้องจะพูด,กลัวมุสา,สุดแท้แต่,บุญกรรม,ได้ทำมา,เป็นสัจจา,พระอย่าแหนง,แคลงอารมณ์,หน่อกษัตริย์,จัดภูษา,ออกมาไว้,กับสไบ,เครื่องอาน,รองพานถม,นางเบือนพักตร์,ผลักไส,ไม่นิยม,แล้วก็ก้ม,พักตร์เฉย,ไม่เงยดู
ค่อยเชยปราง,ทางว่า,นิจจาน้อง,แต่เจ้าของ,นี้ก็ล่วง,มาหวงเขา,เอ็นดูพี่,เถิดแม่ตี,แต่เบาเบา,พระโลมเล้า,สายสมร,กรประคอง,นางฟังคำ,ทำเป็นว่า,ชะพระพี่,มานั่งชี้,นิ้วเอา,เป็นเจ้าของ,ใครยกยอ,ขอให้,ดั่งใจปอง,หรือว่าน้อง,นี้เป็นเมีย,มาเคลียคลอ
นางฟังคำ,ทำเป็นว่า,ชะพระพี่,มานั่งชี้,นิ้วเอา,เป็นเจ้าของ,ใครยกยอ,ขอให้,ดั่งใจปอง,หรือว่าน้อง,นี้เป็นเมีย,มาเคลียคลอ,เหมือนคำเหล่า,ชาวพารา,เขาว่าไว้,ใครอยากได้,ไปเป็นเมีย,ต้องเสียหอ,พระจะมา,ไว้ยศ,เที่ยวกดคอ,เอาแต่พอ,สมคิด,ผิดธรรมเนียม
