w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระนุช,บุตรี,กรุงกษัตริย์,มาถึงวัง,ยังประหวัด,ถวิลหา,เห็นเจ้าพราหมณ์,งามติด,นัยน์ตามา,เข้าไสยา,ยามค่ำ,ยิ่งรำจวน,คิดสงสาร,ป่านฉะนี้,เจ้าพราหมณ์น้อย,จะอยู่คอย,หรือจะไป,เสียไกลสวน,เมื่อเดินมา,พอพ้น,ต้นลำดวน,ทำแย้มสรวล,เหมือนจะชวน,จำนรรจา
คิดสงสาร,ป่านฉะนี้,เจ้าพราหมณ์น้อย,จะอยู่คอย,หรือจะไป,เสียไกลสวน,เมื่อเดินมา,พอพ้น,ต้นลำดวน,ทำแย้มสรวล,เหมือนจะชวน,จำนรรจา,เหตุไฉน,ไม่ตรัส,หรือขัดข้อง,จะหนีน้อง,ไปเสียแล้ว,กระมังหนา,เป็นพราหมณ์เทศ,พรหมจรรย์,จรัลมา,หรือกษัตริย์,ขัตติยา,อยู่เมืองไกล
เหตุไฉน,ไม่ตรัส,หรือขัดข้อง,จะหนีน้อง,ไปเสียแล้ว,กระมังหนา,เป็นพราหมณ์เทศ,พรหมจรรย์,จรัลมา,หรือกษัตริย์,ขัตติยา,อยู่เมืองไกล,ทำปลอมแปลง,แกล้งจู่,มาดูน้อง,หรือจะต้อง,ประสงค์,ที่ตรงไหน,จะมาเดียว,หรือจะมา,ด้วยข้าไท,จะกลับไป,หรือจะอยู่,ไม่รู้เลย
ทำปลอมแปลง,แกล้งจู่,มาดูน้อง,หรือจะต้อง,ประสงค์,ที่ตรงไหน,จะมาเดียว,หรือจะมา,ด้วยข้าไท,จะกลับไป,หรือจะอยู่,ไม่รู้เลย,เสียดายนัก,หนักทรวง,ดวงสมร,สะอื้นอ้อน,อิงแอบ,แนบเขนย,ไม่แต่งองค์,ทรงเล่น,เหมือนเช่นเคย,ลืมเสวย,ลืมสรง,หลงรำพึง
สี่พี่เลี้ยง,เมียงมอง,ตามช่องฉาก,แล้วบุ้ยปาก,ให้กันดู,ด้วยรู้ถึง,ต่างปรึกษา,หารือ,ไม่อื้ออึง,เราก็พึ่ง,เห็นรัก,ประจักษ์ใจ,แต่ดูกัน,ห่างห่าง,สิอย่างนี้,พระบุตรี,ตรอมจิต,พิสมัย,แม้นได้เรียง,เคียงข้าง,จะอย่างไร,รำคาญใจ,จะใคร่ปลอบ,ให้ชอบที
แต่ดูกัน,ห่างห่าง,สิอย่างนี้,พระบุตรี,ตรอมจิต,พิสมัย,แม้นได้เรียง,เคียงข้าง,จะอย่างไร,รำคาญใจ,จะใคร่ปลอบ,ให้ชอบที,ทั้งสี่นาง,ต่างเข้าเคียง,บรรจถรณ์,ทำทูลวอน,พระธิดา,มารศรี,แม่เป็นไร,ไสยา,ไม่พาที,หรือวานนี้,ไปสวน,ประชวรมา
จะสังเวย,สิ่งไร,จะได้จัด,สารพัด,สิ่งของ,ต้องประสงค์,หรือจะคิด,ติดสินบน,ท่านคนทรง,ให้เชิญองค์,อารักษ์,ที่ทักทาย,ทั้งสี่นาง,ต่างยิ้ม,แล้วเยื้อนว่า,จะรักษา,ทรามวัย,เสียให้หาย,อันต้องเท,พารักษ์,ขี้มักร้าย,ให้กระวน,กระวาย,ละอายใจ
ทั้งสี่นาง,ต่างยิ้ม,แล้วเยื้อนว่า,จะรักษา,ทรามวัย,เสียให้หาย,อันต้องเท,พารักษ์,ขี้มักร้าย,ให้กระวน,กระวาย,ละอายใจ,จะขับกล่อม,จอมขวัญ,ให้บรรทม,อย่าปรารมภ์,ร้อนจิต,พิสมัย,พลางแย้มยิ้ม,หยิบกรับ,แล้วขับไป,ให้ต้องใน,น้ำจิต,พระธิดา
ว่าปางหลัง,ยังมี,เจ้าพราหมณ์น้อย,โฉมแฉล้ม,แช่มช้อย,ดังเลขา,ทั้งผิวเหลือง,เรืองรอง,ดังทองทา,เที่ยวเสาะหา,นุชนาง,มาทางไกล,เวลาค่ำ,น้ำค้าง,ลงพร่างพร้อย,พ่อโฉมงาม,พราหมณ์น้อย,จะนอนไหน,สตรีงาม,สามภพ,ไม่สบใจ,จะใคร่ได้,ดอกฟ้า,ลงมาเชย
เวลาค่ำ,น้ำค้าง,ลงพร่างพร้อย,พ่อโฉมงาม,พราหมณ์น้อย,จะนอนไหน,สตรีงาม,สามภพ,ไม่สบใจ,จะใคร่ได้,ดอกฟ้า,ลงมาเชย,ถ้าแม้นเหมือน,หมายมาด,ไม่คลาดแคล้ว,ดังดวงแก้ว,แกมทอง,เจียวน้องเอ๋ย,น่าน้อยใจ,ที่ไม่ไว้,อาลัยเลย,แล้วลงเอย,อภิวันท์,อัญชลี
