w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
สงสารสุด,สาคร,ยังอ่อนศักดิ์,ชีเปลือยผลัก,ตกอยู่,ในคูหา,เดชะมนต์,ทนคง,ทรงวิชา,ไม่มรณา,นิ่งซบ,สลบไป,ได้สามคืน,ชื่นฉ่ำ,ด้วยน้ำหิน,ในดวงวิ,ญญาณ์แย้ม,ค่อยแจ่มใส,ระริกริก,พลิกองค์,ทรงฤทัย,ในดวงใจ,เจ็บช้ำ,แทบทำลาย
ได้สามคืน,ชื่นฉ่ำ,ด้วยน้ำหิน,ในดวงวิ,ญญาณ์แย้ม,ค่อยแจ่มใส,ระริกริก,พลิกองค์,ทรงฤทัย,ในดวงใจ,เจ็บช้ำ,แทบทำลาย,นิ่งรำลึก,ตรึกภา,วนาเวท,ศักดาเดช,ร้าวฉาน,บันดาลหาย,แต่หิวโหย,โดยอด,ระทดกาย,จะปีนป่าย,ไปไม่ได้,ดังใจจง
นิ่งรำลึก,ตรึกภา,วนาเวท,ศักดาเดช,ร้าวฉาน,บันดาลหาย,แต่หิวโหย,โดยอด,ระทดกาย,จะปีนป่าย,ไปไม่ได้,ดังใจจง,จึงคิดว่า,ตาเฒ่า,นี้เจ้าเล่ห์,เราซวนเซ,เสียเชิง,ละเลิงหลง,โอ้น่าที่,ชีวิต,จะปลิดปลง,ไหนจะคง,คืนรอด,ตลอดไป
จึงคิดว่า,ตาเฒ่า,นี้เจ้าเล่ห์,เราซวนเซ,เสียเชิง,ละเลิงหลง,โอ้น่าที่,ชีวิต,จะปลิดปลง,ไหนจะคง,คืนรอด,ตลอดไป,กุมารา,อาดูร,พูนเทวษ,ชลเนตร,แดงเดือด,ดังเลือดไหล,สะอื้นร่ำ,พร่ำว่า,ประสาใจ,ไหนจะได้,พบปะ,พระบิดร
กุมารา,อาดูร,พูนเทวษ,ชลเนตร,แดงเดือด,ดังเลือดไหล,สะอื้นร่ำ,พร่ำว่า,ประสาใจ,ไหนจะได้,พบปะ,พระบิดร,โอ้เจ้าตา,อาจารย์,ของหลานเอ๋ย,พระองค์เคย,ค่ำเช้า,เฝ้าสั่งสอน,มาครั้งนี้,ชีวาตม์,จะขาดรอน,พระอาจารย์,มารดร,ไม่เห็นใจ
โอ้เจ้าตา,อาจารย์,ของหลานเอ๋ย,พระองค์เคย,ค่ำเช้า,เฝ้าสั่งสอน,มาครั้งนี้,ชีวาตม์,จะขาดรอน,พระอาจารย์,มารดร,ไม่เห็นใจ,เมื่อต่อตี,ผีดิบสัก,สิบโกฏิ์,พระมาโปรด,หลานรัก,ไม่ตักษัย,โอ้ครั้งนี้,มิรู้,ด้วยอยู่ไกล,ไม่มีใคร,บอกเล่า,พระเจ้าตา
เมื่อต่อตี,ผีดิบสัก,สิบโกฏิ์,พระมาโปรด,หลานรัก,ไม่ตักษัย,โอ้ครั้งนี้,มิรู้,ด้วยอยู่ไกล,ไม่มีใคร,บอกเล่า,พระเจ้าตา,สงสารแต่,แม่เงือก,ของลูกน้อย,จะหลงคอย,คิดถึง,คะนึงหา,ลูกอยากนม,สมเด็จ,พระมารดา,แม้นได้มา,กล้ำกลืน,จะชื่นใจ
สงสารแต่,แม่เงือก,ของลูกน้อย,จะหลงคอย,คิดถึง,คะนึงหา,ลูกอยากนม,สมเด็จ,พระมารดา,แม้นได้มา,กล้ำกลืน,จะชื่นใจ,โอ้แม่คุณ,ทูลกระหม่อม,ถนอมลูก,ไม่ต้องถูก,หนักหนา,อัชฌาสัย,ได้สามปี,ชีวัน,จะบรรลัย,มิทันได้,แทนคุณ,กรุณา
โอ้แม่คุณ,ทูลกระหม่อม,ถนอมลูก,ไม่ต้องถูก,หนักหนา,อัชฌาสัย,ได้สามปี,ชีวัน,จะบรรลัย,มิทันได้,แทนคุณ,กรุณา,สะอื้นร่ำ,น้ำพระเนตร,ลงพรากพราก,ด้วยอดอยาก,นมแม่,ชะแง้หา,เสียงม้าร้อง,ก้องกรรณหวั่น,วิญญาณ์,พี่ม้าขา,ฉันขึ้นไป,ไม่ได้แล้ว
สะอื้นร่ำ,น้ำพระเนตร,ลงพรากพราก,ด้วยอดอยาก,นมแม่,ชะแง้หา,เสียงม้าร้อง,ก้องกรรณหวั่น,วิญญาณ์,พี่ม้าขา,ฉันขึ้นไป,ไม่ได้แล้ว,ไปบอกตา,มาช่วย,ฉันด้วยเถิด,เหมือนพี่เกิด,ร่วมท้อง,กับน้องแก้ว,ร้องเรียกร่ำ,น้ำพระเนตร,ลงนองแนว,สลบแล้ว,คืนเล่า,เฝ้าโศกา
แล้วสอนว่า,อย่าไว้,ใจมนุษย์,มันแสนสุด,ลึกล้ำ,เหลือกำหนด,ถึงเถาวัลย์,พันเกี่ยว,ที่เลี้ยวลด,ก็ไม่คด,เหมือนหนึ่งใน,น้ำใจคน,มนุษย์นี้,ที่รักอยู่,สองสถาน,บิดามาร,ดารัก,มักเป็นผล,ที่พึ่งหนึ่ง,พึ่งได้,แต่กายตน,เกิดเป็นคน,คิดเห็นจึง,เจรจา
