w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระจอม,โมลี,ศรีสวัสดิ์,โองการตรัส,สั่งพหล,คนทั้งหลาย,กลาโหม,กรมท่า,เสนานาย,เร่งบาดหมาย,เกณฑ์กัน,ให้ทันการ,จัดกำปั่น,บรรทุก,ทั้งข้าวของ,เครื่องเงินทอง,มากมาย,หลายสถาน,ของที่จะ,เอาไป,ใช้ในงาน,จงจัดการ,ให้สำเร็จ,ทั้งเจ็ดเวร
จัดกำปั่น,บรรทุก,ทั้งข้าวของ,เครื่องเงินทอง,มากมาย,หลายสถาน,ของที่จะ,เอาไป,ใช้ในงาน,จงจัดการ,ให้สำเร็จ,ทั้งเจ็ดเวร,เครื่องอาวุธ,สาตรา,หาให้ครบ,ทหารรบ,จัดไปบ้าง,ทั้งดั้งเขน,พวกสมนอก,สมใน,เร่งจ่ายเกณฑ์,จัดนายเวร,ขุนหมื่น,พื้นฉกรรจ์
ฝ่ายพระองค์,ทรงพิภพ,จบจังหวัด,โองการตรัส,สั่งพระหลาน,ชาญสมร,วายุพัฒน์,นัดดา,พากันจร,ไปสิงขร,เชิญเสด็จ,ประเวศวัง,เอารถทรง,เรือนมณี,สีสลับ,ออกไปรับ,สามพระองค์,จำนงหวัง,เอาเสนี,รี้พล,คนในวัง,รีบไปยัง,เขาเขิน,เนินอรัญ
เอารถทรง,เรือนมณี,สีสลับ,ออกไปรับ,สามพระองค์,จำนงหวัง,เอาเสนี,รี้พล,คนในวัง,รีบไปยัง,เขาเขิน,เนินอรัญ,วายุพัฒน์,หัสกัน,รีบผันผาย,พาไพร่นาย,พวกพหล,พลขันธ์,สองพระองค์,ตรงไปป่า,พนาวัน,ถึงเขตคัน,เฝ้าไท,อัยกา
วายุพัฒน์,หัสกัน,รีบผันผาย,พาไพร่นาย,พวกพหล,พลขันธ์,สองพระองค์,ตรงไปป่า,พนาวัน,ถึงเขตคัน,เฝ้าไท,อัยกา,ประณตนอบ,หมอบบังคม,บรมนาถ,เชิญพระบาท,สามพระองค์,ทรงสิกขา,พระอภัย,มุนี,ศรีโสภา,เห็นนัดดา,มาภิวาท,บาทบงสุ์
ประณตนอบ,หมอบบังคม,บรมนาถ,เชิญพระบาท,สามพระองค์,ทรงสิกขา,พระอภัย,มุนี,ศรีโสภา,เห็นนัดดา,มาภิวาท,บาทบงสุ์,จึ่งตรัสถาม,ตามประสงค์,แก่องค์หลาน,เขาจัดการ,เสร็จสมอา,รมณ์ประสงค์,มากับปู่,ย่าไป,ดั่งใจจง,จะได้ลง,กำปั่น,ไปวันไร
จึ่งตรัสถาม,ตามประสงค์,แก่องค์หลาน,เขาจัดการ,เสร็จสมอา,รมณ์ประสงค์,มากับปู่,ย่าไป,ดั่งใจจง,จะได้ลง,กำปั่น,ไปวันไร,วายุพัฒน์,หัสกัน,ทูลฉลอง,ยังคอยสอง,พารา,อัชฌาสัย,เมืองผลึก,การะเวก,เอกเวียงชัย,แล้วก็ไป,พารา,วาหุโลม
ฝ่ายพระศรี,สุวรรณวงศ์,ดำรงราชย์,สั่งอำมาตย์,เร็วไว,ทั้งซ้ายขวา,รีบเชิญสาร,ลานทอง,กล่องลงยา,ไปพารา,สามนคร,อย่านอนใจ,การะเว,กวาหุโลม,เมืองผลึก,ออกให้ลึก,ข้ามมหา,ชลาไหล,จึ่งจะเร็ว,รีบพา,กันคลาไคล,เสนาใน,กราบก้ม,บังคมลา
การะเว,กวาหุโลม,เมืองผลึก,ออกให้ลึก,ข้ามมหา,ชลาไหล,จึ่งจะเร็ว,รีบพา,กันคลาไคล,เสนาใน,กราบก้ม,บังคมลา,ลงกำปั่น,ใช้ใบ,ไปทั้งสาม,แยกไปตาม,ทิศทาง,กลางมหา,ชลาสินธุ์,ถิ่นประเทศ,เขตพารา,ทางไปวา,หุโลมนั้น,แสนกันดาร
ลงกำปั่น,ใช้ใบ,ไปทั้งสาม,แยกไปตาม,ทิศทาง,กลางมหา,ชลาสินธุ์,ถิ่นประเทศ,เขตพารา,ทางไปวา,หุโลมนั้น,แสนกันดาร,แต่ลมส่ง,ตรงไป,มิได้ช้า,ถึงขึ้นท่า,เดินไป,ในไพรสาณฑ์,พวกบ้านดง,ส่งไป,ได้สำราญ,ถึงสถาน,เจ้าประเทศ,นิเวศน์วัง
พวกกำปั่น,ไปพารา,การะเวก,เสนาเอก,เฝ้าองค์,พระทรงโฉม,การแห่สาร,คล้ายพารา,วาหุโลม,พระทราบโส,มนัสใน,พระทัยเธอ,แล้วให้อ่าน,สารศรี,ที่ประสงค์,ถึงพระองค์,อนุชา,มาเสนอ,เชิญไปช่วย,เสกการ,พระหลานเธอ,ให้เปรมเปรอ,ครองจังหวัด,รัตนา
แล้วให้อ่าน,สารศรี,ที่ประสงค์,ถึงพระองค์,อนุชา,มาเสนอ,เชิญไปช่วย,เสกการ,พระหลานเธอ,ให้เปรมเปรอ,ครองจังหวัด,รัตนา,พระทราบสิ้น,ยินดี,เป็นที่สุด,จะเสกบุตร,เสาวคนธ์,บนมหา,นิเวศน์วัง,จังหวัดกรุง,รัตนา,เราเป็นตา,ต้องไปช่วย,อำนวยพร
พระทราบสิ้น,ยินดี,เป็นที่สุด,จะเสกบุตร,เสาวคนธ์,บนมหา,นิเวศน์วัง,จังหวัดกรุง,รัตนา,เราเป็นตา,ต้องไปช่วย,อำนวยพร,เจ้าหัสไชย,ไปด้วย,ได้ช่วยเขา,หลานของเรา,จะสุโข,สโมสร,พระจึ่งสั่ง,เสนา,พลากร,เป็นการร้อน,จัดกำปั่น,ให้ทันที
เจ้าหัสไชย,ไปด้วย,ได้ช่วยเขา,หลานของเรา,จะสุโข,สโมสร,พระจึ่งสั่ง,เสนา,พลากร,เป็นการร้อน,จัดกำปั่น,ให้ทันที,เอาล้าต้า,ต้นหน,คนสำหรับ,ให้พร้อมสรรพ,ที่นั่งใหญ่,ชักใบสี,ทั้งรอกกว้าน,ทำเสียใหม่,จัดให้ดี,วันพรุ่งนี้,เราจะไป,ทั้งไพร่พล
พระหัสไชย,ตามเสด็จ,กรุงกษัตริย์,ให้แล่นตัด,เข้าลังกา,ไม่ฝ่าฝืน,ไม่หยุดยั้ง,รั้งรา,สิบห้าคืน,ทั้งลมคลื่น,ส่งกระทั่ง,ถึงลังกา,พวกที่ไป,เมืองผลึก,เหมือนนึกหมาย,ลมพระพาย,พัดกระทั่ง,เข้าฝั่งฝา,ถึงปากน้ำ,ก็พอ,ย่ำสนธยา,พลางขึ้นหา,ขุนด่าน,ชานบุรินทร์
