w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระองค์,ทรงโฉมประ,โลมสวาท,บำรุงราษฎร์,เจริญจิต,ทุกทิศา,คิดคะนึง,ถึงองค์,พระธิดา,ยังไม่ลา,พรตเลย,ทำเฉยเชือน,เสียแรงรัก,ฝักฝ่าย,หมายสงวน,เจ้ากระบวน,นี่กระไร,ใครจะเหมือน,นิ่งกระนี้,มิได้,จะไปเตือน,แม้นบิดเบือน,บาปกรรม,ก็ทำเนา
แล้วห่อหุ้ม,คลุมปิด,ผนิดไว้,หวังมิให้,ชายหญิง,เห็นสิ่งของ,ครั้นสรรพเสร็จ,เสด็จมา,มนเทียรทอง,ถึงห้องน้อง,ศรีสุวรรณ,จำนรรจา,พ่อไปด้วย,ช่วยชวน,หลวงชีสึก,แม้นสมนึก,ครั้งนี้,ดีหนักหนา,พระน้องยิ้ม,พริ้มพักตร์,พจนา,อุปมา,เหมือนหนึ่งไก่,อยู่ในมือ
พ่อไปด้วย,ช่วยชวน,หลวงชีสึก,แม้นสมนึก,ครั้งนี้,ดีหนักหนา,พระน้องยิ้ม,พริ้มพักตร์,พจนา,อุปมา,เหมือนหนึ่งไก่,อยู่ในมือ,เมื่อพระพี่,นี้กระไร,พระทัยอ่อน,ให้ปลิ้นปล้อน,ปละปล่อย,มาน้อยหรือ,เขาลือแล้ว,แคล้วเคลื่อน,ไม่เหมือนลือ,ฉวยหลุดมือ,แล้วก็อาย,เขาตายจริง
จึงสั่งสอง,หน่อไท,ให้ไปรับ,มาหยุดยับ,ยั้งนั่ง,บัลลังก์ผา,พระอภัย,ให้เอาพาน,พวงมาลา,กับพานผ้า,ถวายองค์,นางนงเยาว์,แล้วว่าโยม,โทมนัส,ประหวัดหวัง,ถึงอยู่วัง,ใจมาอยู่,ที่ภูเขา,ไม่คลาดเคลื่อน,เหมือนหนึ่งเห็น,อยู่เย็นเช้า,เหลือจะเล่า,แล้วที่จิต,คิดอาลัย
แล้วว่าโยม,โทมนัส,ประหวัดหวัง,ถึงอยู่วัง,ใจมาอยู่,ที่ภูเขา,ไม่คลาดเคลื่อน,เหมือนหนึ่งเห็น,อยู่เย็นเช้า,เหลือจะเล่า,แล้วที่จิต,คิดอาลัย,คุณคะนึง,ถึงโยม,อยู่บ้างหรือ,หรือเพลินถือ,ธรรมขันธ์,ไม่หวั่นไหว,ตัดสวาท,ขาดเด็ด,สำเร็จไป,เจียวหรือใจ,เจ้าคุณ,พระมุนี
พระเยื้อนยิ้ม,พริ้มพักตร์,เห็นหลักแหลม,ช่างเหน็บแนม,ล้วนละเมียด,ทั้งเสียดสี,จึงว่าโยม,โน้มน้าว,ชาวบุรี,ให้เปรมปรีดิ์,ห้าวหาญ,การสงคราม,หวังจะได้,ไว้บำรุง,กรุงผลึก,ให้ข้าศึก,ราบเตียน,ที่เสี้ยนหนาม,นางวาลี,มีตระกูล,พรุณพราหมณ์,รู้ฤกษ์ยาม,ยอมสมัคร,มาภักดี
หวังจะได้,ไว้บำรุง,กรุงผลึก,ให้ข้าศึก,ราบเตียน,ที่เสี้ยนหนาม,นางวาลี,มีตระกูล,พรุณพราหมณ์,รู้ฤกษ์ยาม,ยอมสมัคร,มาภักดี,จึงเลี้ยงไว้,ให้เป็นข้า,พระดาบส,เมื่อลาพรต,พร้อมพรัก,เป็นศักดิ์ศรี,จัดสำเร็จ,เสร็จการ,บ้านเมืองดี,จึงมานี,มนต์คุณ,กรุณา
ปรนนิบัติ,วัดวาทิ,พาวาส,มิได้ขาด,ขอถวาย,ฝ่ายกุศล,พระตรัสว่า,สาธุ,ช่างบวชทน,จะนิมนต์,ไว้เสียเจียว,ประเดี๋ยวนี้,ถ้าเรียนร่ำ,สำเร็จ,ระเห็จเหาะ,อย่าไปเกาะ,เสียนะจ๊ะ,พระฤๅษี,กุมารา,ว่าจะอยู่,ริมบุรี,ไม่หน่ายหนี,นัคเรศ,นิเวศน์วัง
ถ้าเรียนร่ำ,สำเร็จ,ระเห็จเหาะ,อย่าไปเกาะ,เสียนะจ๊ะ,พระฤๅษี,กุมารา,ว่าจะอยู่,ริมบุรี,ไม่หน่ายหนี,นัคเรศ,นิเวศน์วัง,ศรีสุวรรณ,นั้นว่ากับ,สินสมุทร,จวนจะตรุษ,อึกทึก,ไม่นึกหวัง,จะได้เล่น,เต้นรำ,แต่ลำพัง,ไปเที่ยวนั่ง,ดูงาน,การวิวาห์
ศรีสุวรรณ,นั้นว่ากับ,สินสมุทร,จวนจะตรุษ,อึกทึก,ไม่นึกหวัง,จะได้เล่น,เต้นรำ,แต่ลำพัง,ไปเที่ยวนั่ง,ดูงาน,การวิวาห์,สองฤๅษี,ดีใจ,เมื่อไรคะ,ฉันอยากจะ,ดูงาน,นานหนักหนา,พระสงสาร,หลานขวัญ,จึงบัญชา,สุดแต่อา,รมณ์ฤๅษี,ทั้งพี่น้อง
