w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายองค์พระ,อภัย,เจ้าไตรจักร,ยิ่งหลงรัก,รูปเสน่ห์,ในเลขา,ถึงยามหลับ,ทับไว้,ริมไสยา,ครั้นเวลา,ฟื้นองค์,ก็ทรงชม,โฉมแฉล้ม,แก้มคาง,สำอางเอี่ยม,ประโลมเลียม,ลืมสุรางค์,นางสนม,ทุกคืนค่ำ,รำลึก,นึกนิยม,จะใคร่ชม,เชยประโลม,โฉมวัณฬา
โฉมแฉล้ม,แก้มคาง,สำอางเอี่ยม,ประโลมเลียม,ลืมสุรางค์,นางสนม,ทุกคืนค่ำ,รำลึก,นึกนิยม,จะใคร่ชม,เชยประโลม,โฉมวัณฬา,ยามเสวย,เคยอร่อย,ก็ถอยรส,ไหนจะอด,บรรทม,ชมเลขา,กระสันโศก,โรครัก,หนักอุรา,พระพักตรา,มัวหมอง,ละอองนวล
ยามเสวย,เคยอร่อย,ก็ถอยรส,ไหนจะอด,บรรทม,ชมเลขา,กระสันโศก,โรครัก,หนักอุรา,พระพักตรา,มัวหมอง,ละอองนวล,ห้ามมิให้,ใครเข้า,มาเฝ้าแหน,อยู่แต่แท่น,ที่ทองประ,คองสงวน,เสน่หา,อาลัย,ให้รัญจวน,ดังประชวร,โรคา,มากว่าเดือน
ฝ่ายสุวรรณ,มาลี,ศรีสวัสดิ์,นางกษัตริย์,เศร้าใจ,ใครจะเหมือน,ด้วยเห็นองค์,ทรงธรรม์,เธอฟั่นเฟือน,พระพักตร์เฝื่อน,ฝ้าคล้ำ,น่ารำคาญ,ห้ามมิให้,ใครเฝ้า,เข้าไสยาสน์,สถิตอาสน์,เอองค์,น่าสงสาร,คิดจะใคร่,ไปเฝ้า,ฟังอาการ,ค่อยแหวกม่าน,เมียงมอง,เข้าห้องใน
ห้ามมิให้,ใครเฝ้า,เข้าไสยาสน์,สถิตอาสน์,เอองค์,น่าสงสาร,คิดจะใคร่,ไปเฝ้า,ฟังอาการ,ค่อยแหวกม่าน,เมียงมอง,เข้าห้องใน,เห็นทรงธรรม์,บรรทม,ชมแต่รูป,ประโลมลูบ,ลืมองค์,ด้วยหลงใหล,นางพรายพริ้ม,ยิ้มแย้ม,กระแอมไอ,พระอภัย,พับหนี,ตะลีตะลาน
เห็นทรงธรรม์,บรรทม,ชมแต่รูป,ประโลมลูบ,ลืมองค์,ด้วยหลงใหล,นางพรายพริ้ม,ยิ้มแย้ม,กระแอมไอ,พระอภัย,พับหนี,ตะลีตะลาน,เอาแอบองค์,ทรงคลุม,หุ้มกระดาษ,สุดสวาท,วันทา,ไม่ว่าขาน,ทำทูลถาม,ความว่า,พระอาการ,ร้อนรำคาญ,ขัดขวาง,เป็นอย่างไร
เอาแอบองค์,ทรงคลุม,หุ้มกระดาษ,สุดสวาท,วันทา,ไม่ว่าขาน,ทำทูลถาม,ความว่า,พระอาการ,ร้อนรำคาญ,ขัดขวาง,เป็นอย่างไร,พระฟังคำ,ทำคราง,เหมือนอย่างเจ็บ,ให้เหนื่อยเหน็บ,ลุกนั่ง,ยังไม่ไหว,เห็นนางยิ้ม,พริ้มพราย,อายพระทัย,ทำจับไข้,รีบรูด,วิสูตรบัง
นางนบนอบ,มอบเมียง,อยู่เคียงอาสน์,ลักกระดาษ,ดูได้,ดังใจหวัง,ยิ่งแลเล็ง,เพ่งพิศ,ยิ่งคิดชัง,พระคลุ้มคลั่ง,ผอมซูบ,เพราะรูปนี้,จะเอาไว้,ไยอีก,ฉีกกระดาษ,ไม่ยักขาด,แต่สักนิด,ด้วยฤทธิ์ผี,นางสุดแสน,แค้นใจ,เอาไม้ตี,รูปนารี,ร้องกรีด,นางหวีดวาง
จะเอาไว้,ไยอีก,ฉีกกระดาษ,ไม่ยักขาด,แต่สักนิด,ด้วยฤทธิ์ผี,นางสุดแสน,แค้นใจ,เอาไม้ตี,รูปนารี,ร้องกรีด,นางหวีดวาง,พระเหลียวเห็น,เป็นโมโห,พาโลว่า,แค้นหนักหนา,นอกรีต,มากีดขวาง,เข้าชิงรูป,ลูบแล,ดูแผลพลาง,ยังกระจ่าง,แจ่มดี,ไม่มีช้ำ
พระเหลียวเห็น,เป็นโมโห,พาโลว่า,แค้นหนักหนา,นอกรีต,มากีดขวาง,เข้าชิงรูป,ลูบแล,ดูแผลพลาง,ยังกระจ่าง,แจ่มดี,ไม่มีช้ำ,กลับเข้าที่,คลี่วาง,ไว้ข้างแท่น,เฝ้าหวงแหน,ชมชิม,ไม่อิ่มหนำ,จะเคลิ้มองค์,หลงงึม,เสียงพึมพำ,พิไรร่ำ,รับขวัญ,จำนรรจา
