w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พระทรงอ่าน,บาญชี,ยินดีหนัก,ด้วยนงลักษณ์,แสนปัญญา,อัชฌาสัย,โสมนัส,ตรัสล้อ,อรไท,นี่หากได้,ยอดทหาร,ผลาญไพรี,สู้รบรับ,ทัพท้าว,เก้าประเทศ,ไม่เสียเขต,ขอบแขก,กลับแตกหนี,ถูกธนู,สู้ทน,เป็นคนดี,ก็ไม่มี,ของประทาน,พานอาภัพ
สู้รบรับ,ทัพท้าว,เก้าประเทศ,ไม่เสียเขต,ขอบแขก,กลับแตกหนี,ถูกธนู,สู้ทน,เป็นคนดี,ก็ไม่มี,ของประทาน,พานอาภัพ,นางแย้มยิ้ม,พริ้มพราย,สบายจิต,แล้วทรงคิด,ของบำเหน็จ,ให้เสร็จสรรพ,หาเสนา,มาพร้อม,น้อมคำนับ,ประทานทรัพย์,เสื้อผ้า,เงินตรากราว
ฝ่ายทหาร,พลเรือน,ได้เลื่อนที่,เจียดกระบี่,ยศศักดิ์,เครื่องปักขาว,เงินภาษี,ปีละแสน,ทั้งแดนดาว,ให้ยกคราว,เมื่อศึกมา,ถึงธานี,ถึงโยธา,การะเวก,เมืองรมจักร,ได้เงินทอง,ของรัก,เป็นศักดิ์ศรี,พลทมิฬ,สินสมุทร,ฝีมือดี,ได้ของที่,ต้องใจ,ทั้งไพร่นาย
พระฟังคำ,อำมาตย์,ฉลาดแหลม,จึงยิ้มแย้ม,ยกย่อง,สนองไข,โอรสา,มาแถลง,ให้แจ้งใจ,ว่าพระทัย,ทรงธรรม์,กรุณา,เราขอบจิต,คิดจะใคร่,ไปรู้จัก,บำรุงรัก,ในพระองค์,เหมือนวงศา,จะบอกไป,ให้พระน้อง,นั้นต้องมา,ดูดังว่า,ถือยศ,ไม่งดงาม
เราขอบจิต,คิดจะใคร่,ไปรู้จัก,บำรุงรัก,ในพระองค์,เหมือนวงศา,จะบอกไป,ให้พระน้อง,นั้นต้องมา,ดูดังว่า,ถือยศ,ไม่งดงาม,เราจะไป,ให้ถึง,จึงจะชอบ,เหมือนรักตอบ,ตามสุภาพ,ไม่หยาบหยาม,จะหยุดยั้ง,ฟังงาน,การสงคราม,อีกสักสาม,สี่เวลา,จึงคลาไคล
แม้นแล้งลง,คงจะมา,ไม่ช้านัก,ให้ทรงศักดิ์,ทราบกระแส,คิดแก้ไข,พระฟังข่าว,ผ่าวร้อน,ถอนฤทัย,นึกสงสัย,ไต่ถาม,พราหมณ์พฤฒา,เมืองทมิฬ,ถิ่นประเทศ,ทุกเขตแคว้น,ในภูมิแผน,ที่มี,กี่ภาษา,ได้ฟังถาม,พราหมณ์เฒ่า,เจ้าตำรา,จึงวันทา,ทูลความ,ตามโบราณ
เมืองทมิฬ,ถิ่นประเทศ,ทุกเขตแคว้น,ในภูมิแผน,ที่มี,กี่ภาษา,ได้ฟังถาม,พราหมณ์เฒ่า,เจ้าตำรา,จึงวันทา,ทูลความ,ตามโบราณ,อันวิสัย,ไตรเพท,ประเทศถิ่น,บูรพ์ทักษิณ,ปัจจิมทิศ,และอิสาน,แผ่นดินงอก,ออกทุกวัน,เป็นสันดาน,เขาสร้างบ้าน,สร้างเมือง,เนื่องกันไป
อันวิสัย,ไตรเพท,ประเทศถิ่น,บูรพ์ทักษิณ,ปัจจิมทิศ,และอิสาน,แผ่นดินงอก,ออกทุกวัน,เป็นสันดาน,เขาสร้างบ้าน,สร้างเมือง,เนื่องกันไป,อันแว่นแคว้น,แดนดิน,ถิ่นมนุษย์,ไม่รู้สุด,สิ้นอย่าง,ต่างวิสัย,เป็นหมื่นแสน,แผนที่,ซึ่งมีไว้,จนถึงใกล้,เขตถิ่น,เมืองกินรา
อันแว่นแคว้น,แดนดิน,ถิ่นมนุษย์,ไม่รู้สุด,สิ้นอย่าง,ต่างวิสัย,เป็นหมื่นแสน,แผนที่,ซึ่งมีไว้,จนถึงใกล้,เขตถิ่น,เมืองกินรา,ยังนอกนั้น,ตะวันตก,ยกขึ้นเหนือ,พูดเหมือนเนื้อ,นกคล้าย,หลายภาษา,แต่พวกเขา,เหล่าฝรั่ง,ข้างลังกา,เคยไปค้า,ขายถึง,ทางครึ่งปี
พระอภัย,ได้สดับ,กลับวิตก,ศึกจะยก,ข้ามเมือง,เนื่องหนักหนา,จึงปรึกษา,ข้าเฝ้า,เหล่าเสนา,นางวัณฬา,ยังเป็นสาว,สิบเก้าปี,จะเชิญท้าว,ด้าวแดน,ทั้งแสนภพ,มารุมรบ,เมืองผลึก,ดังศึกผี,ฉวยประมาท,พลาดพลั้ง,เหมือนครั้งนี้,ชาวบุรี,ราษฎร,จะร้อนรน
