w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
แล้วออกนั่ง,ยังที่,เก้าอี้อาสน์,หมู่อำมาตย์,เฝ้าฝ่าย,ทั้งซ้ายขวา,อยู่พร้อมพรั่ง,ทั้งพระน้อง,สองนัดดา,จึงปรึกษา,สงคราม,ตามทำนอง,อันพารา,การะเวก,ใช่วงศ์ญาติ,หมิ่นประมาท,เมืองเรา,ให้เศร้าหมอง,เอาโคตรเพชร,ค่าเมือง,งามเรืองรอง,ซึ่งเป็นของ,คู่ลังกา,ไปธานี
อันพารา,การะเวก,ใช่วงศ์ญาติ,หมิ่นประมาท,เมืองเรา,ให้เศร้าหมอง,เอาโคตรเพชร,ค่าเมือง,งามเรืองรอง,ซึ่งเป็นของ,คู่ลังกา,ไปธานี,จึงเมืองเรา,เบาบาง,โรยร้างเริศ,ไม่ก่อเกิด,แก้วเพชร,ทั้งเจ็ดสี,เราเจ็บจิต,คิดแค้น,แสนทวี,จะไปตี,คืนเอา,ของเรามา
จึงเมืองเรา,เบาบาง,โรยร้างเริศ,ไม่ก่อเกิด,แก้วเพชร,ทั้งเจ็ดสี,เราเจ็บจิต,คิดแค้น,แสนทวี,จะไปตี,คืนเอา,ของเรามา,ให้รุ่งเรือง,เมืองเรา,เหมือนเก่าก่อน,ราษฎร,จะเป็นสุข,ทุกทิศา,พวกข้าเฝ้า,เหล่าอำมาตย์,ราชเสนา,แต่บรรดา,ขุนนาง,เห็นอย่างไร
เสียไมตรี,มิหนำ,เสียอำนาจ,ต้องขาดญาติ,ขาดวงศ์,เผ่าพงศา,แม้จะใคร่,ได้เพชร,แก้วเก็จมา,ควรพูดจา,ปราศรัย,เป็นไมตรี,เขาขอเรา,เราก็ขอ,ต่อเขาบ้าง,ตามเยี่ยงอย่าง,ต่างบำรุง,ซึ่งกรุงศรี,ขอพระองค์,ทรงจังหวัด,ปถพี,อย่าให้มี,เสี้ยนศึก,จงตรึกการ
เจ้าหัสกัน,นั้นว่าคำ,ของอำมาตย์,เหมือนสตรี,ขี้ขลาด,ไม่อาจหาญ,กลัวเหนื่อยยาก,อยากจะใคร่,ได้สำราญ,อยู่เรือนบ้าน,กอดกัน,กับภรรยา,จึงขัดขวาง,อย่างนี้,เพราะขี้เกียจ,ให้เสื่อมเกียรติ,ยศศักดิ์,เสียหนักหนา,เมื่อของเรา,เขาเอาไว้,ไปเอามา,จะกลับว่า,ผิดนั้น,ด้วยอันใด
อันเกิดมา,สามัญ,เป็นอันขาด,ย่อมรักชาติ,ชีวีไม่,มีเสมอ,พระชุบย้อม,หม่อมฉาน,เป็นหลานเธอ,ขออย่าเพ่อ,ด่วนเสด็จ,เหนื่อยเหน็ดองค์,จะขอรับ,อาสาไป,การะเวก,เอาเพชรเอก,อันเป็นของ,ต้องประสงค์,แม้มิได้,ให้เคืองเบื้อง,บาทบงสุ์,ขอให้ลง,โทษหม่อมฉาน,ผลาญชีวัน
อันพวกเรา,เหล่าฝรั่ง,เชื่อฟังพระ,ไม่ปนปะ,เป็นญาติ,นอกศาสนา,เจ้ายกไป,ให้ทูต,เข้าพูดจา,ฟังเจ้ากา,ระเวกก่อน,คิดผ่อนปรน,เจ้าวายุ,พัฒน์จัดทัพ,กำกับน้อง,ไปเป็นกอง,หนุนหลัง,ฟังเหตุผล,อย่าโมโห,โต้ตอบ,ให้ชอบกล,คิดผ่อนปรน,ปราบปราม,ตามทำนอง
เจ้าวายุ,พัฒน์จัดทัพ,กำกับน้อง,ไปเป็นกอง,หนุนหลัง,ฟังเหตุผล,อย่าโมโห,โต้ตอบ,ให้ชอบกล,คิดผ่อนปรน,ปราบปราม,ตามทำนอง,แม้ขัดขวาง,อย่างไร,ให้รู้ด้วย,เราจะช่วย,หนุนหลัง,เจ้าทั้งสอง,แล้วอวยชัย,ไปดี,ทั้งพี่น้อง,ให้ได้ของ,โคตรเพชร,แก้วเก็จมา
สงัดสิ้น,พิณพาทย์,ระนาดฆ้อง,สยดสยอง,เย็นเยียบ,เงียบกรุงศรี,ครั้นกลางวัน,ควันมัว,ทั่วบุรี,กลางคืนมี,ดาวหาง,เป็นลางเมือง,อากาศลั่น,ครั่นครื้น,เหมือนปืนก้อง,กาก็ร้อง,เอาวา,ท้องฟ้าเหลือง,อุกกาบาต,ผาดพุ่ง,แสงรุ่งเรือง,ตกกลางเมือง,มีลาง,ต่างต่างกัน
คืนหนึ่งเจ้า,พารา,นิทราหลับ,ให้วาบวับ,หวั่นจิต,นิมิตฝัน,ว่าจระ,เข้เหรา,ไล่มาทัน,เข้าคาบคั้น,ขบกัด,ฟาดฟัดยี,ความเจ็บปวด,ยวดยิ่ง,พระกลิ้งล้ม,ลุยเลนตม,ตกน้ำ,แล้วดำหนี,พอสองหน่อ,วรนาถ,ราชบุตรี,ไล่ฆ่าตี,เหรา,กุมภาพาล
