w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวกลับ,จับเรื่องเมือง,วายุภักษ์,กษัตริย์ศักดิ์,สูงชาติ,วาสนา,เมื่อให้หน่อ,ภัทวงศ์,องค์บุตรา,ไปวันทา,เทวฐาน,เห็นนานครัน,เกินกำหนด,นานหนักหนา,ไม่มาถึง,ท้าวรำพึง,แสนวิโยค,ยิ่งโศกศัลย์,มเหสี,โหยหวน,รัญจวนครัน,พระญาติ,วงศ์พงศ์พันธุ์,ต่างทุกข์ทน
ฝ่ายพระจอม,ภพไกร,ยังไม่หวัง,จึ่งตรัสสั่ง,สามนต์,คนทั้งหลาย,ให้ไปหา,มดท้าว,ลงเจ้านาย,จะได้ทาย,ให้ตระหนัก,ประจักษ์ความ,เสนารับ,อภิวาท,จอมกษัตริย์,ต่างเดินลัด,เลี้ยวไป,เที่ยวไต่ถาม,หาอีเฒ่า,เจ้ามารยา,พวกบ้ากาม,จะได้ถาม,เรื่องราว,ให้เข้าใจ
จะใคร่แจ้ง,แห่งคดี,พระหน่อนาถ,เสร็จลีลาศ,หายไป,อย่าใหลหลง,หรือเป็นเหตุ,เภทภัย,อย่างไรจง,ท่านช่วยทรง,ถามเจ้า,ให้เข้าใจ,อียายเฒ่า,เข้าในห้อง,เดินย่องแย่ง,หยิบผ้าแดง,นุ่งออกมา,แล้วปราศรัย,ว่านายคอย,ไต่ถาม,เนื้อความใน,จะเชิญไท,อารักษ์,ให้ทักทาย
อียายเฒ่า,เข้าในห้อง,เดินย่องแย่ง,หยิบผ้าแดง,นุ่งออกมา,แล้วปราศรัย,ว่านายคอย,ไต่ถาม,เนื้อความใน,จะเชิญไท,อารักษ์,ให้ทักทาย,แล้วมันนั่ง,พนมมือ,ถือดอกไม้,ร่ำพิไร,เหมือนอย่างจิต,ที่คิดหมาย,ประเดี๋ยวหนึ่ง,ทำสั่น,แล้วบรรยาย,เจ้าทั้งหลาย,พากันมา,เรียกหาเรา
แล้วมันนั่ง,พนมมือ,ถือดอกไม้,ร่ำพิไร,เหมือนอย่างจิต,ที่คิดหมาย,ประเดี๋ยวหนึ่ง,ทำสั่น,แล้วบรรยาย,เจ้าทั้งหลาย,พากันมา,เรียกหาเรา,จะไต่ถาม,ความอะไร,จงไขขาน,จะบนบาน,เอาอะไร,มาให้เขา,หรือจะถาม,หรือจะซัก,การหนักเบา,เฮ้ยออเจ้า,ว่าไป,จะใคร่ฟัง
ฝ่ายอีเฒ่า,มารยา,หลับตานิ่ง,จะบอกจริง,จำไว้,อย่าใหลหลง,กำปั่นแตก,แต่ไม่ตาย,วายชีวง,ไปอยู่ดง,แดนป่า,พนาลัย,อีกสามปี,ตามไป,จะได้ข่าว,อันเรื่องราว,มีมา,อย่าสงสัย,แล้วมันทำ,สั่นงก,เหมือนตกใจ,เร่งรีบไป,ติดตาม,ในสามปี
อีกสามปี,ตามไป,จะได้ข่าว,อันเรื่องราว,มีมา,อย่าสงสัย,แล้วมันทำ,สั่นงก,เหมือนตกใจ,เร่งรีบไป,ติดตาม,ในสามปี,แล้วก็ทำ,ล้มผาง,วางดอกไม้,มารยาให้,เขาเห็น,ว่าเป็นผี,หาเข้าจริง,สิงกาย,รู้ร้ายดี,พอเป็นที่,หากิน,ด้วยลิ้นลม
จะกล่าวสาม,กำปั่น,ที่พรายพลัด,ระลอกซัด,ไปตาม,สายน้ำไหล,สิบสามวัน,ถึงนิเวศน์,เขตกรุงไกร,สุลาลัย,เมืองด่าน,ชานบุรินทร์,แวะเข้าซื้อ,ข้าวปลา,กระยาหาร,ที่ชาวบ้าน,ริมท่า,ชลาสินธุ์,พอเบียดเบี่ยง,เลี้ยงดู,สู่กันกิน,ออกจากถิ่น,สุลาลัย,ใช้ใบมา
แวะเข้าซื้อ,ข้าวปลา,กระยาหาร,ที่ชาวบ้าน,ริมท่า,ชลาสินธุ์,พอเบียดเบี่ยง,เลี้ยงดู,สู่กันกิน,ออกจากถิ่น,สุลาลัย,ใช้ใบมา,เที่ยวแวะตาม,เกาะแก่ง,ทุกแห่งหน,ขึ้นไปค้น,ทุกตำแหน่ง,แสวงหา,ไม่ได้ข่าว,เจ้านาย,หลายทิวา,ก็แล่นมา,ตามทาง,กลางนที
เที่ยวแวะตาม,เกาะแก่ง,ทุกแห่งหน,ขึ้นไปค้น,ทุกตำแหน่ง,แสวงหา,ไม่ได้ข่าว,เจ้านาย,หลายทิวา,ก็แล่นมา,ตามทาง,กลางนที,พอแลเห็น,เกาะใหญ่,อยู่ในน้ำ,จวนจะค่ำ,ดูแดง,เป็นแสงสี,ดอกไม้เพลิง,ส่องสว่าง,กลางคิรี,เสียงดนตรี,อื้ออึง,คะนึงใน
