w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ขอกล่าวกลับ,จับเรื่อง,สังฆราช,สิ้นอำนาจ,ว้าเหว่,ระเหระหน,จะข้ามฝั่ง,ไปยัง,เพชรกำพล,คิดผ่อนปรน,จะมารับ,ทัพลังกา,จึ่งเรียกพระ,มังคลา,สานุศิษย์,มาช่วยคิด,ตรองตรึก,ได้ปรึกษา,เรียกคนใช้,ให้หยิบ,ขวดสุรา,ยกออกมา,กินเข้าไป,พอใจคลาย
จึ่งเรียกพระ,มังคลา,สานุศิษย์,มาช่วยคิด,ตรองตรึก,ได้ปรึกษา,เรียกคนใช้,ให้หยิบ,ขวดสุรา,ยกออกมา,กินเข้าไป,พอใจคลาย,เรือก็ล่อง,แล่นมาใน,สาคเรศ,ล่วงประเทศ,เดือนกระจ่าง,สว่างฉาย,ตามละเมาะ,เกาะเคียง,กันเรียงราย,ลมก็ชาย,พัดจัด,ถนัดใบ
เรือก็ล่อง,แล่นมาใน,สาคเรศ,ล่วงประเทศ,เดือนกระจ่าง,สว่างฉาย,ตามละเมาะ,เกาะเคียง,กันเรียงราย,ลมก็ชาย,พัดจัด,ถนัดใบ,แต่แล่นมา,กว่าเดือน,ไม่เคลื่อนคลาด,ล่องลีลาศ,ในมหา,ชลาไหล,พอจวนแจ้ง,สุริโย,อโณทัย,พยุใหญ่,เกิดกล้า,สลาตัน
แต่แล่นมา,กว่าเดือน,ไม่เคลื่อนคลาด,ล่องลีลาศ,ในมหา,ชลาไหล,พอจวนแจ้ง,สุริโย,อโณทัย,พยุใหญ่,เกิดกล้า,สลาตัน,เป็นลมหวน,ป่วนปั่น,สนั่นก้อง,คลื่นในท้อง,ทะเลป่วน,ซัดหวนหัน,มืดพยับ,อับสี,รวีวรรณ,ตีกำปั่น,แทบจะจม,ด้วยลมแดง
เป็นลมหวน,ป่วนปั่น,สนั่นก้อง,คลื่นในท้อง,ทะเลป่วน,ซัดหวนหัน,มืดพยับ,อับสี,รวีวรรณ,ตีกำปั่น,แทบจะจม,ด้วยลมแดง,ฝนก็ตก,โปรยปราย,พระพายพัด,คลื่นก็จัด,ฟ้าแลบ,วะแวบแสง,คนในเรือ,หนีเข้าร่ม,ล้มตะแคง,กำปั่นแพลง,แทบจะคว่ำ,เป็นน้ำนอง
ฝนก็ตก,โปรยปราย,พระพายพัด,คลื่นก็จัด,ฟ้าแลบ,วะแวบแสง,คนในเรือ,หนีเข้าร่ม,ล้มตะแคง,กำปั่นแพลง,แทบจะคว่ำ,เป็นน้ำนอง,บาทหลวงงก,ตกประหม่า,จนขาสั่น,เดินงกงัน,เซซุน,ให้ขุ่นหมอง,แหงนดูเมฆ,ตั้งดำ,เป็นน้ำนอง,ฟ้าก็ร้อง,ครางครึม,กระหึมครวญ
บาทหลวงงก,ตกประหม่า,จนขาสั่น,เดินงกงัน,เซซุน,ให้ขุ่นหมอง,แหงนดูเมฆ,ตั้งดำ,เป็นน้ำนอง,ฟ้าก็ร้อง,ครางครึม,กระหึมครวญ,เรือสะบัด,ปัดปั่น,ให้หันเห,ท้องทะเล,คลื่นระดม,ทั้งลมหวน,ตีเสาหน้า,หักผาง,เสียงครางครวญ,พายุป่วน,หอบปัด,ซัดออกไป
เรือสะบัด,ปัดปั่น,ให้หันเห,ท้องทะเล,คลื่นระดม,ทั้งลมหวน,ตีเสาหน้า,หักผาง,เสียงครางครวญ,พายุป่วน,หอบปัด,ซัดออกไป,พวกต้นหน,คนท้าย,ที่หมายทิศ,ทั้งมืดมิด,ไม่รู้แห่ง,ตำแหน่งไหน,เรือที่ตาม,มาก็ซัด,พลัดกันไป,พยุใหญ่,ก็ไม่ซา,ถึงห้าคืน
พวกต้นหน,คนท้าย,ที่หมายทิศ,ทั้งมืดมิด,ไม่รู้แห่ง,ตำแหน่งไหน,เรือที่ตาม,มาก็ซัด,พลัดกันไป,พยุใหญ่,ก็ไม่ซา,ถึงห้าคืน,เหลือสังเกต,เขตแขวง,ตำแหน่งไหน,ไม่แจ้งใน,มรรคา,เหลือฝ่าฝืน,ไม่เห็นแสง,ตะวันเดือน,เหมือนกลางคืน,เสียงแต่คลื่น,กึกก้อง,ท้องชลา
เหลือสังเกต,เขตแขวง,ตำแหน่งไหน,ไม่แจ้งใน,มรรคา,เหลือฝ่าฝืน,ไม่เห็นแสง,ตะวันเดือน,เหมือนกลางคืน,เสียงแต่คลื่น,กึกก้อง,ท้องชลา,พวกต้นหน,บนบาน,แล้วกรานกราบ,ศิโรราบ,ขอชีวิต,ทุกทิศา,เทพเจ้า,ในทะเล,ทั้งเทวา,ช่วยรักษา,คุ้มกัน,อันตราย
