w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวถึง,สังฆราช,พระบาทหลวง,พอหายง่วง,สมจิต,คิดถวิล,ครั้นสุริ,ยงส่งฟ้า,เห็นธานินทร์,สมถวิล,เห็นปากน้ำ,ที่สำคัญ,แกยินดี,ปรีดิ์เปรม,เกษมสุข,บรรเทาทุกข์,วายวิโยค,ที่โศกศัลย์,สั่งล้าต้า,ต้นหน,คนสำคัญ,เองชวนกัน,สืบดู,ให้รู้ความ
แกยินดี,ปรีดิ์เปรม,เกษมสุข,บรรเทาทุกข์,วายวิโยค,ที่โศกศัลย์,สั่งล้าต้า,ต้นหน,คนสำคัญ,เองชวนกัน,สืบดู,ให้รู้ความ,เอาล่ามแขก,มลายู,ที่รู้พูด,จัดเป็นทูต,ปะใคร,ได้ไต่ถาม,จงคิดอ่าน,ไปแสวง,ให้แจ้งความ,จัดเอาตาม,คนดี,มีปัญญา
เอาล่ามแขก,มลายู,ที่รู้พูด,จัดเป็นทูต,ปะใคร,ได้ไต่ถาม,จงคิดอ่าน,ไปแสวง,ให้แจ้งความ,จัดเอาตาม,คนดี,มีปัญญา,ลงเรือน้อย,ลอยไป,ในนิเวศน์,ถิ่นประเทค,ที่สถิต,เมืองมิจฉา,ตีกระเชียง,เร่งให้,กันไคลคลา,เข้าที่ท่า,เมืองด่าน,ชานบุรี
พวกปากน้ำ,ให้ล่าม,ออกถามไต่,ทั้งนายไพร่,พวกที่มา,กะลาสี,จงแจ้งความ,ตามข้อ,คดีมี,ท่านมานี้,จะประสงค์,ที่ตรงไร,หรือจะมา,ค้าขาย,ทั้งนายบ่าว,จงบอกเล่า,ไปให้แจ้ง,แถลงไข,หรือจะมี,ราชการ,สถานใด,เร่งบอกไป,โดยคำ,อย่าอำความ
ฝ่ายพวกพล,คนใน,เภตราน้อย,พลางตอบถ้อย,แล้วก็เล่า,ตามเขาถาม,ข้าพลัดบ้าน,เมืองแปลก,เป็นแขกจาม,หวังจะข้าม,ฟากฝั่ง,ไปลังกา,เกิดพายุ,เรือแตก,ต้องแยกย้าย,ทั้งพลัดพราย,เผ่าพงศ์,พวกวงศา,ได้อาศัย,พระฝรั่ง,เมืองลังกา,เขาเอามา,ใช้เป็นล่าม,ได้สามปี
เกิดพายุ,เรือแตก,ต้องแยกย้าย,ทั้งพลัดพราย,เผ่าพงศ์,พวกวงศา,ได้อาศัย,พระฝรั่ง,เมืองลังกา,เขาเอามา,ใช้เป็นล่าม,ได้สามปี,เขาเที่ยวสอน,ศาสนา,เอามาด้วย,หวังจะช่วย,ดับทุกข์,ให้สุขี,เที่ยวไปทุก,พารา,เพราะปรานี,เอาความดี,สอนให้,ในสันดาน
เขาเที่ยวสอน,ศาสนา,เอามาด้วย,หวังจะช่วย,ดับทุกข์,ให้สุขี,เที่ยวไปทุก,พารา,เพราะปรานี,เอาความดี,สอนให้,ในสันดาน,แต่เที่ยวนี้,ขัดเสบียง,จะเลี้ยงไพร่,ท่านจึงใช้,ให้เที่ยวหา,ซึ่งอาหาร,มิใช่พวก,ทรชน,เป็นคนพาล,ขอนายด่าน,แจ้งคำ,ดั่งรำพัน
แต่เที่ยวนี้,ขัดเสบียง,จะเลี้ยงไพร่,ท่านจึงใช้,ให้เที่ยวหา,ซึ่งอาหาร,มิใช่พวก,ทรชน,เป็นคนพาล,ขอนายด่าน,แจ้งคำ,ดั่งรำพัน,ขุนเสนา,ว่ากระนั้น,ท่านอยู่นี่,เราจะมี,บอกเข้าไป,ไอศวรรย์,ให้กราบทูล,แต่พระองค์,ผู้ทรงธรรม์,จะผ่อนผัน,โปรดปราน,สถานใด
ขุนเสนา,ว่ากระนั้น,ท่านอยู่นี่,เราจะมี,บอกเข้าไป,ไอศวรรย์,ให้กราบทูล,แต่พระองค์,ผู้ทรงธรรม์,จะผ่อนผัน,โปรดปราน,สถานใด,แล้วสั่งให้,พวกเสมียน,เขียนหนังสือ,แล้วรีบถือ,เข้าไปแจ้ง,แถลงไข,แก่ขุนนาง,กรมท่า,เสนาใน,ให้ทูลไท,เจ้าแผ่นดิน,ปิ่นสกล
ให้คลี่บอก,ออกอ่าน,เป็นการร้อน,ขุนอักษร,จึ่งแจ้ง,แถลงไข,หนังสือบอก,นายด่าน,อันชาญชัย,จงทราบใต้,บาทา,ฝ่าธุลี,ว่าบัดนี้,แขกชวา,กับฝาหรั่ง,มายับยั้ง,อยู่นอกด่าน,ชานกรุงศรี,ว่ามาแต่,สิงหล,เป็นคนดี,รู้แผนที่,ต่างต่าง,ทั้งวิชา
