w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวเรื่อง,เมืองผลึก,ราชฐาน,ป้อมปราการ,เชิงเทิน,ล้วนเนินผา,ซุ้มทวาร,บานบัง,ใบเสมา,ล้วนศิลา,เลื่อมลาย,ดูพรายพราว,มีปราสาท,สูงเยี่ยม,ขึ้นเทียมเมฆ,อดิเรก,รุ่งฟ้า,เวหาหาว,นภศูล,แสงแก้ว,ดูแวววาว,ดังดวงดาว,เด่นกระจ่าง,อยู่กลางวัน
มีปราสาท,สูงเยี่ยม,ขึ้นเทียมเมฆ,อดิเรก,รุ่งฟ้า,เวหาหาว,นภศูล,แสงแก้ว,ดูแวววาว,ดังดวงดาว,เด่นกระจ่าง,อยู่กลางวัน,พระโรงธาร,ชานพัก,ตำหนักแก้ว,แต่ล้วนแล้ว,ด้วยมุกดา,ฝาผนัง,ทั้งเสื้อผ้า,เงินทอง,สิบสองคลัง,ก็มั่งคั่ง,ยิ่งกว่า,ทุกธานี
พระโรงธาร,ชานพัก,ตำหนักแก้ว,แต่ล้วนแล้ว,ด้วยมุกดา,ฝาผนัง,ทั้งเสื้อผ้า,เงินทอง,สิบสองคลัง,ก็มั่งคั่ง,ยิ่งกว่า,ทุกธานี,อันไพร่ฟ้า,ประชาชน,ออกล้นหลาม,นิคมคาม,ประเทศ,ล้วนเศรษฐี,ทั้งโหรา,พฤฒามาตย์,ราชกวี,ชาวบุรี,เริงรื่น,ทุกคืนวัน
อันไพร่ฟ้า,ประชาชน,ออกล้นหลาม,นิคมคาม,ประเทศ,ล้วนเศรษฐี,ทั้งโหรา,พฤฒามาตย์,ราชกวี,ชาวบุรี,เริงรื่น,ทุกคืนวัน,พระนามท้าว,เจ้าบุรินทร์,สิลราช,พระนางนาฏ,นามมิ่งมณ,ฑาสวรรค์,มีบุตรี,ศรีนลาฏ,ดังดวงจันทร์,ชื่อสุวรรณ,มาลี,นีรมล
พระนามท้าว,เจ้าบุรินทร์,สิลราช,พระนางนาฏ,นามมิ่งมณ,ฑาสวรรค์,มีบุตรี,ศรีนลาฏ,ดังดวงจันทร์,ชื่อสุวรรณ,มาลี,นีรมล,เจ้าลังกา,มาขอ,ให้โอรส,ได้กำหนด,นัดวิวาห์,สถาผล,ถึงเดือนเก้า,เขาจะแต่ง,การมงคล,แต่กุศล,สองไม่เคย,ได้เชยชม
ฝ่ายพระนุช,บุตรี,ศรีสวัสดิ์,จะกำจัด,ไปข้างคู่,เคยสู่สม,ปัจจุสมัย,ไก่ขัน,นางบรรทม,ฝันว่าได้,ไปชม,ชลาลัย,เห็นดวงแก้ว,แววสว่าง,อยู่กลางเกาะ,นางก็เหาะ,ลอยลิบ,ไปหยิบได้,สะดุ้งตื่น,ฟื้นกาย,สิหายไป,เสียน้ำใจ,จาบัลย์,ทุกวันคืน
เห็นดวงแก้ว,แววสว่าง,อยู่กลางเกาะ,นางก็เหาะ,ลอยลิบ,ไปหยิบได้,สะดุ้งตื่น,ฟื้นกาย,สิหายไป,เสียน้ำใจ,จาบัลย์,ทุกวันคืน,ไม่แต่งองค์,สรงเสวย,เลยไสยาสน์,หวังสวาท,จินดา,ไม่ฝ่าฝืน,คิดถึงฝัน,กลั้นโศก,ก็สุดกลืน,ซบสะอื้น,อาวรณ์,ร้อนฤทัย
กรุงกษัตริย์,ตรัสสั่ง,พี่เลี้ยงว่า,กูจะพา,ไปให้ชม,สมประสงค์,เองกลับไป,เล้าโลม,นางโฉมยง,ให้แต่องค์,สรงน้ำ,ให้สำราญ,แล้วลีลา,มายัง,บัลลังก์โถง,ท้องพระโรง,รจนา,มุกดาหาร,แสนเสนา,ข้าบาท,ราชการ,ก็หมอบกราน,กราบก้ม,บังคมคัล
โหรารับ,จับยาม,ตามโฉลก,อุษาโยค,ยามจันทร์,เจ็ดชั้นฉาย,ลงกระดาน,หารคูณ,แล้วทูลทาย,ดีกับร้าย,ราวครึ่ง,พอกึ่งกัน,ฝันว่าได้,ไปทะเล,เที่ยวเร่ร่อน,จำจะจร,จากไกล,ไอศวรรย์,แล้วขึ้นเกาะ,เหาะเหิน,เจริญครัน,จะลือลั่น,โลกา,ทั้งธานี
ฝันว่าได้,ไปทะเล,เที่ยวเร่ร่อน,จำจะจร,จากไกล,ไอศวรรย์,แล้วขึ้นเกาะ,เหาะเหิน,เจริญครัน,จะลือลั่น,โลกา,ทั้งธานี,ซึ่งชูช่วง,ดวงแก้ว,แววสว่าง,คือคู่สร้าง,พระธิดา,มารศรี,จะได้ชม,สมสอง,ครองบุรี,เป็นโมลี,โลกา,สถาพร
