w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายคนใช้,ขึ้นไปแจ้ง,แถลงเล่า,ตามเรื่องราว,ที่ได้ไป,สืบไต่ถาม,บาทหลวงได้,รู้แจ้ง,แสดงความ,ก็สมตาม,คิดไว้,เห็นได้การ,แล้วอ้ายแขก,พ่อตา,มันมาด้วย,จะได้ช่วย,การศึก,ให้ฮึกหาญ,แล้วสั่งให้,ต้นหน,พวกคนงาน,ให้ตั้งกว้าน,ถอนสมอ,ขันช่อใบ
แล้วอ้ายแขก,พ่อตา,มันมาด้วย,จะได้ช่วย,การศึก,ให้ฮึกหาญ,แล้วสั่งให้,ต้นหน,พวกคนงาน,ให้ตั้งกว้าน,ถอนสมอ,ขันช่อใบ,ออกกำปั่น,แต่บรรดา,โยธาทัพ,ออกคั่งคับ,ตามกัน,เสียงหวั่นไหว,พอลมคล่อง,ต้องสาย,ระบายใบ,ก็แล่นไป,จากเกาะ,จำเพาะทาง
ออกกำปั่น,แต่บรรดา,โยธาทัพ,ออกคั่งคับ,ตามกัน,เสียงหวั่นไหว,พอลมคล่อง,ต้องสาย,ระบายใบ,ก็แล่นไป,จากเกาะ,จำเพาะทาง,ข้างสมุทร,รุดผ่าน,ชลาสินธุ์,ลมก็กิน,ใบจัด,ไม่ขัดขวาง,พอวันครึ่ง,ถึงเขต,ประเทศทาง,ถนนขวาง,ชายฝั่ง,เกาะลังกา
ข้างสมุทร,รุดผ่าน,ชลาสินธุ์,ลมก็กิน,ใบจัด,ไม่ขัดขวาง,พอวันครึ่ง,ถึงเขต,ประเทศทาง,ถนนขวาง,ชายฝั่ง,เกาะลังกา,เห็นกำปั่น,จอดราย,ชายสมุทร,แกให้หยุด,ชักธง,ส่งภาษา,ว่ามาดี,ด้วยกัน,อย่าฉันทา,เรือชวา,ชักรับ,คำนับกัน
บาทหลวงยิ้ม,อิ่มเอม,เปรมในจิต,ว่ากูคิด,ครั้งนี้,ดีขยัน,จะได้ช่วย,รุกรบ,สมทบกัน,เอาให้มัน,ลือกู,ผู้อาจารย์,ขอเดชะ,พระเยซู,มาชูช่วย,ให้รื่นรวย,ในสม,บัติพัสถาน,พอเรือใกล้,ถึงกัน,มิทันนาน,พวกทหาร,เทวสินธุ์,นรินทร
ขอเดชะ,พระเยซู,มาชูช่วย,ให้รื่นรวย,ในสม,บัติพัสถาน,พอเรือใกล้,ถึงกัน,มิทันนาน,พวกทหาร,เทวสินธุ์,นรินทร,จึ่งร้องว่า,เรือใคร,ที่ไหนเล่า,อย่าเคียงเข้า,ชายตลิ่ง,ริมสิงขร,จงหยุดยั้ง,ฟังเราว่า,อย่าอาวรณ์,คิดผันผ่อน,หลีกไป,ให้ไกลกัน
จึ่งร้องว่า,เรือใคร,ที่ไหนเล่า,อย่าเคียงเข้า,ชายตลิ่ง,ริมสิงขร,จงหยุดยั้ง,ฟังเราว่า,อย่าอาวรณ์,คิดผันผ่อน,หลีกไป,ให้ไกลกัน,บาทหลวงฟัง,ร้องว่า,ใช่ข้าศึก,จงตรองตรึก,บอกนาย,ให้ผายผัน,อันเรือกู,ผู้เป็นพระ,มาปะกัน,อย่าดุดัน,ดอกไม่ใช่,พวกไพรี
พวกเรือใช้,ไปรับ,สังฆราช,พอภาณุ,มาศเย็นพลับ,ลงลับเขา,บาทหลวงสั่ง,แต่บรรดา,โยธาเรา,ให้อยู่เฝ้า,คอยประจำ,ทุกลำเรือ,กูจะไป,กับเขา,หาท้าวแขก,เอาเรือแยก,ถอยไปไว้,ข้างฝ่ายเหนือ,แกสั่งเสร็จ,รีบตรง,ไปลงเรือ,แล่นไปเหนือ,น้ำพลัน,ด้วยทันที
แล้วไต่ถาม,ท้าวรายา,ชวาแขก,เมื่อเริ่มแรก,มากี่ลำ,จากน้ำเขียว,ค่อยมีสุข,ทุกสิ่ง,จริงจริงเจียว,หรือเปล่าเปลี่ยว,วิญญาณ์,เอกากาย,ท้าวชวา,ว่าเมื่อมา,จากถิ่นฐาน,ก็สำราญ,โดยนิยม,พอสมหมาย,ทั้งทุกข์โศก,โรคภัย,ไม่ใกล้กราย,มาสบาย,มีลาภ,กำราบไทย
ท้าวชวา,ว่าเมื่อมา,จากถิ่นฐาน,ก็สำราญ,โดยนิยม,พอสมหมาย,ทั้งทุกข์โศก,โรคภัย,ไม่ใกล้กราย,มาสบาย,มีลาภ,กำราบไทย,ปะปีศาจ,ท้าวละมาน,นั้นหาญฮึก,ทำพิลึก,โกลา,สุธาไหว,แต่งเครื่องเซ่น,ตามระบอบ,ที่ชอบใจ,มันบอกให้,จินดา,ค่าบุรินทร์
ปะปีศาจ,ท้าวละมาน,นั้นหาญฮึก,ทำพิลึก,โกลา,สุธาไหว,แต่งเครื่องเซ่น,ตามระบอบ,ที่ชอบใจ,มันบอกให้,จินดา,ค่าบุรินทร์,ให้พวกเรา,ไปเจาะ,จำเพาะหลุด,เกาะก็ทรุด,ไหวขย้อน,ทุกก้อนหิน,ถึงมืดมัว,ทั่วจังหวัด,ปัถพิน,ก็เห็นสิ้น,ใสสว่าง,ดั่งกลางวัน
ให้พวกเรา,ไปเจาะ,จำเพาะหลุด,เกาะก็ทรุด,ไหวขย้อน,ทุกก้อนหิน,ถึงมืดมัว,ทั่วจังหวัด,ปัถพิน,ก็เห็นสิ้น,ใสสว่าง,ดั่งกลางวัน,คุ้มศัตรู,หมู่สัตว์,ไม่ทำร้าย,แสนสบาย,ปรีดิ์เปรม,เกษมสันต์,แล้วจึ่งหยิบ,จินดา,ออกมาพลัน,ส่งให้ท่าน,สังฆราช,ฉลาดดู
บาทหลวงเฒ่า,เจ้าเล่ห์,อยากจะได้,จึ่งปราศรัย,วิงวอน,ให้อ่อนหู,เองเอาไว้,ไม่ดี,มีศัตรู,เอาให้กู,เก็บไว้,จึงได้การ,อยู่กับเอง,ไม่ดี,จะมีโทษ,เสียประโยชน์,มากมาย,หลายสถาน,แต่ของเกิด,ในสิงหล,ไม่ทนทาน,ยังเกิดการ,ให้วิบัติ,กำจัดไกล
อยู่กับเอง,ไม่ดี,จะมีโทษ,เสียประโยชน์,มากมาย,หลายสถาน,แต่ของเกิด,ในสิงหล,ไม่ทนทาน,ยังเกิดการ,ให้วิบัติ,กำจัดไกล,ตกไปอยู่,พารา,การะเวก,เป็นของเอก,แดงก่ำ,ทั้งน้ำใส,ยังมีผู้,รู้หลัก,ลักเอาไป,จนต้องให้,พ่อมึงคิด,ไปติดตาม
ตกไปอยู่,พารา,การะเวก,เป็นของเอก,แดงก่ำ,ทั้งน้ำใส,ยังมีผู้,รู้หลัก,ลักเอาไป,จนต้องให้,พ่อมึงคิด,ไปติดตาม,จนเกิดรบ,เกิดพุ่ง,กันยุ่งยิ่ง,เพราะของสิ่ง,นี้มันยาก,เป็นขวากหนาม,จงให้กู,เก็บไว้เถิด,ไม่เกิดความ,จึ่งต้องตาม,เยี่ยงอย่าง,ทางบุราณ
ฝ่ายเทวสินธุ์,ยินคำ,ที่ร่ำกล่าว,ปรึกษาท้าว,รายา,เหมือนว่าขาน,บาทหลวงพูด,เพทุบาย,หลายประการ,จะคิดอ่าน,เอามาครอง,เป็นของตัว,แล้วจึ่งว่า,ฮ้าเฮ้ย,ออท้าวแขก,เป็นของแปลก,มึงจะใส่,ไว้ในหัว,แม้นมีทรัพย์,รับรอง,ก็หมองมัว,จะดีชั่ว,ยังไม่แจ้ง,แห่งตระกูล
แล้วจึ่งว่า,ฮ้าเฮ้ย,ออท้าวแขก,เป็นของแปลก,มึงจะใส่,ไว้ในหัว,แม้นมีทรัพย์,รับรอง,ก็หมองมัว,จะดีชั่ว,ยังไม่แจ้ง,แห่งตระกูล,จำจะต้อง,ลองดู,เมื่อสู้ศึก,แม้นสมนึก,ก็จะได้,ทั้งไอศูรย์,จึงเสแส,รังแกล้งกล่าว,เป็นเค้ามูล,ให้เพิ่มพูน,ทางอุบาย,ให้ตายใจ
ว่าตัวกู,ผู้เป็น,พระสังฆราช,ให้วิวาท,รบพุ่ง,ชาวกรุงศรี,ก็กลับมา,ถึงพลัน,ด้วยทันที,พร้อมกันที่,ฝั่งชลา,มาประชุม,จะคิดอ่าน,การรบ,สมทบทัพ,มาตั้งรับ,ตามทำนอง,คิดซ่องสุม,ดึกสงัด,จะเข้าไป,ในชุมนุม,ได้ประชุม,คิดอ่าน,การสงคราม
จะคิดอ่าน,การรบ,สมทบทัพ,มาตั้งรับ,ตามทำนอง,คิดซ่องสุม,ดึกสงัด,จะเข้าไป,ในชุมนุม,ได้ประชุม,คิดอ่าน,การสงคราม,สามกษัตริย์,ให้เสมียน,เขียนอักษร,คำสุนทร,เข้าประมูล,ให้ทูลถาม,ครั้นเสร็จสรรพ,ส่งให้ไป,เป็นใจความ,สั่งให้ล่าม,รีบไป,ดั่งใจปอง
สามกษัตริย์,ให้เสมียน,เขียนอักษร,คำสุนทร,เข้าประมูล,ให้ทูลถาม,ครั้นเสร็จสรรพ,ส่งให้ไป,เป็นใจความ,สั่งให้ล่าม,รีบไป,ดั่งใจปอง,ครั้นถึงองค์,มังคลา,นราราช,บังคมบาท,แล้วประมูล,ทูลฉลอง,ถวายสาร,โดยกิจ,ดั่งจิตปอง,พระรับรอง,ทรงอ่าน,สารแสดง
หนังสือพระ,เทวสินธุ์,นรินทร์ราช,บังคมบาท,ขอประมูล,ทูลแถลง,ให้ทราบซึ่ง,ข้อคดี,ที่ชี้แจง,ดั่งแสดง,โดยฉบับ,มากราบทูล,ว่าสังฆ,ราชแม่ทัพ,กลับมาแล้ว,จงผ่องแผ้ว,ตรึกไตร,เอาไอศูรย์,จะพากัน,ขึ้นไปเฝ้า,แจ้งเค้ามูล,เหมือนอย่างทูล,จะโปรดปราน,สถานใด
พอจบสาร,พระจึ่งว่า,กับข้าเฝ้า,ท่านจงเอา,ราชสาร,ไปขานไข,แก่บุตรา,อาจารย์,อันชาญชัย,เราจะไป,เภตรา,ปรึกษาการ,ดึกสงัด,จัดเรือ,เข้ามารับ,แล้วจะ,กลับคืนมา,เหมือนว่าขาน,เสนารับ,กลับไป,มิได้นาน,เข้าแจ้งการ,กับท่านครู,ให้รู้ความ
ดึกสงัด,จัดเรือ,เข้ามารับ,แล้วจะ,กลับคืนมา,เหมือนว่าขาน,เสนารับ,กลับไป,มิได้นาน,เข้าแจ้งการ,กับท่านครู,ให้รู้ความ,บาทหลวงว่า,กูวิตก,จำปกปิด,จะได้คิด,รบรับ,ทัพสยาม,แกสั่งให้,ไปคอย,แต่สองยาม,จงปราบปราม,ข้าไทย,อย่าให้อึง
ฝ่ายองค์พระ,มังคลา,นราราช,คะเนคาด,เภตรา,คงมาถึง,จึ่งจัดแจง,แต่งองค์,ทรงรำพึง,ไม่อื้ออึง,ออกจากค่าย,ชายทะเล,จึ่งเชิญท้าว,โกสัย,ให้ไปด้วย,จะได้ช่วย,ผ่อนผัน,คิดหันเห,ทั้งสององค์,ลงไป,ชายทะเล,พอเห็นเภ,ตราทอด,มาจอดคอย
จึ่งเชิญท้าว,โกสัย,ให้ไปด้วย,จะได้ช่วย,ผ่อนผัน,คิดหันเห,ทั้งสององค์,ลงไป,ชายทะเล,พอเห็นเภ,ตราทอด,มาจอดคอย,พระเยื้องย่าง,พลางเสด็จ,ลงเรือช่วง,ให้รีบล่วง,เร็วไว,คนใช้สอย,ตีกรรเชียง,ลงให้หนัก,ครูจักคอย,ก็ล่องลอย,ถึงกำปั่น,มิทันนาน
พระเยื้องย่าง,พลางเสด็จ,ลงเรือช่วง,ให้รีบล่วง,เร็วไว,คนใช้สอย,ตีกรรเชียง,ลงให้หนัก,ครูจักคอย,ก็ล่องลอย,ถึงกำปั่น,มิทันนาน,บาทหลวงเดิน,มารับ,จับพระหัตถ์,หน่อกษัตริย์,คำนับ,รับประสาน,มาพร้อมพรั่ง,ทั้งสาม,พระกุมาร,ท่านอาจารย์,สองท้าว,เจ้าพ่อตา
บาทหลวงเดิน,มารับ,จับพระหัตถ์,หน่อกษัตริย์,คำนับ,รับประสาน,มาพร้อมพรั่ง,ทั้งสาม,พระกุมาร,ท่านอาจารย์,สองท้าว,เจ้าพ่อตา,ต่างคำนับ,นอบน้อม,หร้อมสะพรั่ง,ยกโต๊ะตั้ง,เลี้ยงกัน,ต่างหรรษา,ครั้นสรรพเสร็จ,เจ็ดคน,สนทนา,ต่างปรึกษา,ที่ในการ,จะราญรอน
บาทหลวงว่า,ฮ้าเฮ้ย,ทั้งสองท้าว,เองก็เจ้า,จักรพาล,ชาญสมร,จะมาช่วย,เขยขวัญ,คิดราญรอน,ตีนคร,ลังกา,พาราคืน,เองคิดเห็น,เปนไฉน,อย่างไรมั่ง,จะขอฟัง,ลิ้นลม,ไม่ข่มขืน,ดูปัญญา,ว่าให้ฟัง,ใครยั่งยืน,เอาเป็นพื้น,แบบฉบับ,ตำหรับครู
แกจดหมาย,ถ้อยคำ,เป็นความชอบ,ตามระบอบ,ที่แสดง,แถลงไข,ได้เห็นกัน,ยามนี้,กูดีใจ,ออโกสัย,นี้หนอ,ก็พ่อตา,อันการศึก,ครั้งนี้,ก็ที่สุด,จะช่วยบุตร,เขยได้,อย่างไรหวา,เองจะคิด,ผ่อนผัน,ด้วยปัญญา,จะตรึกตรา,เป็นไฉน,จึ่งได้การ
ท้าวโกสัย,สุริย์วงศ์,ดำรงยศ,น้อมประณต,สังฆราช,ด้วยอาจหาญ,ว่าข้าแต่,บาทบงสุ์,องค์อาจารย์,จะให้สาร,ไปให้ทั่ว,ทุกตัวคน,แต่บรรดา,ที่สมัคร,เพื่อนรักใคร่,จะบอกให้,มาประจบ,รบสิงหล,อีกหัวเมือง,น้อยใหญ่,และไพร่พล,ช่วยประจญ,รบรับ,กองทัพไทย
