w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ประโรหิต,โหรา,เข้ามาพร้อม,คอยพระจอม,ขัตติวงศ์,สรงกระสินธุ์,ทั้งแตรสังข์,กังสดาล,ประสานพิณ,มาเตรียมสิ้น,กาหล,แลดนตรี,นางสำหรับ,ขับขาน,ประสานเสียง,เครื่องจำเรียง,ปี่อ้อ,แลซอสี,พวกสำหรับ,ขับไม้,มโหรี,มาพร้อมที่,พระปรัศว์,ชัชวาล
นางสำหรับ,ขับขาน,ประสานเสียง,เครื่องจำเรียง,ปี่อ้อ,แลซอสี,พวกสำหรับ,ขับไม้,มโหรี,มาพร้อมที่,พระปรัศว์,ชัชวาล,บายศรีเงิน,ทองแก้ว,ดูแวววับ,สามสำรับ,พานทอง,ใส่ของหวาน,แว่นวิเชียร,เทียนทอง,ของตระการ,ปักบนพาน,ทองเคียง,ไว้เรียงราย
บายศรีเงิน,ทองแก้ว,ดูแวววับ,สามสำรับ,พานทอง,ใส่ของหวาน,แว่นวิเชียร,เทียนทอง,ของตระการ,ปักบนพาน,ทองเคียง,ไว้เรียงราย,ขวดกระแจะ,จวงจันทน์,กลั่นเกสร,มะพร้าวอ่อน,จัดแจง,แต่งถวาย,เครื่องเฉลิม,เจิมขวัญ,สุพรรณพราย,เอาจัดราย,เรียงตั้ง,บัลลังก์ทอง
ฝ่ายกษัตริย์,หัสกัน,ถึงวันฤกษ์,พระทัยเบิก,เปรมปรีดิ์,ไม่มีหมอง,ออกพระแท่น,บุษบก,กระหนกทอง,ประโคมกลอง,แตรฝรั่ง,กังสดาล,ประโรหิต,โหรา,พฤฒาเฒ่า,ต่างก้มเกล้า,เชิญพระองค์,สรงสนาน,ขึ้นพระแท่น,อุทุมพร,เหมือนก่อนกาล,พนักงาน,ถวายผ้า,ภูษาทรง
พระเสร็จจาก,แท่นสรง,แล้วทรงเครื่อง,อร่ามเรือง,สารพัด,ล้วนจัดสรร,ทรงยกแย่ง,พื้นม่วง,ดวงสุวรรณ,เข็มขัดมั่น,ฝังจินดา,ค่าบุรินทร์,สนับเพลา,เชิงงอน,อ่อนระยับ,พลอยสลับ,เพราเพริศ,ดูเฉิดฉิน,เจียระบาด,คาดทับ,ประดับนิล,ชายแครงจิน,ดาราย,ลายสุวรรณ
สนับเพลา,เชิงงอน,อ่อนระยับ,พลอยสลับ,เพราเพริศ,ดูเฉิดฉิน,เจียระบาด,คาดทับ,ประดับนิล,ชายแครงจิน,ดาราย,ลายสุวรรณ,ฉลององค์,ดาดแดง,แสงระยับ,ตาบทิศทับ,สะอิ้งพราย,สายกระสัน,สังวาลพราหมณ์,สามสาย,ดูพรายพรรณ,เฟื่องกุดั่น,ใสสุก,ฝังมุกดา
ฉลององค์,ดาดแดง,แสงระยับ,ตาบทิศทับ,สะอิ้งพราย,สายกระสัน,สังวาลพราหมณ์,สามสาย,ดูพรายพรรณ,เฟื่องกุดั่น,ใสสุก,ฝังมุกดา,ทับทรวงเม็ด,เพชรรัตน์,จำรัสศรี,น้ำมณี,ราวกับดาว,วาวเวหา,ธำมรงค์,เรือนมณี,ศรีโสภา,ทรงมหา,มงกุฎ,บุษย์น้ำทอง
ฝ่ายองค์พระ,ชนนี,นางกษัตริย์,พลางจูงหัตถ์,ลูกน้อย,เสน่หา,ออกจากม่าน,พาเดิน,ดำเนินมา,ขึ้นมหา,แท่นรัตน์,กับหัสกัน,ให้นั่งเหนือ,กองแก้ว,มณีโชติ,นางปราโมทย์,ปรีดิ์เปรม,เกษมสันต์,ให้สององค์,ลูกน้อย,เกี่ยวก้อยกัน,บนสุวรรณ,เรืองรอง,ทองอุไร
ให้นั่งเหนือ,กองแก้ว,มณีโชติ,นางปราโมทย์,ปรีดิ์เปรม,เกษมสันต์,ให้สององค์,ลูกน้อย,เกี่ยวก้อยกัน,บนสุวรรณ,เรืองรอง,ทองอุไร,ประโรหิต,จุดเทียน,แล้วเวียนแว่น,พลูคะแนน,นับที่,คัมภีร์ไสย,มโหระทึก,กึกก้อง,ลั่นฆ้องชัย,ปี่ไฉน,เป่าดัง,ก้องกังวาน
ประโรหิต,จุดเทียน,แล้วเวียนแว่น,พลูคะแนน,นับที่,คัมภีร์ไสย,มโหระทึก,กึกก้อง,ลั่นฆ้องชัย,ปี่ไฉน,เป่าดัง,ก้องกังวาน,ตั้งแตรสังข์,พิณพาทย์,ระนาดฆ้อง,ประสานซ้อง,สำเนียง,ส่งเสียงหวาน,พวกขับไม้,มโหรี,ที่ชำนาญ,บรรเลงลาน,ซอสี,ปี่ชวา
