w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พอเดือนยี่,มีผู้ถือ,หนังสือบอก,ชาวด่านนอก,นครา,พนาสัณฑ์,ทั้งเหนือใต้,ฝ่ายปัจจิม,มาพร้อมกัน,บังคมคัล,ทูลท้าว,เจ้าพารา,ว่าบัดนี้,ท้าวอุเทน,เกณฑ์ทหาร,เป็นสามด้าน,ข้าศึก,ฮึกหนักหนา,พวกนายด่าน,บ้านนอก,บอกเข้ามา,แล้ววันทา,ทูลแถลง,แจ้งคดี
ว่าบัดนี้,ท้าวอุเทน,เกณฑ์ทหาร,เป็นสามด้าน,ข้าศึก,ฮึกหนักหนา,พวกนายด่าน,บ้านนอก,บอกเข้ามา,แล้ววันทา,ทูลแถลง,แจ้งคดี,หนังสือบอก,ปากน้ำ,ว่ากำปั่น,สักห้าพัน,พลชวา,กะลาสี,มาทอดสู้,อยู่ตรงท่า,หน้าธานี,ห่างสักสี่,สิบเส้น,พอเห็นกัน
หนังสือบอก,ปากน้ำ,ว่ากำปั่น,สักห้าพัน,พลชวา,กะลาสี,มาทอดสู้,อยู่ตรงท่า,หน้าธานี,ห่างสักสี่,สิบเส้น,พอเห็นกัน,ข้างฝ่ายเหนือ,บอกว่า,ปัจจามิตร,พวกฝรั่ง,อังกฤษกับ,มักกะสัน,ล้วนขี่ม้า,ห้าหมื่น,พื้นฉกรรจ์,เข้าบุกบั่น,ตีบ้าน,ด่านดงมา
ข้างฝ่ายเหนือ,บอกว่า,ปัจจามิตร,พวกฝรั่ง,อังกฤษกับ,มักกะสัน,ล้วนขี่ม้า,ห้าหมื่น,พื้นฉกรรจ์,เข้าบุกบั่น,ตีบ้าน,ด่านดงมา,อันโยธา,มาทาง,ตะวันตก,กระบวนบก,แบกพื้น,ล้วนปืนผา,มลายู,สุระตัน,วิลันดา,ตีเข้ามา,ในด่าน,ชานบุรี
เป็นสามทัพ,เกณฑ์กอง,ละสองหมื่น,ให้ถือปืน,ถ้วนทั่ว,ทุกตัวไพร่,ไปรบรับ,ทัพแขก,ให้แตกไป,อย่าให้ไพ,รีรุก,บุกเข้ามา,ที่ปากน้ำ,สำคัญ,อยู่แห่งหนึ่ง,เอาโซ่ขึง,ค่ายคู,ดูรักษา,ให้ลากปืน,ป้อมฝรั่ง,ขึ้นจังกา,คอยยิงข้า,ศึกให้,บรรลัยลาญ
ที่ปากน้ำ,สำคัญ,อยู่แห่งหนึ่ง,เอาโซ่ขึง,ค่ายคู,ดูรักษา,ให้ลากปืน,ป้อมฝรั่ง,ขึ้นจังกา,คอยยิงข้า,ศึกให้,บรรลัยลาญ,แล้วเกณฑ์ไพร่,ในเมือง,ขึ้นหน้าที่,พวกมนตรี,ตรวจตรา,โยธาหาญ,ตำแหน่งไหน,ใครขาด,ราชการ,กูจะผลาญ,ชีวัน,ให้บรรลัย
เสนารับ,อภิวาท,กรุงกษัตริย์,มาเร่งรัด,เรียกกัน,เสียงหวั่นไหว,ครั้นพร้อมเสร็จ,ยกทัพ,ขับกันไป,คอยชิงชัย,ชาวชวา,มลายู,พวกรักษา,หน้าที่,สักสี่หมื่น,ประจุปืน,น้อยใหญ่,ใส่ดินหู,บ้างขึ้นป้อม,ล้อมวัง,นั่งประตู,มิให้ผู้,คนเข้าละ,เล้าละลุม
โอ้ลูกน้อย,กลอยจิต,เจ้าแม่เอ๋ย,กรรมเจ้าเคย,สมสร้าง,แต่ปางไหน,กษัตริย์อื่น,หมื่นแสน,ทุกแดนไตร,มาขอเจ้า,ท้าวก็ไม่,เป็นไมตรี,ทำจนให้,อ้ายแขก,ที่แปลกชาติ,มามุ่งมาด,หมายประโลม,แม่โฉมศรี,ไม่ให้ปัน,มันมา,จะราวี,ชาวบุรี,ร้อนใจ,ดังไฟกาฬ
ทำจนให้,อ้ายแขก,ที่แปลกชาติ,มามุ่งมาด,หมายประโลม,แม่โฉมศรี,ไม่ให้ปัน,มันมา,จะราวี,ชาวบุรี,ร้อนใจ,ดังไฟกาฬ,แม่กลัวพระ,บิตุรงค์,จะส่งเจ้า,ไปให้เขา,ต่างประเทศ,เขตสถาน,เช่นนั้นแน่,แม่หมาย,จะวายปราณ,แต่สงสาร,สายใจ,จะไกลกัน
คิดคะนึง,ถึงพราหมณ์,ทรามสวาท,ใจจะขาด,เสียด้วยคิด,พิสมัย,ได้ตอบสาร,การรัก,ประจักษ์ใจ,จะจำไกล,เนตรน้อง,เพราะกองกรรม,พอรู้ข่าว,ข้าศึก,จะนึกพรั่น,เพราะหมายมั่น,ไม่มีที่,อุปถัมภ์,จะหนีไป,ไม่สั่ง,มั่งสักคำ,หรือจะจำ,คิดอ่าน,ประการใด
