w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระจอม,ธิบดินทร์,นรินทร์รัตน์,โองการตรัส,ให้อาลักษณ์,แต่งอักษร,ไปทูลองค์,พระเจ้าอา,ดั่งอาวรณ์,ขอภูธร,เมตตา,ได้ปรานี,จะขอน้อง,ราเมศ,มาไว้ด้วย,จะได้ช่วย,บำรุง,ซึ่งกรุงศรี,พอเป็นเพื่อน,ชีวา,อยู่ธานี,ขอภูมี,โปรดปราน,ประทานมา
จะขอน้อง,ราเมศ,มาไว้ด้วย,จะได้ช่วย,บำรุง,ซึ่งกรุงศรี,พอเป็นเพื่อน,ชีวา,อยู่ธานี,ขอภูมี,โปรดปราน,ประทานมา,อาลักษณ์เขียน,เรื่องสาร,ลงลานเสร็จ,พระสั่งเจ็ด,เสนี,มียศถา,ให้รีบรัด,จัดกัน,ลงเภตรา,ไปพารา,กำพลเพชร,ให้เสร็จการ
อาลักษณ์เขียน,เรื่องสาร,ลงลานเสร็จ,พระสั่งเจ็ด,เสนี,มียศถา,ให้รีบรัด,จัดกัน,ลงเภตรา,ไปพารา,กำพลเพชร,ให้เสร็จการ,ขุนเสนี,รับสาร,ไปกำปั่น,ต่างเร่งกัน,ต้นหน,พลทหาร,ออกแล่นล่อง,ไปในท้อง,นทีธาร,ลมบันดาล,พัดพา,ให้คลาไคล
ขุนเสนี,รับสาร,ไปกำปั่น,ต่างเร่งกัน,ต้นหน,พลทหาร,ออกแล่นล่อง,ไปในท้อง,นทีธาร,ลมบันดาล,พัดพา,ให้คลาไคล,สิบแปดวัน,บรรลุ,กำพลเพชร,เสนาเจ็ด,ขึ้นไปแจ้ง,แถลงไข,กับขุนด่าน,ธารท่า,ชลาลัย,รีบขึ้นไป,ทูลองค์,พระทรงธรรม์
พระทรงฟัง,ยินดี,แล้วมิช้า,ให้ขุนอา,ลักษณ์กวี,เร่งคลี่สาร,แถลงเรื่อง,คำไข,ที่ในลาน,ศุภสาร,ศรีสวัสดิ์,พระนัดดา,ขอบังคม,สมเด็จ,พระทรงภพ,อันเลิศลบ,ธิบดินทร์,ปิ่นมหา,กำพลเพชร,ปิ่นเกล้า,พระเจ้าอา,ให้ทราบฝ่า,บาทบงสุ์,พระทรงธรรม์
ฝ่ายทรงฤทธิ์,บิดาปรี,ชาเฉลิม,ก็พูนเพิ่ม,ปรีดิ์เปรม,เกษมสรวล,แม้นมิไป,ช่วยพี่,ก็มิควร,ตามกระบวน,รักใคร่,เป็นไมตรี,แล้วพระองค์,ทรงสั่ง,ให้จัดสรร,พวกกำนัล,กับเหล่านาง,สาวศรี,ทั้งเครื่องใช้,ต่างต่าง,ที่อย่างดี,ทั้งมนตรี,เหล่าทหาร,ชาญณรงค์
แล้วพระองค์,ทรงสั่ง,ให้จัดสรร,พวกกำนัล,กับเหล่านาง,สาวศรี,ทั้งเครื่องใช้,ต่างต่าง,ที่อย่างดี,ทั้งมนตรี,เหล่าทหาร,ชาญณรงค์,กับเครื่องต้น,ตามอย่าง,ทั้งพระแสง,เธอจัดแจง,ของดี,ที่ประสงค์,กับนารี,รูปร่าง,สำอางองค์,ร้อยอนงค์,กับกำนัล,กัลยา
เจ้าราเม,ศน้องชาย,ไปไว้ด้วย,พอชูช่วย,รักษาวัง,ดังถวิล,เป็นเพื่อนกัน,พี่น้อง,ครองแผ่นดิน,พระภูมินทร์,จะโปรดปราน,สถานใด,พอทำสาร,เสร็จให้,ใช้กำปั่น,ไปให้ทัน,ข้ามมหา,ชลาไหล,เสนารับ,สั่งพลัน,ในทันใด,ก็รีบใช้,ใบมา,ในสาคร
พอทำสาร,เสร็จให้,ใช้กำปั่น,ไปให้ทัน,ข้ามมหา,ชลาไหล,เสนารับ,สั่งพลัน,ในทันใด,ก็รีบใช้,ใบมา,ในสาคร,ขอตัดความ,วารินกระ,สินธุ์สมุทร,ไม่ยั้งหยุด,ถึงลังกา,หน้าสิงขร,ขึ้นหาพวก,ขุนด่าน,ชานนคร,เป็นการร้อน,ถือสารา,มาบังคม
ขอตัดความ,วารินกระ,สินธุ์สมุทร,ไม่ยั้งหยุด,ถึงลังกา,หน้าสิงขร,ขึ้นหาพวก,ขุนด่าน,ชานนคร,เป็นการร้อน,ถือสารา,มาบังคม,ขุนด่านแจ้ง,บอกเข้าไป,ในนิเวศน์,ให้ทราบเหตุ,เหมือนทุกครั้ง,อย่างประถม,พอเสร็จออก,ข้าเฝ้า,เข้าบังคม,พระบรม,กษัตริย์,ขัตติยา
