w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
แล้วแต่งสาร,การศพ,สวรรคต,ตามกำหนด,จดวัน,ชันษา,ให้เสนี,ที่ชำนาญ,การพูดจา,ไปลังกา,ทูลสนอง,ทั้งสององค์,เสนาใน,ได้หนังสือ,ถือรับสั่ง,ลงที่นั่ง,กำปั่น,สุวรรณหงส์,พร้อมต้นหน,คนประจำ,เป็นลำทรง,ออกอ่าวตรง,ข้ามฝั่ง,ไปลังกา
แจกเงินทอง,ของประทาน,วงศ์วานพร้อม,ทั้งเตี้ยค่อม,ข้าหลวง,ทั้งปวงหมด,แล้วอวยชัย,ให้พระองค์,ซึ่งทรงพรต,เป็นดาบส,บวชจำเริญ,อยู่เนิ่นนาน,แล้วเข้าที่,ตีสาม,ยามสงัด,ตื่นบรรทม,ประนมหัตถ์,อธิษฐาน,พอนาที,ตีสิบเอ็ด,สำเร็จการ,พระนิพพาน,นิ่งสนิท,เหมือนนิทรา
ฝ่ายหน่อนาถ,ราธนา,พระดาบส,ขึ้นทรงรถ,เนาวรัตน์,ประภัสสร,เข้าดงเดิน,เนินผา,พนาดร,ประทับรอน,แรมทาง,มากลางดง,ไม่เข้าวัง,ลังกา,ไปท่าน้ำ,แล้วลงลำ,กำปั่น,สุวรรณหงส์,ออกร่องน้ำ,ท่ามกลาง,ตัดทางตรง,พอพลบลง,ลมแดง,ดั่งแสงเพลิง
ไม่เข้าวัง,ลังกา,ไปท่าน้ำ,แล้วลงลำ,กำปั่น,สุวรรณหงส์,ออกร่องน้ำ,ท่ามกลาง,ตัดทางตรง,พอพลบลง,ลมแดง,ดั่งแสงเพลิง,ดูมืดกลุ้ม,คลุ้มคลื่น,เสียงครืนครั่น,โดนกำปั่น,หันระเหิด,เตลิดเหลิง,ใบขาดแตก,แฉกฉีก,เป็นปีกเปิง,น้ำเข้าเจิ่ง,ดาดฟ้า,คงคาเค็ม
ดูมืดกลุ้ม,คลุ้มคลื่น,เสียงครืนครั่น,โดนกำปั่น,หันระเหิด,เตลิดเหลิง,ใบขาดแตก,แฉกฉีก,เป็นปีกเปิง,น้ำเข้าเจิ่ง,ดาดฟ้า,คงคาเค็ม,คนจะยืน,ขึ้นก็ล้ม,ด้วยลมคลื่น,เหลือจะฝืน,ฝ่าข้าม,ไปตามเข็ม,สุดสังเกต,เขตแดน,จะแล่นเล็ม,ด้วยลมเค็ม,ตึงใบ,ลดไม่ทัน
คนจะยืน,ขึ้นก็ล้ม,ด้วยลมคลื่น,เหลือจะฝืน,ฝ่าข้าม,ไปตามเข็ม,สุดสังเกต,เขตแดน,จะแล่นเล็ม,ด้วยลมเค็ม,ตึงใบ,ลดไม่ทัน,ต้องเอามีด,กรีดแหวะ,แฉละโล่ง,ให้เปล่าโปร่ง,ปลดห่วง,ที่ควงขัน,ไม่เห็นหน,มนมืด,เป็นหมอกควัน,ตีกำปั่น,ไปทิศ,อาคเนย์
บ้างลงน้ำ,ดำหา,กุ้งปลาได้,เอาเผาไฟ,กินอยู่,ทั้งปูหอย,มีลูกเต้า,เหล่าเด็ก,เล็กเล็กน้อย,ลงว่ายลอย,เล่นน้ำ,ด้วยชำนาญ,แขกฝรั่ง,ทั้งพราหมณ์,อยู่ตามเพื่อน,ปลูกเหย้าเรือน,ตามทะ,เลเทวฐาน,ด้วยกว้างขวาง,อยู่หว่าง,จักรวาล,เป็นกิ่งก้าน,ซ้อนซับ,สลับกัน
รู้ภาษา,มนุษย์,สุดประเทศ,ด้วยเทเวศร์,แกมกับคน,มนต์ดลขลัง,รู้สึกลับ,คลับคล้าย,กายกำบัง,นุ่งห่มหนัง,นาคราช,ผุดผาดงาม,วันนั้นออก,จากถ้ำ,ว่ายน้ำเล่น,เห็นปลาเผ่น,ขึ้นหลัง,ได้ทั้งสาม,จะขับซ้าย,ย้ายขวา,ปลาไปตาม,ด้วยมีความ,รู้ฤทธิ์,วิทยา
พวกฝรั่ง,นั่งยืน,ยิงปืนสู้,มันยิ่งพรู,กันมาอีก,ไม่หลีกหนี,กดกำปั่น,นั้นจนเปลี้ย,จะเสียที,จึ่งหยิบปี่,เป่าเสียง,สำเนียงดัง,ฝูงปลาใหญ่,ได้ยิน,ลืมกินเหยื่อ,ที่หนุนเรือ,เคลื่อนคล้อย,กลับถอยหลัง,ขึ้นลอยล่อง,ฟ่องฟู,เงี้ยหูฟัง,วิเวกวัง,เวงแว่ว,แจ้วจับใจ
ฝูงปลาใหญ่,ได้ยิน,ลืมกินเหยื่อ,ที่หนุนเรือ,เคลื่อนคล้อย,กลับถอยหลัง,ขึ้นลอยล่อง,ฟ่องฟู,เงี้ยหูฟัง,วิเวกวัง,เวงแว่ว,แจ้วจับใจ,เสียงฉอดฉ่ำ,ร่ำว่า,เทพารักษ์,ซึ่งสำนัก,เนินผา,ชลาไหล,ขอเชิญช่วย,ด้วยเถิด,พระเลิศไกร,ให้พ้นภัย,ฝูงปลา,ในวารี
