w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
สมเด็จท้าว,บิตุรงค์,ดำรงราชย์,แสนสวาท,ลูกน้อย,เสน่หา,จะเสกสอง,ครองสมบัติ,ขัตติยา,แต่วิชา,สิ่งใด,ไม่ชำนาญ,จึงดำรัส,เรียกพระ,โอรสราช,มาริมอาสน์,แท่นสุวรรณ,แล้วบรรหาร,พ่อจะแจ้ง,เจ้าจงจำ,คำโบราณ,อันชายชาญ,เชื้อกษัตริย์,ขัตติยา
หวังแสวง,ไปตำแหน่ง,สำนักปราชญ์,ซึ่งรู้สา,ตราเวทวิ,เศษขยัน,ก็สมจิต,เหมือนลูกคิด,ทุกคืนวัน,พอแสงจันทร์,แจ่มฟ้า,จะลาจร,แล้วก้มกราบ,บิตุราช,มาตุรงค์,ทั้งสององค์,ลูบหลัง,แล้วสั่งสอน,จะเดินทาง,กลางป่า,พนาดร,จงผันผ่อน,ตรึกจำ,คำโบราณ
แล้วก้มกราบ,บิตุราช,มาตุรงค์,ทั้งสององค์,ลูบหลัง,แล้วสั่งสอน,จะเดินทาง,กลางป่า,พนาดร,จงผันผ่อน,ตรึกจำ,คำโบราณ,จะพูดจา,สารพัด,บำหยัดยั้ง,จนลุกนั่ง,น้ำท่า,กระยาหาร,แม้นหลับนอน,ผ่อนพ้น,ที่ภัยพาล,อดบันดาล,โกรธขึ้ง,จึงสบาย
จะพูดจา,สารพัด,บำหยัดยั้ง,จนลุกนั่ง,น้ำท่า,กระยาหาร,แม้นหลับนอน,ผ่อนพ้น,ที่ภัยพาล,อดบันดาล,โกรธขึ้ง,จึงสบาย,พระพี่น้อง,สององค์,ทรงสดับ,เคารพรับ,บังคม,ด้วยสมหมาย,พระเชษฐา,บัญชา,ชวนน้องชาย,มาสรงสาย,สาคเรศ,บนเตียงรอง
พระพี่น้อง,สององค์,ทรงสดับ,เคารพรับ,บังคม,ด้วยสมหมาย,พระเชษฐา,บัญชา,ชวนน้องชาย,มาสรงสาย,สาคเรศ,บนเตียงรอง,แล้วแต่งองค์,สอดทรง,เครื่องกษัตริย์,เนาวรัตน์,เรืองศรี,ไม่มีสอง,แล้วลีลา,มาสถิต,บนแท่นทอง,จนย่ำฆ้อง,สุริยน,สนธยา
ล่วงตำบล,ชนบท,ไปหลายบ้าน,เข้าดอนด่าน,แดนไพร,พอไก่ขัน,เสียงเสือกวาง,กลางเนิน,พนมวัน,ให้หวั่นหวั่น,วังเวง,หวาดฤทัย,จนแสงทอง,รองเรือง,อร่ามฟ้า,พระสุริ,ยาเยื้องเยี่ยม,เหลี่ยมไศล,คณานก,เริงร้อง,คะนองไพร,เสียงเรไร,จักจั่น,สนั่นเนิน
บ้างผลิดอก,ออกผล,พวงระย้า,ปีบจำปา,สุกรม,นมสวรรค์,พระอภัย,มณี,ศรีสุวรรณ,ต่างชิงกัน,เก็บพลาง,ตามทางมา,พระพี่เก็บ,กาหลง,ส่งให้น้อง,เดินประคอง,เคียงกัน,ด้วยหรรษา,พระน้องเก็บ,มะลุลี,ให้พี่ยา,ทั้งสองรา,เดินดม,แล้วชมเชย
พระพี่เก็บ,กาหลง,ส่งให้น้อง,เดินประคอง,เคียงกัน,ด้วยหรรษา,พระน้องเก็บ,มะลุลี,ให้พี่ยา,ทั้งสองรา,เดินดม,แล้วชมเชย,เห็นมะม่วง,พวงผล,พึ่งสุกห่าม,ทำไม้ง่าม,น้อยน้อย,สอยเสวย,อร่อยหวาน,ปานเปรียบ,รสนมเนย,อิ่มแล้วเลย,ล่วงทาง,มากลางดง
สิบห้าวัน,ดั้นเดิน,ในไพรสณฑ์,ถึงตำบล,บ้านหนึ่ง,ใหญ่หนักหนา,เรียกว่าบ้าน,จันตคาม,พราหมณ์พฤฒา,มีทิศา,ปาโมกข์,อยู่สองคน,อาจารย์หนึ่ง,ชำนาญ,ในการยุทธ์,ถึงอาวุธ,ซัดมา,ดั่งห่าฝน,รำกระบอง,ป้องกัน,กายสกนธ์,รักษาตน,มิให้ต้อง,คมศัสตรา
อาจารย์หนึ่ง,ชำนาญ,ในการยุทธ์,ถึงอาวุธ,ซัดมา,ดั่งห่าฝน,รำกระบอง,ป้องกัน,กายสกนธ์,รักษาตน,มิให้ต้อง,คมศัสตรา,อาจารย์หนึ่ง,ชำนาญ,ในการปี่,ทั้งดีดสี,แสนเสนาะ,เพราะหนักหนา,ผู้ใดฟัง,วังเวงใน,วิญญาณ์,เคลิ้มนิทรา,ลืมกาย,ดังวายปราณ
