w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พอหลับลง,ทรงซึ่งสุ,บินนิมิต,ประหวัดจิต,นุชนาฏ,หวาดผวา,ตื่นสะดุ้ง,รุ่งแสงพระ,สุริยา,พระธิดา,นึกแหนง,แคลงฤทัย,จึงเรียกสี่,พี่เลี้ยง,มาเคียงข้าง,นุชนาง,เล่าแจ้ง,แถลงไข,ฉันฝันว่า,วาสุกรี,อันเกรียงไกร,เข้าในแท่น,สุวรรณ,อันบรรจง
จึงเรียกสี่,พี่เลี้ยง,มาเคียงข้าง,นุชนาง,เล่าแจ้ง,แถลงไข,ฉันฝันว่า,วาสุกรี,อันเกรียงไกร,เข้าในแท่น,สุวรรณ,อันบรรจง,เกี่ยวกระหวัด,รัดรอบ,อุราน้อง,ฉันร่ำร้อง,อยู่บนเตียง,จนเสียงหลง,ให้ร้อนรุ่ม,กลุ้มจิต,พิษภุชงค์,หมายว่าปลง,ชีวา,นิคาลัย
เกี่ยวกระหวัด,รัดรอบ,อุราน้อง,ฉันร่ำร้อง,อยู่บนเตียง,จนเสียงหลง,ให้ร้อนรุ่ม,กลุ้มจิต,พิษภุชงค์,หมายว่าปลง,ชีวา,นิคาลัย,จนเดี๋ยวนี้,นึกกลัว,ยังตัวสั่น,อันความฝัน,พี่เห็น,เป็นไฉน,พี่เลี้ยงฟัง,นั่งนึก,แต่ในใจ,ยิ้มละไม,ในหน้า,แล้วว่าพลัน
จนเดี๋ยวนี้,นึกกลัว,ยังตัวสั่น,อันความฝัน,พี่เห็น,เป็นไฉน,พี่เลี้ยงฟัง,นั่งนึก,แต่ในใจ,ยิ้มละไม,ในหน้า,แล้วว่าพลัน,ลักษณะ,พระสุบิน,นิมิตแม่,ครั้นจะแก้,กลัวจะโกรธ,พิโรธฉัน,สมุดมี,อยู่ริมที่,แท่นสุวรรณ,ตำราฝัน,ทรงดู,ให้รู้ความ
แม้นขบกัด,รัดใคร,ในนิมิต,จะได้ชม,สมสนิท,เสน่หา,แม้นงูร้าย,ฝ่ายคู่ภิ,รมยา,วาสนา,ฟุ้งเฟื่อง,เรืองเจริญ,นางฟังเรื่อง,เคืองขัด,ปัดสมุด,ให้แสนสุด,อับอาย,ระคายเขิน,สี่พี่เลี้ยง,เคียงข้าง,เห็นนางเมิน,ต่างอวยชัย,ให้เจริญ,พระชนมาน
ทั้งสี่นาง,ต่างคน,เห็นเคืองขัด,ชุลีหัตถ์,นบนอบไม่,ตอบสนอง,ครั้งสุริย์,ฉายสายแสง,ขึ้นเรืองรอง,ออกจากห้อง,ไสยา,ปรึกษากัน,พระบุตรี,นิมิต,ผิดประหลาด,ที่เราคาด,นั้นก็งาม,กับความฝัน,แสนสงสาร,เจ้าพราหมณ์,ก็ครามครัน,จะโศกศัลย์,อยู่ในสวน,รัญจวนใจ
พระบุตรี,นิมิต,ผิดประหลาด,ที่เราคาด,นั้นก็งาม,กับความฝัน,แสนสงสาร,เจ้าพราหมณ์,ก็ครามครัน,จะโศกศัลย์,อยู่ในสวน,รัญจวนใจ,เราออกไป,ถามดู,ให้รู้แจ้ง,อยู่ตำแหน่ง,นคเรศ,ประเทศไหน,ลวงกำนัล,กัลยา,ว่าจะไป,เก็บดอกไม้,มาถวาย,พระบุตรี
เราออกไป,ถามดู,ให้รู้แจ้ง,อยู่ตำแหน่ง,นคเรศ,ประเทศไหน,ลวงกำนัล,กัลยา,ว่าจะไป,เก็บดอกไม้,มาถวาย,พระบุตรี,เห็นพรักพร้อม,ยอมใจ,เข้าในห้อง,เปิดคันฉ่อง,ส่องตะบอย,สอยเกศี,กระเหม่าจีน,จับซ้ำ,ให้ดำดี,กรีดสำลี,เรียบร้อย,ที่รอยไร
เห็นพรักพร้อม,ยอมใจ,เข้าในห้อง,เปิดคันฉ่อง,ส่องตะบอย,สอยเกศี,กระเหม่าจีน,จับซ้ำ,ให้ดำดี,กรีดสำลี,เรียบร้อย,ที่รอยไร,แล้วผัดหน้า,ทาจันทน์,กระแจะฟุ้ง,ต่างคนนุ่ง,ยกทอง,ล้วนผ่องใส,ห่มกรองทอง,รองแสด,เป็นซับใน,เรียกสาวใช้,คนรัก,มาชักชวน
แล้วผัดหน้า,ทาจันทน์,กระแจะฟุ้ง,ต่างคนนุ่ง,ยกทอง,ล้วนผ่องใส,ห่มกรองทอง,รองแสด,เป็นซับใน,เรียกสาวใช้,คนรัก,มาชักชวน,ให้ถือซอง,สลา,ผ้าเช็ดปาก,แล้วออกจาก,ประตูข้าง,ทางฉนวน,ทำกรีดชาย,กรายก้อย,เที่ยวลอยนวล,ตรงไปสวน,มาลี,ด้วยปรีดา
ฝ่ายสองเฒ่า,เฝ้าผลัด,กันนอนนั่ง,เวียนระวัง,พราหมณ์น้อย,ในเคหา,ครั้นรุ่งราง,สร่างแสงพระ,สุริยา,อียายเฒ่า,จึงว่า,แก่ตาพลัน,บ่าวเรามี,สี่คน,ล้วนหนุ่มหนุ่ม,ตาเอ๋ยคุม,ออกไปใช้,ในสวนขวัญ,ทั้งจอบเสียม,มีดพร้า,หาให้มัน,ให้ช่วยกัน,ถางหญ้า,กว่าจะเย็น
บ่าวเรามี,สี่คน,ล้วนหนุ่มหนุ่ม,ตาเอ๋ยคุม,ออกไปใช้,ในสวนขวัญ,ทั้งจอบเสียม,มีดพร้า,หาให้มัน,ให้ช่วยกัน,ถางหญ้า,กว่าจะเย็น,ตาเฒ่าผัว,หัวเราะ,ว่าจริงอยู่,ปัญญากู,มืดมิด,คิดไม่เห็น,เสียแรงมี,บ่าวไพร่,ใช้ไม่เป็น,นิ่งให้มัน,นอนเล่น,เสียทั้งวัน
ตาเฒ่าผัว,หัวเราะ,ว่าจริงอยู่,ปัญญากู,มืดมิด,คิดไม่เห็น,เสียแรงมี,บ่าวไพร่,ใช้ไม่เป็น,นิ่งให้มัน,นอนเล่น,เสียทั้งวัน,จึงร้องเรียก,เจ้าพราหมณ์,ตามบ้านนอก,เด็กเอ๋ยออก,มานี่,ขมีขมัน,แล้วรีบรัด,จัดจอบให้,คนละอัน,มาช่วยกัน,ถากหญ้า,จะพาไป
หน่อกษัตริย์,ขัดแค้น,คำอ้ายเฒ่า,จะใคร่เอา,จอบสับ,ให้ตักษัย,พี่เลี้ยงพราหมณ์,สามคน,เข้ายุดไว้,แล้วแก้ไข,บอกเล่า,เฒ่าชรา,น้องข้าเจ้า,เจ็บอยู่,อย่าจู้จี้,เกณฑ์หน้าที่,สักเท่าไร,จงใช้ข้า,จะถากทำ,แทนกัน,ไม่ฉันทา,ตรงไหนหญ้า,จะให้ทำ,จงนำไป
ฝ่ายเจ้าพราหมณ์,สามนาย,ชายฉลาด,เห็นหน่อนาถ,มัวหมอง,ไม่ผ่องใส,จึงเลือกเด็ก,ดอกลำดวน,ที่ยวนใจ,มายื่นให้,อนุชา,แล้วพาที,ถึงมาตรแม้น,ตกยาก,ต้องถากหญ้า,จะอาสา,แทนน้อง,อย่าหมองศรี,เรารอรั้ง,ฟังกัน,ดูวันนี้,ถ้าแม้นพี่,คาดผิด,จึงคิดการ
ถึงมาตรแม้น,ตกยาก,ต้องถากหญ้า,จะอาสา,แทนน้อง,อย่าหมองศรี,เรารอรั้ง,ฟังกัน,ดูวันนี้,ถ้าแม้นพี่,คาดผิด,จึงคิดการ,ธรรมดา,มาเที่ยว,เกี้ยวผู้หญิง,ต้องอ้อยอิ่ง,อดเปรี้ยว,ไว้กินหวาน,เราอุตส่าห์,พยายาม,ตามโบราณ,คงเป็นการ,มั่นคง,อย่าสงกา
หน่อกษัตริย์,ขัดเคือง,ชำเลืองค้อน,สะท้อนถอน,หฤทัย,พิไรบ่น,เสน่หา,ตาบอด,ไม่รอดตน,ต้องทุกข์ทน,ถากหญ้า,ประดาตาย,ถึงจะชัก,นางฟ้า,ลงมาให้,ที่จะใช้,ถากหญ้า,นั้นอย่าหมาย,พระฮึดฮัด,ขัดใจ,ไม่สบาย,ทั้งสามนาย,เมินหน้า,ถากหญ้าไป
แต่มือปลิด,จิตนึก,ถึงพราหมณ์น้อย,เนตรชม้อย,แลลอด,ชำเลืองหา,มามองเมียง,เพียงทับ,ยายกับตา,ไม่เห็นหน้า,พราหมณ์น้อย,ละห้อยใจ,ทั้งสี่นาง,ต่างว่า,ประหลาดแล้ว,พ่อรูปทอง,น้องแก้ว,ข้าไปไหน,หรือเที่ยวเก็บ,บุปผา,สุมาลัย,สงสัยใจ,ย่างย่อง,มามองเมียง
เห็นเจ้าพราหมณ์,สามคน,ก่นถากหญ้า,เวทนา,กรรมกรรมจะ,ทำไฉน,แค้นอ้ายเฒ่า,เฝ้าสวน,แสนจัญไร,มันแกล้งใช้,กรากกรำ,ให้ทำการ,แล้วแลดู,พราหมณ์น้อย,เห็นสร้อยเศร้า,เข้าแฝงเงา,พฤกษา,น่าสงสาร,ทั้งสี่นาง,ต่างว่า,น่ารำคาญ,จะคิดอ่าน,แก้ไข,อย่างไรดี
แล้วแลดู,พราหมณ์น้อย,เห็นสร้อยเศร้า,เข้าแฝงเงา,พฤกษา,น่าสงสาร,ทั้งสี่นาง,ต่างว่า,น่ารำคาญ,จะคิดอ่าน,แก้ไข,อย่างไรดี,นางประภา,ว่าเรา,จะพูดด้วย,ก็คิดขวย,วิญญาณ์,น่าบัดสี,เราออกไป,ให้เขาเห็น,พอเป็นที,ฟังไมตรี,เขาก่อน,จึงผ่อนปรน
นางประภา,ว่าเรา,จะพูดด้วย,ก็คิดขวย,วิญญาณ์,น่าบัดสี,เราออกไป,ให้เขาเห็น,พอเป็นที,ฟังไมตรี,เขาก่อน,จึงผ่อนปรน,ปรึกษาพลาง,ทางเดิน,เด็ดดอกไม้,เข้ามาใกล้,สระน้ำ,แล้วทำบ่น,ทำไฉน,จึงจะได้,ดอกอุบล,แล้วทำกล,แวดชาย,ชม้ายเมียง
เจ้าโมรา,สานน,พราหมณ์วิเชียร,กำลังเพียร,ฟันดิน,ได้ยินเสียง,พอเหลียวมา,เห็นหน้า,นางพี่เลี้ยง,เอาจอบเหวี่ยง,ไว้กับที่,ด้วยดีใจ,มาบอกความ,พราหมณ์น้อย,ค่อยกระซาบ,คงตายราบ,มั่นคง,อย่าสงสัย,พ่อไปพูด,กับเขาเล่น,ก็เป็นไร,ดูท่าทาง,นางใน,จำนรรจา
พออย่าให้,อ้ายเฒ่า,มันหยามหยาบ,ฉันเหม็นสาบ,หนังเนื้อ,มันเหลือแสน,ไม่รักมี,ชู้สาว,เมื่อคราวแกน,อย่าขืนแค่น,เลยพี่พราหมณ์,เป็นความจริง,พระว่าพลาง,ทางลุก,ขึ้นถากหญ้า,แล้วเมินหน้า,เสียไม่ดู,ข้างผู้หญิง,พี่เลี้ยงพราหมณ์,สามคน,เข้าช่วงชิง,พ่อนั่งนิ่ง,อย่าทำ,ให้รำคาญ
พระว่าพลาง,ทางลุก,ขึ้นถากหญ้า,แล้วเมินหน้า,เสียไม่ดู,ข้างผู้หญิง,พี่เลี้ยงพราหมณ์,สามคน,เข้าช่วงชิง,พ่อนั่งนิ่ง,อย่าทำ,ให้รำคาญ,ต่างวางจอบ,ตอบน้อง,แล้วย่องย่าง,เข้าใกล้นาง,กัลยา,แล้วว่าขาน,หม่อมทั้งสี่,นี้หรือขา,ตระลาการ,เมื่อเย็นวาน,นี้ให้พา,ฉันมาคุม
