w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ให้เจ็บครรภ์,ปั่นป่วน,จะจวนคลอด,ระทวยทอด,ลงกับแท่น,ที่แผ่นผา,จะแลเหลียว,เปลี่ยวใจ,นัยนา,ไม่เห็นหน้า,ผู้ใด,ที่ไหนเลย,โอ้องค์พระ,อภัย,ก็ไปลับ,ไม่เห็นกลับ,คืนมา,นิจจาเอ๋ย,จะคลอดบุตร,สุดใจ,เมียไม่เคย,ที่ไหนเลย,จะตลอด,รอดชีวา
โอ้องค์พระ,อภัย,ก็ไปลับ,ไม่เห็นกลับ,คืนมา,นิจจาเอ๋ย,จะคลอดบุตร,สุดใจ,เมียไม่เคย,ที่ไหนเลย,จะตลอด,รอดชีวา,นางครวญคร่ำ,ร่ำไร,ไห้ละห้อย,น้ำตาย้อย,พรั่งพราย,ทั้งซ้ายขวา,ให้กลุ้มกลัด,อัดอั้นหวั่น,วิญญาณ์,ด้วยเป็นปลา,แปลกนาง,อย่างมนุษย์
นางครวญคร่ำ,ร่ำไร,ไห้ละห้อย,น้ำตาย้อย,พรั่งพราย,ทั้งซ้ายขวา,ให้กลุ้มกลัด,อัดอั้นหวั่น,วิญญาณ์,ด้วยเป็นปลา,แปลกนาง,อย่างมนุษย์,สงสารนาง,ครางครวญ,ให้ป่วนปวด,ยิ่งเร้ารวด,ร้อนใจ,ดังไฟจุด,สะอื้นอ้อน,อ่อนระทวย,แทบม้วยมุด,หากบุญบุตร,บันดาล,ช่วยมารดา
สงสารนาง,ครางครวญ,ให้ป่วนปวด,ยิ่งเร้ารวด,ร้อนใจ,ดังไฟจุด,สะอื้นอ้อน,อ่อนระทวย,แทบม้วยมุด,หากบุญบุตร,บันดาล,ช่วยมารดา,ให้นึกคำ,พระอภัย,เมื่อไปจาก,ว่าจะฝาก,โยคี,มีคาถา,นางตรึกตรอง,ร้องร่ำ,ทั้งน้ำตา,คุณเจ้าขา,ไม่มาช่วย,ฉันด้วยเลย
ให้นึกคำ,พระอภัย,เมื่อไปจาก,ว่าจะฝาก,โยคี,มีคาถา,นางตรึกตรอง,ร้องร่ำ,ทั้งน้ำตา,คุณเจ้าขา,ไม่มาช่วย,ฉันด้วยเลย,โอ้ครั้งนี้,ชีวิต,จะปลิดปลด,พระดาบส,เอาบุญ,เถิดคุณเอ๋ย,นางครวญคร่ำ,ร่ำไร,ด้วยไม่เคย,สลบเลย,ลืมกาย,ดังวายปราณ
ฝายโยคี,มีพรต,ปรากฏกล้า,นั่งรักษา,ทางธรรม,กรรมฐาน,แสนสว่าง,ทางกสิณ,อภิญญาณ,พระอาจารย์,แจ้งจบ,ทั้งภพไตร,เมื่อเงือกน้ำ,ร่ำเรียก,ก็รู้เหตุ,นิ่งสังเกต,ว่าสีกา,มาแต่ไหน,พลางหัวร่อ,อ้อเมีย,พระอภัย,เขาฝากไว้,วันจะลา,ไปธานี
เมื่อเงือกน้ำ,ร่ำเรียก,ก็รู้เหตุ,นิ่งสังเกต,ว่าสีกา,มาแต่ไหน,พลางหัวร่อ,อ้อเมีย,พระอภัย,เขาฝากไว้,วันจะลา,ไปธานี,มันเจ็บท้อง,ร้องอึง,จะออกลูก,จะต้องถูก,ได้หรือ,เป็นฤๅษี,แล้วงกเงิ่น,เดินมา,ในราตรี,ไหนอยู่ที่,ไหนหวาสี,กาสีแก
มันเจ็บท้อง,ร้องอึง,จะออกลูก,จะต้องถูก,ได้หรือ,เป็นฤๅษี,แล้วงกเงิ่น,เดินมา,ในราตรี,ไหนอยู่ที่,ไหนหวาสี,กาสีแก,เอาโคมส่อง,มองเขม้น,เห็นนางเงือก,สลบเสือก,อยู่ที่ทราย,ชายกระแส,เป่ามหา,อาคม,ให้ลมแปร,ที่ท้อแท้,ค่อยประทัง,กำลังนาง
เอาโคมส่อง,มองเขม้น,เห็นนางเงือก,สลบเสือก,อยู่ที่ทราย,ชายกระแส,เป่ามหา,อาคม,ให้ลมแปร,ที่ท้อแท้,ค่อยประทัง,กำลังนาง,เห็นโยคี,ดีใจ,จึงไหว้กราบ,สมาบาป,ช่วยวิบัติ,ที่ขัดขวาง,ความเจ็บปวด,รวดเร้า,ไม่เบาบาง,นางครางพลาง,พลิกกาย,ฟายน้ำตา
แล้วจับยาม,สามตา,ตำราปลอด,จวนจะคลอด,แล้วละหวา,สีกาเอ๋ย,กูถูกต้อง,ท้องไส้,ไม่ได้เลย,ยังไม่เคย,พบเห็น,เหมือนเช่นนี้,แล้วหลีกไป,ให้ห่าง,เสียข้างเขา,ช่วยเสกเป่า,ป้องปัด,กำจัดผี,เดชะฤทธิ์,อิศโร,พระโยคี,มิได้มี,เภทภัย,สิ่งไรพาน
