w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายองค์พระ,อภัย,วิไลลักษณ์,ไม่สิ้นรัก,วัณฬา,มารศรี,คิดจะพา,ไปอยู่,ร่วมบูรี,เกรงสุวรรณ,มาลี,จะมิยอม,ดูผิวพรรณ,วัณฬา,ผิดกว่าเก่า,พระพักตร์เศร้า,โศกรูป,ก็ซูบผอม,ยิ่งทอดทิ้ง,ยิ่งจะตรม,อารมณ์ตรอม,จะหายหอม,ดินถนัน,เพราะรัญจวน
ดูผิวพรรณ,วัณฬา,ผิดกว่าเก่า,พระพักตร์เศร้า,โศกรูป,ก็ซูบผอม,ยิ่งทอดทิ้ง,ยิ่งจะตรม,อารมณ์ตรอม,จะหายหอม,ดินถนัน,เพราะรัญจวน,จะปราศรัย,ไม่ถนัด,ให้ขัดข้อง,พระยิ้มย่อง,ตอบความ,ทรามสงวน,เวลารุ่ง,พรุ่งนี้,พี่จะชวน,ไปชมสวน,เพชรนิล,ดังจินดา
จะปราศรัย,ไม่ถนัด,ให้ขัดข้อง,พระยิ้มย่อง,ตอบความ,ทรามสงวน,เวลารุ่ง,พรุ่งนี้,พี่จะชวน,ไปชมสวน,เพชรนิล,ดังจินดา,แล้วแลดู,สุมาลี,ทำทีหึง,เกรงใจจึง,ตรองตรึก,เป็นปรึกษา,จะหยุดพัก,สักสอง,สามเวลา,ให้โยธา,ชื่นทั่ว,ทุกตัวคน
แล้วแลดู,สุมาลี,ทำทีหึง,เกรงใจจึง,ตรองตรึก,เป็นปรึกษา,จะหยุดพัก,สักสอง,สามเวลา,ให้โยธา,ชื่นทั่ว,ทุกตัวคน,แล้วเลิกทัพ,กลับไป,เมืองรมจักร,เสกหลานรัก,ร่วมชีวา,สถาผล,เหมือนตัดห่วง,บ่วงหลัง,สิ้นกังวล,จะได้พ้น,ทุกข์ร้อน,นอนสำราญ
พี่จากไป,ใจจริง,ไม่ทิ้งขว้าง,พอว่างว่าง,วายธุระ,จะมาหา,ฝ่ายโฉมยง,องค์ละเวง,เกรงบัญชา,กลั้นน้ำตา,ตอบรส,พจมาน,ได้พึงบุญ,ทูลกระหม่อม,จอมกษัตริย์,ดังชั้นฉัตร,กั้นเกศประ,เทศสถาน,ฤกษ์ใดดี,วิวาห์,ปรึกษาการ,โปรดให้ฉาน,ทราบความ,จะตามไป
ฝ่ายสุวรรณ,มาลีปรา,นีสนอง,สงสารน้อง,หาไหน,จะได้เหมือน,จะรักใคร่,ให้สนิท,ไม่บิดเบือน,ประสาเพื่อน,ผู้หญิง,ไม่ทิ้งกัน,จริงจริงนะ,จะใคร่ได้,แม่ไปด้วย,จะได้ช่วย,ว่ากล่าว,ฝูงสาวสรรค์,สาพิภักดิ์,รักองค์,พระทรงธรรม์,ไม่เดียดฉันท์,โฉมยง,อย่าสงกา
จริงจริงนะ,จะใคร่ได้,แม่ไปด้วย,จะได้ช่วย,ว่ากล่าว,ฝูงสาวสรรค์,สาพิภักดิ์,รักองค์,พระทรงธรรม์,ไม่เดียดฉันท์,โฉมยง,อย่าสงกา,แม่ทรงครรภ์,รัญจวนประ,ชวรไฉน,พี่จะได้,ฟูมฟัก,เฝ้ารักษา,ด้วยลูกเจ้า,เล่าก็น้อง,ของธิดา,ไม่ฉันทา,ทิ้งขว้าง,ให้ห่างไกล
แม่ทรงครรภ์,รัญจวนประ,ชวรไฉน,พี่จะได้,ฟูมฟัก,เฝ้ารักษา,ด้วยลูกเจ้า,เล่าก็น้อง,ของธิดา,ไม่ฉันทา,ทิ้งขว้าง,ให้ห่างไกล,ไม่โกรธขึ้ง,หึงหวง,ล่อลวงน้อง,อย่าเศร้าหมอง,หมางจิต,คิดไฉน,จะร่วมรู้,คู่ชีวิต,ร่วมจิตใจ,เชิญแม่ไป,บูรี,กับพี่ยา
ฝ่ายลูกเต้า,เอาศพ,ไปกลบฝัง,คอยระวัง,เวียนพิทักษ์,อยู่รักษา,ถ้าทิ้งไว้,ไปบุรี,กับพี่ยา,จะนินทา,ทั่วจังหวัด,ปัถพี,ว่าทิ้งญาติ,ศาสนา,พวกฝรั่ง,จะรุมชัง,รบพุ่ง,เอากรุงศรี,นิคมคาม,พราหมณ์มหุ่ม,กระฎุมพี,ไม่มีที่,พึ่งพา,จะอาดูร
ว่าทิ้งญาติ,ศาสนา,พวกฝรั่ง,จะรุมชัง,รบพุ่ง,เอากรุงศรี,นิคมคาม,พราหมณ์มหุ่ม,กระฎุมพี,ไม่มีที่,พึ่งพา,จะอาดูร,ซึ่งออกโอษฐ์,โปรดน้อง,จะครองเลี้ยง,พระคุณเพียง,ฟ้าดิน,ไม่สิ้นสูญ,เห็นมั่นคง,ทรงพระ,อนุกูล,จะเพิ่มพูน,ผาสุก,ทุกเวลา
ซึ่งออกโอษฐ์,โปรดน้อง,จะครองเลี้ยง,พระคุณเพียง,ฟ้าดิน,ไม่สิ้นสูญ,เห็นมั่นคง,ทรงพระ,อนุกูล,จะเพิ่มพูน,ผาสุก,ทุกเวลา,ขอยั้งอยู่,บูรี,สักปีหนึ่ง,เป็นที่พึ่ง,พวกญาติ,ศาสนา,รำลึกถึง,จึงจะได้,เวียนไปมา,ขอพึ่งพา,พี่นาง,จนวางวาย
แต่โฉมยง,องค์ละเวง,กริ่งเกรงตรึก,จะอยู่ดึก,นึกก็คิด,เหมือนกีดขวาง,ชลีลา,สามี,ทั้งพี่นาง,ค่อยเยื้องย่าง,เข้าในห้อง,ทองประทม,แต่องค์พระ,มเหสี,อยู่ที่เฝ้า,คิดอายเหล่า,ห้ามแหน,แสนสนม,จะว่าเรา,เฝ้าจนดึก,นึกนิยม,น้อมบังคม,คืนไป,ห้องไสยา
ดูท่าทาง,นางละเวง,เห็นเกรงมาก,หมายจะฝาก,พวกพ้อง,พี่น้องเขา,นางมาลี,นี่ก็ใจ,ดีไม่เบา,จะเล่นเรา,ท่าไร,ก็ไม่รู้,อันถ่านเก่า,เถ้าคง,จะต่อติด,แต่ให้คิด,เขินขวย,ด้วยอดสู,แล้วหวนฮึก,นึกว่าเรา,ก็เจ้าชู้,ถึงจะขู่,ก็คงปลอบ,ให้ชอบใจ
อันถ่านเก่า,เถ้าคง,จะต่อติด,แต่ให้คิด,เขินขวย,ด้วยอดสู,แล้วหวนฮึก,นึกว่าเรา,ก็เจ้าชู้,ถึงจะขู่,ก็คงปลอบ,ให้ชอบใจ,แต่นั่งยิ้ม,กริ่มตรึก,จนดึกดื่น,จนเที่ยงคืน,กาลศัพท์,คนหลับใหล,คลุมประทม,ห่มองค์,แล้วตรงไป,เข้าห้องใน,ทัศนา,สุมาลี
แต่นั่งยิ้ม,กริ่มตรึก,จนดึกดื่น,จนเที่ยงคืน,กาลศัพท์,คนหลับใหล,คลุมประทม,ห่มองค์,แล้วตรงไป,เข้าห้องใน,ทัศนา,สุมาลี,เห็นนางยัง,นั่งสอน,สาวน้อยน้อย,ให้ตะบอย,เจียนหมากดิบ,จีบพระศรี,เข้าแอบหลัง,นั่งเฉย,เหมือนเคยดี,นางสาวน้อย,ถอยหนี,ไปที่นอน
เห็นนางยัง,นั่งสอน,สาวน้อยน้อย,ให้ตะบอย,เจียนหมากดิบ,จีบพระศรี,เข้าแอบหลัง,นั่งเฉย,เหมือนเคยดี,นางสาวน้อย,ถอยหนี,ไปที่นอน,นางเห็นองค์,ทรงธรรม์,แล้วกลั้นยิ้ม,ลดลงริม,แท่นสุวรรณ,บรรจถรณ์,ตั้งเครื่องอาน,พานพระศรี,ชลีกร,เขนยอ่อน,แอบอิง,ให้พิงองค์
นางเห็นองค์,ทรงธรรม์,แล้วกลั้นยิ้ม,ลดลงริม,แท่นสุวรรณ,บรรจถรณ์,ตั้งเครื่องอาน,พานพระศรี,ชลีกร,เขนยอ่อน,แอบอิง,ให้พิงองค์,ทำผินผัน,หันคว้า,หาพระแส้,เที่ยวดูแล,เป่าปัด,สลัดผง,ช่วยพัดวี,มิได้ถือ,ทำซื่อตรง,คอยฟังองค์,ภัสดา,จะพาที
ทำผินผัน,หันคว้า,หาพระแส้,เที่ยวดูแล,เป่าปัด,สลัดผง,ช่วยพัดวี,มิได้ถือ,ทำซื่อตรง,คอยฟังองค์,ภัสดา,จะพาที,พระอภัย,ใจพรั่น,หวั่นหวิวหวิว,ทำนับนิ้ว,พลางว่ากับ,มารศรี,พี่พลัดพราก,จากน้อง,มาสองปี,บัดเดี๋ยวนี้,ได้คิด,ที่ผิดพลั้ง
เขาจะว่า,มาถึง,ก็หึงผัว,เฝ้าคุมตัว,มิได้ห่าง,ไปข้างไหน,ทำรังแก,แม่ละเวง,ไม่เกรงใจ,เชิญพระไป,ห้องนาง,เหมือนอย่างเคย,จะมาพลอย,น้อยจิต,ว่าปิดป้อง,อย่าขัดข้อง,บิดเบือน,ทำเชือนเฉย,ได้คลาดแคล้ว,แล้วก็พระ,สละเลย,ใช่ไม่เคย,นอนเดียว,ต้องเปลี่ยวทรวง
จะมาพลอย,น้อยจิต,ว่าปิดป้อง,อย่าขัดข้อง,บิดเบือน,ทำเชือนเฉย,ได้คลาดแคล้ว,แล้วก็พระ,สละเลย,ใช่ไม่เคย,นอนเดียว,ต้องเปลี่ยวทรวง,ซึ่งอุส่าห์,มาตาม,ด้วยความยาก,หมายจะฝาก,ชีวา,เป็นข้าหลวง,อันห้ามแหน,แสนสุรางค์,นางทั้งปวง,ไม่หึงหวง,ห้ามปราม,ตามพระทัย
หรือจะมา,ลาบวช,ให้ชวดอีก,จึงเลี่ยงหลี,กลดเลื่อน,ซ่อนเงื่อนสาย,แต่ฝ่ายพี่,นี้เห็นเมีย,ยังเสียดาย,จะเป็นม่าย,อยู่เปล่าเปล่า,จึงเฝ้าง้อ,เจ้าปล่อยปละ,ละเลย,ทำเฉยได้,ไม่อะไร,กันกับพี่,แล้วสิหนอ,แต่หากว่า,ถ้าปลอบ,เห็นชอบพอ,จะปลูกหอ,ขึ้นให้งาม,เพราะความรัก
เจ้าปล่อยปละ,ละเลย,ทำเฉยได้,ไม่อะไร,กันกับพี่,แล้วสิหนอ,แต่หากว่า,ถ้าปลอบ,เห็นชอบพอ,จะปลูกหอ,ขึ้นให้งาม,เพราะความรัก,จะอ่อนน้อม,ยอมดี,กับพี่อีก,หรือจะหลีก,ไปไฉน,ให้ประจักษ์,ถึงเริศร้าง,นางวัณฬา,ไม่ช้านัก,ด้วยเคียงพักตร์,พบเห็น,ทุกเย็นเช้า
จะอ่อนน้อม,ยอมดี,กับพี่อีก,หรือจะหลีก,ไปไฉน,ให้ประจักษ์,ถึงเริศร้าง,นางวัณฬา,ไม่ช้านัก,ด้วยเคียงพักตร์,พบเห็น,ทุกเย็นเช้า,แต่จากน้อง,สองปี,เข้านี่แล้ว,ต้องคลาดแคล้ว,มิได้เห็น,เหมือนเช่นเขา,ครั้นมาหา,ว่าให้นอน,ก็ค่อนเอา,จะให้เปล่า,ไปแล้วหรือ,ทำดื้อดึง
นางว่าเบื่อ,เหลืออดสู,กระทู้หลวง,ครั้นห้ามหวง,แล้วว่า,ตามมาหึง,ครั้นไม่ห้าม,ความเห็น,เป็นมึนตึง,ว่าดื้อดึง,จึงให้อาย,ในใจคอ,เพราะปีเถาะ,เคราะห์กรรม,เกิดน้ำมาก,ขึ้นท่วมปาก,ท่วมลิ้น,เสียสิ้นหนอ,ตามแต่ว่า,สารพัด,จะตัดพ้อ,จะปลูกหอ,ให้หม่อมฉัน,ไม่ทันรู้
เพราะปีเถาะ,เคราะห์กรรม,เกิดน้ำมาก,ขึ้นท่วมปาก,ท่วมลิ้น,เสียสิ้นหนอ,ตามแต่ว่า,สารพัด,จะตัดพ้อ,จะปลูกหอ,ให้หม่อมฉัน,ไม่ทันรู้,จะอุส่าห์,ทาขมิ้น,ใส่กลิ่นด้วย,ไว้ผมมวย,ปักพุ่ม,ใส่ตุ้มหู,ด้วยเข้าหอ,พอให้เห็น,น่าเอ็นดู,จะได้อยู่,ห้องน้อง,สักสองปี
จะอุส่าห์,ทาขมิ้น,ใส่กลิ่นด้วย,ไว้ผมมวย,ปักพุ่ม,ใส่ตุ้มหู,ด้วยเข้าหอ,พอให้เห็น,น่าเอ็นดู,จะได้อยู่,ห้องน้อง,สักสองปี,จึงจะไม่,ได้เปล่า,ทุกเช้าค่ำ,ไม่ต้องจำ,ใจรัก,สมศักดิ์ศรี,เหมือนเช่นน้อง,ของเก่า,ลูกเต้ามี,มันสิ้นดี,ไปเสียหมด,ไม่งดงาม
จึงจะไม่,ได้เปล่า,ทุกเช้าค่ำ,ไม่ต้องจำ,ใจรัก,สมศักดิ์ศรี,เหมือนเช่นน้อง,ของเก่า,ลูกเต้ามี,มันสิ้นดี,ไปเสียหมด,ไม่งดงาม,แต่อยู่ใกล้,ในห้อง,ก็ต้องกริ้ว,ว่าบิดพลิ้ว,ห่างเหิน,ไม่เขินขาม,คงขัดเคือง,เรื่องที่พา,กันมาตาม,จะปราบปราม,ให้เหมือนไก่,อยู่ในมือ
