w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวข้าง,สังฆราช,พระบาทหลวง,แกร้อนทรวง,แค้นใจ,มิใคร่หาย,จำจะคิด,แยบยล,กลอุบาย,ดูแยบคาย,ข้าศึก,พลางตรึกตรอง,จะแก้แค้น,แทนทด,ไม่ลดละ,ขอเดชะ,พระช่วยเรา,ที่เศร้าหมอง,แล้วจึ่งหยิบ,หญ้าคา,ออกมากอง,จัดสำรอง,มัดพยนต์,เป่ามนตรา
เป็นดีดสี,ปี่กลอง,ก้องสนั่น,บันลือลั่น,ไพเราะเสียง,เหมาะเหมง,ในเวลา,กลางคืน,เสียงครื้นเครง,ฟังวังเวง,พริ้งเพราะ,เสนาะครวญ,ไปลอยอยู่,บนนภางค์,กลางเวหน,ให้ฝูงคน,ตกตะลึง,คะนึงหวน,ตรงกำปั่น,สันโดษ,ทำโอดครวญ,ทั้งกระบวน,กองทัพ,นิ่งตรับฟัง
หกกษัตริย์,ทัศนา,บนอากาศ,เห็นประหลาด,หลากใน,พระทัยหวัง,จึ่งว่าจะ,เป็นอะไร,พึ่งได้ฟัง,แล้วตรัสสั่ง,เสนี,ผู้ปรีชา,อย่าไว้ใจ,ในตำ,บลกลศึก,จงตรองตรึก,โกลาหล,บนเวหา,เราเห็นจะ,เกิดการ,เป็นมารยา,ขุนเสนา,จงกำกับ,อย่าหลับนอน
อย่าไว้ใจ,ในตำ,บลกลศึก,จงตรองตรึก,โกลาหล,บนเวหา,เราเห็นจะ,เกิดการ,เป็นมารยา,ขุนเสนา,จงกำกับ,อย่าหลับนอน,ศรีสุวรรณ,ชั้นเชิง,เป็นผู้ใหญ่,อย่าไว้ใจ,นักหนา,อาจะสอน,ทั้งลูกหลาน,การมา,ในสาคร,กำลังร้อน,ศึกประดัง,ยังไม่วาย
ศรีสุวรรณ,ชั้นเชิง,เป็นผู้ใหญ่,อย่าไว้ใจ,นักหนา,อาจะสอน,ทั้งลูกหลาน,การมา,ในสาคร,กำลังร้อน,ศึกประดัง,ยังไม่วาย,พอขาดคำ,ร่ำสอน,เสียงดีดสี,ที่อึงมี่,สำเนียง,เสียงก็หาย,สักครู่หนึ่ง,เปล่งแสง,สำแดงกาย,กล่าวอุบาย,แผดร้อง,ก้องตะโกน
ไปงอนง้อ,ขอโทษพระ,บาททลวง,ที่ร้อนทรวง,ไปสมา,อัชฌาสัย,ความชั่วช้า,สามานย์,ประการใด,จะกลับใจ,หรือไม่กลับ,จงรับคำ,กูนี้หรือ,คือทูต,ไม่พูดหยอก,แม้นเอ็งบอก,จะช่วย,ชุบอปถัมภ์,แล้วจะ,จดชื่อเสียง,เรียงถ้อยคำ,กูจะนำ,ไปบนฟ้า,ไม่ช้าที
หกกษัตริย์,ฟังอรรถ,บนอากาศ,แปลกประหลาด,หลากพระทัย,ในวิถี,ไม่เห็นหน,กายิน,ทั้งอินทรีย์,มาเกิดมี,ในนภางค์,เมื่อกลางคืน,วายุพัฒน์,นัดดา,จึ่งว่าขาน,มาเกิดการ,ผิดตำรา,ไม่ฝ่าฝืน,จำจะคิด,แก้ไข,ในกลางคืน,พลางลุกยืน,ร้องไป,เป็นใจความ
วายุพัฒน์,นัดดา,จึ่งว่าขาน,มาเกิดการ,ผิดตำรา,ไม่ฝ่าฝืน,จำจะคิด,แก้ไข,ในกลางคืน,พลางลุกยืน,ร้องไป,เป็นใจความ,เอ็งนี้หรือ,คือทูต,ในสวรรค์,มาหลอกกัน,หรือกระไร,ขอไต่ถาม,กูไม่เชื่อ,เบื่อหู,รู้ในความ,มาคุกคาม,หลอกกัน,ด้วยมารยา
เอ็งนี้หรือ,คือทูต,ในสวรรค์,มาหลอกกัน,หรือกระไร,ขอไต่ถาม,กูไม่เชื่อ,เบื่อหู,รู้ในความ,มาคุกคาม,หลอกกัน,ด้วยมารยา,พลางเรียกยักษ์,ชักพระขรรค์,ออกกวัดแกว่ง,เป็นสีแสง,ส่องสว่าง,กลางเวหา,เป็นเปลวไฟ,ไหม้พยนต์,บนเมฆา,ก็หนีมา,จากที่,เร็วรี่ไป
บาทหลวงเห็น,หุ่นมนต์,พยนต์หญ้า,มาบนฟ้า,ไฟติด,ผิดวิสัย,แล้วตกลง,มาพลัน,ด้วยทันใด,ลุกเป็นไฟ,ไหม้ป่น,ไม่ทนทาน,ประหลาดจิต,ผิดเชิง,เพลิงที่ไหน,มาเกิดไหม้,ตกลง,ใครจงผลาญ,แกสั่งทุก,หมู่หมวด,ให้ตรวจการ,เร่งทหาร,ตามตำแหน่ง,ให้แต่งพล
