w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวถึง,ทุกพารา,ครั้นมาพร้อม,จึงแล่นล้อม,เกาะกลาง,หว่างไศล,ถึงสิงหล,ลังกา,ให้ซาใบ,ทอดอยู่ใน,วังวน,ชลธาร,แล่วแต่ง,ให้เรือช่วง,ล่วงไปถาม,ครั้นแจ้งความ,ให้ผู้ถือ,หนังสือสาร,รีบไปเขา,เจ้าประจัน,มิทันนาน,เอาเรื่องสาร,ไปแถลง,แจ้งเนื้อความ
แล่วแต่ง,ให้เรือช่วง,ล่วงไปถาม,ครั้นแจ้งความ,ให้ผู้ถือ,หนังสือสาร,รีบไปเขา,เจ้าประจัน,มิทันนาน,เอาเรื่องสาร,ไปแถลง,แจ้งเนื้อความ,ว่าพวกเมือง,เอกโท,ท้าวโกสัย,มาพร้อมใน,กระแสสินธุ์,ทุกถิ่นฐาน,ทั้งเรือรบ,พันลำ,ประจำการ,นายทหาร,สี่หมื่น,พื้นฉกรรจ์
ว่าพวกเมือง,เอกโท,ท้าวโกสัย,มาพร้อมใน,กระแสสินธุ์,ทุกถิ่นฐาน,ทั้งเรือรบ,พันลำ,ประจำการ,นายทหาร,สี่หมื่น,พื้นฉกรรจ์,ทั้งองค์ท้าว,เจ้าพารา,ก็มาด้วย,หวังจะช่วย,ต่อแย้ง,ให้แข็งขัน,บาทหลวงยิ้ม,อิ่มเอม,เกษมครัน,บุญมาทัน,แล้วสิเอง,เกรงมันไย
ทั้งองค์ท้าว,เจ้าพารา,ก็มาด้วย,หวังจะช่วย,ต่อแย้ง,ให้แข็งขัน,บาทหลวงยิ้ม,อิ่มเอม,เกษมครัน,บุญมาทัน,แล้วสิเอง,เกรงมันไย,ชะจำเพาะ,เคราะห์ดี,เป็นที่สุด,สั่งให้หยุด,ที่ท่า,ชลาไหล,พอหายเหนื่อย,เมื่อยล้า,มาแต่ไกล,กูจะไป,คิดอ่าน,การสงคราม
แล้วสั่งพวก,ขุนนาง,ข้างฝรั่ง,ให้แต่งตั้ง,โต๊ะใหญ่,ไวไวหวา,เครื่องกินอยู่,หมูแฮม,แกล้มสุรา,ท้าวรายา,ไก่แกะ,แพะทอดมัน,เขาเป็นแขก,แยกเลี้ยง,คนละโต๊ะ,บังกะโละ,เร่งรัด,ไปจัดสรร,ทั้งสองท้าว,เกลียดหมู,กินคู่กัน,เหล้าบ้าหรั่นดิ์,ขวดใหญ่,มาให้กู
เขาเป็นแขก,แยกเลี้ยง,คนละโต๊ะ,บังกะโละ,เร่งรัด,ไปจัดสรร,ทั้งสองท้าว,เกลียดหมู,กินคู่กัน,เหล้าบ้าหรั่นดิ์,ขวดใหญ่,มาให้กู,แล้วเรียกพระ,มังคลา,สานุศิษย์,มานั่งชิด,รินเหล้า,เอาอ้ายหนู,ลูกของมึง,ทั้งสิ้น,กินกับกู,แกเชือดหมู,ปนแกล้ม,แกมสุรา
แล้วเรียกพระ,มังคลา,สานุศิษย์,มานั่งชิด,รินเหล้า,เอาอ้ายหนู,ลูกของมึง,ทั้งสิ้น,กินกับกู,แกเชือดหมู,ปนแกล้ม,แกมสุรา,กินจนเมา,เหล้าหมด,เป็นสี่ขวด,แล้วพูดอวด,พวกแขก,แปลกภาษา,ความยินดี,ปรีดิ์เปรม,เอมอุรา,เมาจนตา,แดงก่ำ,ดั่งตำลึง
กินจนเมา,เหล้าหมด,เป็นสี่ขวด,แล้วพูดอวด,พวกแขก,แปลกภาษา,ความยินดี,ปรีดิ์เปรม,เอมอุรา,เมาจนตา,แดงก่ำ,ดั่งตำลึง,แล้วฉุนแค้น,แสนอาย,ไม่หายแค้น,จะตอบแทน,ให้จงได้,เพราะไกหึง,คงจะไม่,พ้นฝีมือ,อย่าอื้ออึง,ตีให้ถึง,ลังกา,ดาประดัง
ท้าวโกสัย,ไปหน้า,พาบาทหลวง,อาศัยดวง,จันทร์กระจ่าง,สว่างฉาย,แล้วปราบปราม,ห้ามพหล,พลนิกาย,อย่าวุ่นวาย,อื้ออึง,คะนึงไป,ครั้นถึงท่า,หน้าหาด,เรือกลาดเกลื่อน,ชะสมเหมือน,คำกล่าว,ท้าวโกสัย,แกยินดี,ปรีดา,ให้พาไป,กำปั่นใหญ่,พร้อมกัน,นอกสันดอน
ครั้นถึงท่า,หน้าหาด,เรือกลาดเกลื่อน,ชะสมเหมือน,คำกล่าว,ท้าวโกสัย,แกยินดี,ปรีดา,ให้พาไป,กำปั่นใหญ่,พร้อมกัน,นอกสันดอน,แต่บรรดา,ท้าวพระยา,เรียกมาหมด,แกตั้งกฎ,หมายทำ,คำอักษร,แล้วเขียนส่ง,ให้ทุกท้าว,เจ้านคร,เอาอักษร,นี้ไปดู,ให้รู้กัน
