w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
นึกศรัทธา,กล้าหาญ,สำราญจิต,จนอาทิตย์,อุทัยไข,รัศมี,ชวนลูกยา,มายัง,ท่านโยคี,อัญชลี,เล่าความ,ตามคำนึง,จะขอบวช,บรรพชา,รักษากิจ,อยู่เป็นศิษย์,ในสำนัก,สักพักพึ่ง,พอสมสร้าง,ทางธรรม,สำมะดึงส์,ให้ลุถึง,พระนิพพาน,สำราญใจ
กล่าวถึงลำ,สำเภาท้าว,สิลราช,พระพายกราด,พาระเหิด,เตลิดเหลิง,ต้องลมใหญ่,ใบฉีก,เป็นปีกเปิง,ลอยละเลิง,แล่นมา,สิบห้าคืน,ถึงช่องกว้าง,หว่างเขา,เหล่าละเมาะ,แลเห็นเกาะ,หนึ่งไกล,ใหญ่ทะมื่น,รุกขาเขา,เขียวชอุ่ม,เป็นพุ่มยืน,ที่ภูมิพื้น,แผ่นผา,โอฬารึก
ถึงช่องกว้าง,หว่างเขา,เหล่าละเมาะ,แลเห็นเกาะ,หนึ่งไกล,ใหญ่ทะมื่น,รุกขาเขา,เขียวชอุ่ม,เป็นพุ่มยืน,ที่ภูมิพื้น,แผ่นผา,โอฬารึก,จึงทรงส่อง,กล้องแก้ว,แววสว่าง,เห็นสล้าง,สลับแล,ล้วนแต่ตึก,เพ่งพินิจ,คิดประหลาด,อนาถนึก,แล้วรำลึก,ความหลัง,ได้ดังใจ
จึงทรงส่อง,กล้องแก้ว,แววสว่าง,เห็นสล้าง,สลับแล,ล้วนแต่ตึก,เพ่งพินิจ,คิดประหลาด,อนาถนึก,แล้วรำลึก,ความหลัง,ได้ดังใจ,เทวดา,ว่าจะพบ,ผู้วิเศษ,สบสังเกต,เขานี้,ไม่มีไหน,จึงสั่งให้,นายท้าย,บ่ายเข้าไป,ประทับใกล้,เงื้อมผา,หน้าคิรี
เทวดา,ว่าจะพบ,ผู้วิเศษ,สบสังเกต,เขานี้,ไม่มีไหน,จึงสั่งให้,นายท้าย,บ่ายเข้าไป,ประทับใกล้,เงื้อมผา,หน้าคิรี,แล้วตรัสใช้,ให้ขุนหมื่น,ขึ้นบนเขา,ดูกุฏิ์เปล่า,อยู่ดอกหรือ,มีฤๅษี,ถ้าพบองค์,จงแถลง,แจ้งคดี,ว่าเรานี้,จะไปหา,พระอาจารย์
ผู้รับสั่ง,บังคม,บรมนาถ,ขึ้นทางหาด,หุบผา,ด้วยกล้าหาญ,มองเห็นคน,บนศาลา,ที่หน้าชาน,มากประมาณ,ร้อยเศษ,หลายเพศพรรณ,พระโยคี,มีสอง,เจ้าเณรหนึ่ง,หลงตะลึง,แลชม,ล้วนคมสัน,จึงเข้าไป,ใกล้ศาลา,เห็นหน้ากัน,คนทั้งนั้น,ถามไถ่,ไปไหนมา
ไปตามทาง,หว่างสวน,ฉนวนกั้น,ถึงเชิงชั้น,แผ่นผา,ศิลาเผิน,ดูกุฎี,ที่ศาลา,ก็น่าเพลิน,ควรเจริญ,อิริยา,รักษาพรต,พระชมพลาง,ทางพา,ธิดาราช,กำนัลนาฏ,แวดล้อม,มาพร้อมหมด,เห็นโยคี,ที่บัลลังก์,นั่งประณต,แล้วทรงยศ,ตรัสถาม,ตามบุราณ
พระชมพลาง,ทางพา,ธิดาราช,กำนัลนาฏ,แวดล้อม,มาพร้อมหมด,เห็นโยคี,ที่บัลลังก์,นั่งประณต,แล้วทรงยศ,ตรัสถาม,ตามบุราณ,ผู้เป็นเจ้า,สามองค์,ทรงสิกขา,ดูโสภา,รูปทรง,ส่งสัณฐาน,แต่องค์นั้น,ฉันดู,เป็นกุมาร,มาอยู่นาน,หรือพึ่งมา,รักษาพรต
ผู้เป็นเจ้า,สามองค์,ทรงสิกขา,ดูโสภา,รูปทรง,ส่งสัณฐาน,แต่องค์นั้น,ฉันดู,เป็นกุมาร,มาอยู่นาน,หรือพึ่งมา,รักษาพรต,หนึ่งลูกไม้,ในเกาะ,พอเสาะฉัน,หรือกลางวัน,วายฤดู,ก็สู้อด,ทั้งสัตว์ร้าย,สายชล,บนบรรพต,มาบีฑา,ปรากฏ,บ้างหรือไร
แล้วตรัสว่า,พระอภัย,ผู้เป็นเจ้า,ทุกข์ก็เท่า,โยมทุกข์,เพราะยุคเข็ญ,จากสมบัติ,พลัดพราก,ได้ยากเย็น,โยมมาเห็น,ก็ให้คิด,อนิจจัง,จะขอถาม,ความพระ,ผู้เป็นเจ้า,นิมนต์เล่า,เหตุผล,แต่หนหลัง,ไยจึงพราก,จากเขต,นิเวศน์วัง,โยมยังฟัง,ไม่กระจ่าง,ในทางความ
