w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
นางออกนั่ง,ยังหน้า,พลับพลาโถง,ท้องพระโรง,ทิวทุ่ง,ริมกรุงศรี,แสนรำลึก,ตรึกตรา,ถึงสามี,จะอยู่ที่,ห้องไหน,หนอในวัง,เขม่นจิต,คิดหึง,คำนึงนึก,หรืออยู่ตึก,แต้มทอง,ที่สองหลัง,เฝ้าคลึงเคล้า,เช้าค่ำ,แต่ลำพัง,ยิ่งแค้นคั่ง,เคืองขืน,กลืนน้ำตา
เขม่นจิต,คิดหึง,คำนึงนึก,หรืออยู่ตึก,แต้มทอง,ที่สองหลัง,เฝ้าคลึงเคล้า,เช้าค่ำ,แต่ลำพัง,ยิ่งแค้นคั่ง,เคืองขืน,กลืนน้ำตา,จึงเอื้อนอรรถ,ตรัสถาม,ความพี่เลี้ยง,อยู่พร้อมเพรียง,ไพร่นาย,ทั้งซ้ายขวา,พวกฝรั่ง,ยังไม่แจ้ง,แห่งเรามา,จะพูดจา,คิดอ่าน,ประการใด
เจ้าพราหมณ์พร้อม,น้อมนอบ,ตอบสนอง,แล้วแต่ต้อง,พระปัญญา,อัชฌาสัย,ด้วยเผ่าพงศ์,วงศ์วาน,การข้างใน,อันพวกไพร่,พรั่นพระ,ราชอาชญา,นางเห็นจริง,นิ่งตรึก,จารึกสาร,คิดว่าขาน,เขียนความ,ตามประสา,ฉบับหนึ่ง,ถึงกษัตริย์,ภัสดา,แล้วตีตรา,พับปิด,ผนิดดี
ฝ่ายนารี,ที่เป็นทูต,ช่างพูดเพราะ,จะทะเลาะ,ชาวลังกา,กินยาเสียง,มาแต่เมือง,เครื่องหอม,มีพร้อมเพรียง,ขึ้นนั่งเตียง,แต่งตัว,ให้ยั่วยวน,ตั้งคันฉ่อง,ส่องหวี,เกศีเส้น,มีขนเม่น,น้อยน้อย,สอยสงวน,ไรจุกดิบ,กริบผม,พอสมควร,เอาแป้งนวล,ผัดหน้า,ด้วยมาไกล
ตั้งคันฉ่อง,ส่องหวี,เกศีเส้น,มีขนเม่น,น้อยน้อย,สอยสงวน,ไรจุกดิบ,กริบผม,พอสมควร,เอาแป้งนวล,ผัดหน้า,ด้วยมาไกล,นุ่งลายอย่าง,ช่างจีบ,กลีบสลับ,ห่มสีทับ,ทิมทอง,ดูผ่องใส,แล้วทูลลา,พาเหล่า,นางสาวใช้,เดินออกไป,ที่รถา,ขึ้นหน้ารถ
นุ่งลายอย่าง,ช่างจีบ,กลีบสลับ,ห่มสีทับ,ทิมทอง,ดูผ่องใส,แล้วทูลลา,พาเหล่า,นางสาวใช้,เดินออกไป,ที่รถา,ขึ้นหน้ารถ,พวกเกณฑ์แห่,แตรสังข์,ประดังเสียง,เครื่องสูงเคียง,กรรชิง,ทั้งกลิ้งกลด,สาวใช้นาง,ย่างเยื้อง,เชิญเครื่องยศ,พลางแห่รถ,ข้ามทุ่ง,เข้ากรุงไกร
พวกเกณฑ์แห่,แตรสังข์,ประดังเสียง,เครื่องสูงเคียง,กรรชิง,ทั้งกลิ้งกลด,สาวใช้นาง,ย่างเยื้อง,เชิญเครื่องยศ,พลางแห่รถ,ข้ามทุ่ง,เข้ากรุงไกร,ถึงประตู,บูรี,ที่ประทับ,จึงหยุดยับ,ยั้งแจ้ง,แถลงไข,แล้วบอกกล่าว,ข่าวสาร,ท่านข้างใน,เร่งทูลให้,ทราบความ,ตามสำเนา
นายประตู,รู้จำ,เอาคำสั่ง,ไปในวัง,เล่าตาม,เนื้อความเขา,พวกท้าวนาง,ต่างว่าฉาว,แล้วชาวเรา,รีบเข้าเฝ้า,ทูลแถลง,แจ้งกิจจา,บัดนี้พระ,มเหสี,ผู้มียศ,กับโอรส,บุตรี,มียศถา,เสด็จตาม,ข้ามฝั่ง,มาลังกา,อยู่พลับพลา,พลพร้อม,ล้อมพระองค์
บัดนี้พระ,มเหสี,ผู้มียศ,กับโอรส,บุตรี,มียศถา,เสด็จตาม,ข้ามฝั่ง,มาลังกา,อยู่พลับพลา,พลพร้อม,ล้อมพระองค์,แต่งสตรี,มีชื่อ,มาสื่อสาร,จะว่าขาน,ข้อความ,ตามประสงค์,แม้รับเฝ้า,ก็จะเข้า,มาเฝ้าองค์,มิรับคง,จะเข้ามา,ไม่ช้าที
พระอภัย,ให้หาน้อง,กับโอรส,มาพร้อมหมด,ทั้งวัณฬา,มารศรี,พลางปรึกษา,ว่าคงฉาว,แล้วคราวนี้,นางมาลี,หล่อนช่างพา,ลูกมาตาม,จะหวงหึง,ดึงดื้อ,ถือทิฐิ,เขาแล้วสิ,ใจเพชร,ไม่เข็ดขาม,เชิญพระน้อง,ลองออก,ไปบอกความ,ช่วยห้ามปราม,ให้เขากลับ,กองทัพไป
