w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายบาทหลวง,ล่วงรู้,เมื่อสู้รบ,ครั้นค่ำพลบ,พลัดพราย,กระจายหนี,จึงนึกว่า,พวกฝรั่ง,รบครั้งนี้,เสียท่วงที,ทุกครั้ง,เพราะยังเยาว์,อ้ายสี่คน,พลน้อย,จะย่อยยับ,เขาหลายทัพ,ถึงจะแก้,ก็แพ้เขา,ทั้งพวกพ่อ,ก็จะโกรธ,ทำโทษเรา,ว่าบอกเล่า,ความหลัง,กับมังคลา
อ้ายสี่คน,พลน้อย,จะย่อยยับ,เขาหลายทัพ,ถึงจะแก้,ก็แพ้เขา,ทั้งพวกพ่อ,ก็จะโกรธ,ทำโทษเรา,ว่าบอกเล่า,ความหลัง,กับมังคลา,ไม่ถือพระ,จะทำ,ด้วยอำนาจ,ล้วนหยาบคาย,ร้ายกาจ,นอกศาสนา,ไม่พ้นผิด,คิดดู,เป็นครูบา,อยู่ลังกา,น่าที่,จะมีภัย
ไม่ถือพระ,จะทำ,ด้วยอำนาจ,ล้วนหยาบคาย,ร้ายกาจ,นอกศาสนา,ไม่พ้นผิด,คิดดู,เป็นครูบา,อยู่ลังกา,น่าที่,จะมีภัย,วลายุ,ดามาตี,เดี๋ยวนี้เล่า,ก็แตกเขา,เฝ้าแต่แพ้,ต้องแก้ไข,ยังไล่จับ,สัประยุทธ์,จะจุดไฟ,ให้เพลิงไหม้,มันจะกลับ,กองทัพมา
วลายุ,ดามาตี,เดี๋ยวนี้เล่า,ก็แตกเขา,เฝ้าแต่แพ้,ต้องแก้ไข,ยังไล่จับ,สัประยุทธ์,จะจุดไฟ,ให้เพลิงไหม้,มันจะกลับ,กองทัพมา,แกคิดพลาง,ทางพา,บรรดาเด็ก,ขึ้นเกวียนเหล็ก,ลูกไฟ,ใส่ซ้ายขวา,เที่ยวบอกเล่า,เหล่าฝรั่ง,ว่าลังกา,จะขาดชาติ,ศาสนา,เป็นป่าไป
แกคิดพลาง,ทางพา,บรรดาเด็ก,ขึ้นเกวียนเหล็ก,ลูกไฟ,ใส่ซ้ายขวา,เที่ยวบอกเล่า,เหล่าฝรั่ง,ว่าลังกา,จะขาดชาติ,ศาสนา,เป็นป่าไป,ใครถือพระ,จะสมทบ,ช่วยรบสู้,มาตามกู,ดูแล,จะแก้ไข,ฝรั่งฟัง,สังฆราช,ก็หวาดใจ,ต่างฉวยได้,ดาบหอก,ออกวิ่งดาม
ใครถือพระ,จะสมทบ,ช่วยรบสู้,มาตามกู,ดูแล,จะแก้ไข,ฝรั่งฟัง,สังฆราช,ก็หวาดใจ,ต่างฉวยได้,ดาบหอก,ออกวิ่งดาม,ต่างรู้ความ,ทำนาย,ทั้งชายหญิง,พากันวิ่ง,ตามถนน,ออกล้นหลาม,ถึงโรงราย,ท้ายวัง,หยุดสั่งความ,บรรดาตาม,กูมา,ช่วยราวี
ต่างรู้ความ,ทำนาย,ทั้งชายหญิง,พากันวิ่ง,ตามถนน,ออกล้นหลาม,ถึงโรงราย,ท้ายวัง,หยุดสั่งความ,บรรดาตาม,กูมา,ช่วยราวี,แม้เกิดไฟ,ไหม้วัง,คนทั้งหลาย,จะแตกตื่น,แยกย้าย,พลัดพรายหนี,จับกษัตริย์,หัสไชย,พวกไพรี,ผลาญชีวี,เสียให้ได้,อย่าไว้มือ
แม้เกิดไฟ,ไหม้วัง,คนทั้งหลาย,จะแตกตื่น,แยกย้าย,พลัดพรายหนี,จับกษัตริย์,หัสไชย,พวกไพรี,ผลาญชีวี,เสียให้ได้,อย่าไว้มือ,แล้วหยิบชุด,จุดประทัด,ทั้งมัดใหญ่,เป็นลูกไฟ,ติดต่อ,บินปร๋อปรื๋อ,ตกตึกราม,ลามไหม้,เปลวไฟฮือ,เสียงอึงอื้อ,อึกทึก,ดังครึกครื้น
แล้วหยิบชุด,จุดประทัด,ทั้งมัดใหญ่,เป็นลูกไฟ,ติดต่อ,บินปร๋อปรื๋อ,ตกตึกราม,ลามไหม้,เปลวไฟฮือ,เสียงอึงอื้อ,อึกทึก,ดังครึกครื้น,พวกผู้หญิง,วิ่งผวา,ถลาล้ม,ผ้านุ่งห่ม,หายไปไม่,ได้สักผืน,พวกฝรั่ง,สังฆราช,ซ้ำสาดปืน,ต่างวิ่งตื่น,แตกพลัด,กระจัดกระจาย
ท้าวทศวงศ์,องค์พระ,มเหสี,สุมาลี,กับลูกรัก,นักสนม,อุตลุด,ยุดเหนี่ยว,กันเกลียวกลม,บ้างลุกล้ม,หลบลี้,เที่ยวหนีไฟ,เป็นฝูงฝูง,จูงกัน,วิ่งหันเหียน,เลี้ยววนเวียน,วิ่งวง,เที่ยวหลงใหล,ควันตลบ,กลบกลุ้ม,มืดคลุ้มไป,จนหายใจ,ไม่ใครออก,วิ่งซอกซอน
