w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวเรื่อง,เมืองลังกา,วัณฬาราช,ครั้นหน่อนาถ,กับนัดดา,ใหญ่กล้าหาญ,อันองค์พระ,มังคลา,ปรีชาชาญ,หนุ่มประมาณ,ชันษา,สิบห้าปี,รู้วิสัย,ไตรเพท,ประเทศถิ่น,ภูมิแผ่นดิน,ทั้งทวา,ทศราศี,ทั้งพระน้อง,สองนัดดา,ปัญญาดี,เกิดร่วมปี,เป็นแต่,แก่เดือนตรา
ฝ่ายโฉมยง,องค์ละเวง,เกรงวิวาท,มิเหมือนมาด,ขัดขวาง,จะหมางหมอง,จึงนบนอบ,ตอบความ,ตามทำนอง,อันสิ่งของ,ให้เขา,จะเอามา,เหมือนย้อนยอก,กลอกกลับ,อัปยศ,ต้องเสียยศ,ด้วยเขาจะ,ครหา,ในเดือนสี่,นี้จะสั่ง,ตั้งราชา,แล้วกราบลา,เข้าในเขต,นิเวศน์วัง
แม่จึงต้อง,ครองวัง,แต่ยังสาว,พึ่งรุ่นราว,รบพุ่ง,ยุ่งใจหาย,พ่อเจ้ามา,ราวี,ทั้งพี่ชาย,ฆ่ากันตาย,ดาษดื่น,นับหมื่นพัน,นางวัณฬา,พากู,ไปสู้รบ,หลายตลบ,เหลือการ,เจียวหลานขวัญ,เขาลอบลัก,รักใคร่,จนได้กัน,กูไม่ทัน,รู้ด้วย,แทบม้วยมรณ์
นางวัณฬา,พากู,ไปสู้รบ,หลายตลบ,เหลือการ,เจียวหลานขวัญ,เขาลอบลัก,รักใคร่,จนได้กัน,กูไม่ทัน,รู้ด้วย,แทบม้วยมรณ์,มาอยู่วัง,ทั้งอา,เชษฐาเจ้า,แต่ว่าเขา,ไม่ฟัง,กูสั่งสอน,อันเนินเพชร,เจ็ดสี,ที่นคร,เกิดด้วยก้อน,เก็จแก้ว,ดูแววไว
มาอยู่วัง,ทั้งอา,เชษฐาเจ้า,แต่ว่าเขา,ไม่ฟัง,กูสั่งสอน,อันเนินเพชร,เจ็ดสี,ที่นคร,เกิดด้วยก้อน,เก็จแก้ว,ดูแววไว,เมื่อลูกสาว,เจ้าพารา,การะเวก,เอาเพชรเอก,ออกจากหิน,แผ่นดินไหว,จึงเมืองเรา,เศร้าหมอง,เสียของไป,เขาเอาไว้,เมืองเขาเกิด,เนาวรัตน์
เมื่อลูกสาว,เจ้าพารา,การะเวก,เอาเพชรเอก,ออกจากหิน,แผ่นดินไหว,จึงเมืองเรา,เศร้าหมอง,เสียของไป,เขาเอาไว้,เมืองเขาเกิด,เนาวรัตน์,ถ้าแม้นหลาน,ผ่านพารา,ลังกาแล้ว,คิดคืนแก้ว,โคตรเพชร,อันเตร็จตรัจ,กลับมาไว้,ได้อุดม,โสมนัส,ให้สมบัติ,มั่งคั่ง,ในลังกา
คิดเกลี้ยกล่อม,ซ้อมหัด,จัดทหาร,ให้ชำนาญ,การศึก,ค่อยฝึกฝน,หาผู้รู้,ผู้วิเศษ,ทรงเวทมนตร์,ทั้งคงทน,ปรนปรือ,ให้ลือชา,อันเมืองน้อย,ร้อยประเทศ,ทุกเขตขอบ,จะนบนอบ,สาพิภักดิ์,ด้วยหนักหนา,ทั้งแว่นแคว้น,แดนฝรั่ง,เกาะลังกา,ไม่สิ้นผู้,รู้ตำรา,วิชาการ
อันเมืองน้อย,ร้อยประเทศ,ทุกเขตขอบ,จะนบนอบ,สาพิภักดิ์,ด้วยหนักหนา,ทั้งแว่นแคว้น,แดนฝรั่ง,เกาะลังกา,ไม่สิ้นผู้,รู้ตำรา,วิชาการ,เมื่อรบพุ่ง,กรุงผลึก,เป็นศึกใหญ่,ได้ใช้อ้าย,ย่องตอด,ยอดทหาร,เจ้าครองวัง,ลังกา,ไปช้านาน,จงคิดอ่าน,เอามาเลี้ยง,ไว้เวียงชัย
เมื่อรบพุ่ง,กรุงผลึก,เป็นศึกใหญ่,ได้ใช้อ้าย,ย่องตอด,ยอดทหาร,เจ้าครองวัง,ลังกา,ไปช้านาน,จงคิดอ่าน,เอามาเลี้ยง,ไว้เวียงชัย,แม้คนดี,มีมาก,ไม่ยากจิต,จึงค่อยคิด,ปราบปราม,ตามวิสัย,ไปขอเพชร,เตร็จตรัจ,ถ้าขัดไว้,จึงยกไป,คืนเอา,ของเรามา
แม้คนดี,มีมาก,ไม่ยากจิต,จึงค่อยคิด,ปราบปราม,ตามวิสัย,ไปขอเพชร,เตร็จตรัจ,ถ้าขัดไว้,จึงยกไป,คืนเอา,ของเรามา,แม้ตามติด,คิดรับ,ให้ยับย่อย,จะเลิศลอย,ลืออำ,นาจวาสนา,อย่านึกขลาด,ชาติกษัตริย์,นะนัดดา,พระมังคลา,รับคำ,จะทำตาม
