w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พวกไทยปา,ตลีบุตร,ว่าหยุดก่อน,ชาวละคร,ร้องฮื้อทำ,พรื้อพ่อ,เจ๊กเห็นสาว,ชาวชวา,ร้องว่าฮ้อ,แขกว่ายอ,ละเด,ไพล่เผลความ,บ้างเพลิดเพลิน,เดินดูงาน,การฉลอง,ออกเนืองนอง,ท้องแถว,แนวสนาม,ลูกสาวหาย,หลายแห่ง,เพราะแต่งงาม,พ่อแม่ตาม,ถามไต่,ก็ไม่พบ
พอผู้ถือ,หนังสือเรื่อง,เมืองผลึก,บอกข่าวศึก,รมจักร,ซึ่งหักหาญ,ถึงพร้อมกัน,วันฤกษ์,เมื่อเลิกงาน,พระอ่านสาร,ทราบว่า,เสียธานี,ตกพระทัย,ไหวหวาด,อนาถนัก,พระวรพักตร์,หม่นหมอง,ทั้งสองศรี,จะเลิกทัพ,กลับไป,ปราบไพรี,ยังไม่มี,กษัตริย์ครอง,รัตนา
ตกพระทัย,ไหวหวาด,อนาถนัก,พระวรพักตร์,หม่นหมอง,ทั้งสองศรี,จะเลิกทัพ,กลับไป,ปราบไพรี,ยังไม่มี,กษัตริย์ครอง,รัตนา,จึงมอบแดน,แผ่นดินให้,สินสมุทร,อรุณนุช,ดำรง,สืบวงศา,ศึกสำเร็จ,เสร็จสรรพ,จะกลับมา,ให้อำมาตย์,มาตยา,รักษาไว้
จัดประจง,ทรงเครื่อง,เรืองระยับ,มงกุฎจอน,ซ้อนประดับ,ดอกไม้ไหว,ครั้นเสร็จสรรพ,จับคทา,แล้วคลาไคล,กำนัลใน,นางห้าม,ตามลีลา,เสด็จลง,ทรงกำปั่น,สุวรรณรัตน์,พร้อมขนัด,พลนิกาย,กองซ้ายขวา,นายทหาร,ขานโห่,ก้องโกลา,ปืนสัญญา,ยิงลั่น,สนั่นดัง
เสด็จลง,ทรงกำปั่น,สุวรรณรัตน์,พร้อมขนัด,พลนิกาย,กองซ้ายขวา,นายทหาร,ขานโห่,ก้องโกลา,ปืนสัญญา,ยิงลั่น,สนั่นดัง,ออกลอยลำ,กำปั่น,เป็นหลั่นล่อง,เสียงฆ้องกลอง,เซ็งแซ่,ทั้งแตรสังข์,ออกมหา,สาชล,ข้ามวนวัง,ทั้งหน้าหลัง,แล่นตาม,กันหลามทาง
นึกแค้นด้วย,ว่าเป็นเนื้อ,ไม่เกื้อหนุน,ซ้ำทารุณ,รบพุ่ง,เอากรุงศรี,สร้อยสุวรรณ,จันทร์สุดา,สุมาลี,ป่านฉะนี้,เป็นไฉน,เหลือไกลกัน,เมื่อเรือแตก,แยกย้าย,เหมือนตายแล้ว,กลับได้แก้ว,กลอยใจมา,ไอศวรรย์,เมื่อทุกข์มี,พี่คลั่ง,ไปครั้งนั้น,ทมิฬมัน,มาสมทบ,รบบุรี
เมื่อเรือแตก,แยกย้าย,เหมือนตายแล้ว,กลับได้แก้ว,กลอยใจมา,ไอศวรรย์,เมื่อทุกข์มี,พี่คลั่ง,ไปครั้งนั้น,ทมิฬมัน,มาสมทบ,รบบุรี,เจ้าคุมทัพ,รับท้าว,เก้าประเทศ,ไม่เสียเขต,แขกตาย,พลัดพรายหนี,ทัพลังกา,ฝรั่ง,มาครั้งนี้,กลับเสียที,ทั้งตัว,จากผัวไป
เจ้าคุมทัพ,รับท้าว,เก้าประเทศ,ไม่เสียเขต,แขกตาย,พลัดพรายหนี,ทัพลังกา,ฝรั่ง,มาครั้งนี้,กลับเสียที,ทั้งตัว,จากผัวไป,โอ้เป็นเคราะห์,เพราะประมาท,จึงพลาดพลั้ง,ด้วยนึกหวัง,ว่าเป็นเนื้อ,ในเชื้อไข,จะคิดอ่าน,ผลาญมัน,ให้บรรลัย,แล้วแข็งใจ,กลืนกล้ำ,กลั้นน้ำตา
ไปปราสาท,มาตุรงค์,พระทรงยศ,น้อมประณต,บังคม,ก้มเกศา,แล้วทูลถาม,ความโศก,โรคชรา,นางพระยา,ยังไม่รู้,ว่าผู้ใด,ทรงแว่นส่อง,มองเขม้น,เห็นลูกเขย,พ่อคุณเอ๋ย,มาดี,จะมีไหน,อ้ายฝรั่ง,ลังกา,คุมข้าไท,มาจุดไฟ,ไหม้รอบ,ขอบบุรี
ทรงแว่นส่อง,มองเขม้น,เห็นลูกเขย,พ่อคุณเอ๋ย,มาดี,จะมีไหน,อ้ายฝรั่ง,ลังกา,คุมข้าไท,มาจุดไฟ,ไหม้รอบ,ขอบบุรี,อันเสนา,ข้าเฝ้า,เหล่าทหาร,ไม่ต้านทาน,ราญรบ,ต่างหลบหนี,พวกกองทัพ,จับธิดา,สุมาลี,ไปฆ่าตี,หรือจะอยู่,ไม่รู้เลย
