w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวสุด,สาคร,บวรนาถ,คุมเรือราช,สาราลัง,กาผลึก,ตั้งเข็มข้าม,ตามแผน,ออกแล่นลึก,เสียงสะทึก,สะท้านคลื่น,ทุกคืนวัน,ถึงพารา,การะเวก,เข้าวังราช,เฝ้าพระบาท,บิตุเรศ,เจ้าเขตขัณฑ์,ทูลเล่าความ,ตามจริง,ทุกสิ่งอัน,ถวายบรร,ณาการ,ทั้งสารตรา
พระทราบข่าว,ราวเรื่อง,ว่าลูกรัก,สำราญพรัก,พร้อมกัน,ก็หรรษา,จึงตรัสสั่ง,พระศรีภู,ริปรีชา,คลี่สารา,เรื่องสาร,ออกอ่านความ,สารพระองค์,ทรงบำรุง,กรุงผลึก,ไปปราบศึก,เสร็จเตียน,ที่เสี้ยนหนาม,พระหัสไชย,ไปด้วย,ช่วยสงคราม,แล้วทูลความ,ขอพระน้อง,สองธิดา
มอบประเทศ,เขตแคว้น,แสนสมบัติ,ให้พระหัส,ไชยครอง,กับสองศรี,มารวมรอม,พร้อมอยู่,สามบูรี,ด้วยเปรมปรีดิ์,ปรารถนา,วิวาห์การ,หนึ่งนงเยาว์,เสาวคนธ์,วิมลมิ่ง,ก็เป็นหญิง,ยากแค้น,แสนสงสาร,ซึ่งบิดพลิ้ว,กริ้วโกรธ,จงโปรดปราน,ขอประทานโทษ,ธิดา,ได้ปรานี
พอจบสาร,หวานโสต,โปรดประภาษ,ตามแต่วา,สนาจิต,คิดประสงค์,พระเชษฐา,ปรานี,สุริย์วงศ์,จะสืบพงศ์,กษัตริย์ให้,วัฒนา,จะไปด้วย,ช่วยชู,ภูธเรศ,ให้ฟุ้งเฟื่อง,เรืองพระเดช,พระเชษฐา,จะเดินทาง,กลางทะเล,จัดเภตรา,สักสิบห้า,ลำใหญ่,ใส่ใบกล
ฝ่ายอำมาตย์,บาดหมาย,พวกนายหมวด,เหล่าตำรวจ,เรียกกัน,อยู่หวั่นไหว,แต่งกำปั่น,บรรดา,จะคลาไคล,เปลี่ยนเชือกเสา,เพลาใบ,ติดไกกล,ทั้งข้าวน้ำ,ลำเลียง,เสบียงเบิก,เสียงเอิกเกริก,จ่ายแจก,ต้องแบกขน,ปืนประจำ,ลำไว้,พร้อมไพร่พล,ทั้งต้นหน,ล้าต้า,พร้อมหน้ากัน
แท่นที่นั่ง,หลังคา,ท้ายบาหลี,ล้วนมณี,นิลแนม,แจ่มจำรัส,ได้ฤกษ์ดี,มีลม,โสมนัส,พวกเกณฑ์หัด,โห่ลั่น,ปืนสัญญา,ธงไชยโชค,โบกบอก,ออกกำปั่น,ลำดั้งกัน,พรรณราย,เรียงซ้ายขวา,ออกน้ำเค็ม,เข็มมุ่ง,กรุงลังกา,ได้ลมใช้,ใบมา,ในสาคร
จอมกษัตริย์,ตรัสชวน,มเหสี,ออกนั่งที่,แท่นรัตน์,ชมมัจฉา,ดูน่ากลัว,จระเข้,ทั้งเหรา,ล้วนโตโต,โลมาเหล่า,ปลาวาฬ,ฝูงฉนาก,ปากมัน,เหมือนฟันเลื่อย,ขึ้นยาวเฟื้อย,ฟันฟาด,เสียงฉาดฉาน,ชิ้นไก่หมู่,ผู้หญิง,ทิ้งให้ทาน,ชิงอาหาร,ฮุบฟัด,ไล่กัดกัน
ฝูงฉนาก,ปากมัน,เหมือนฟันเลื่อย,ขึ้นยาวเฟื้อย,ฟันฟาด,เสียงฉาดฉาน,ชิ้นไก่หมู่,ผู้หญิง,ทิ้งให้ทาน,ชิงอาหาร,ฮุบฟัด,ไล่กัดกัน,ฝูงมังกร,ซอนฟอง,ตระกองเกี้ยว,ต่างเลื้อยเลี้ยว,ไล่เวีย,นวนเหียนหัน,ผู้หญิงนั่ง,แข็งตัว,ว่ากลัวมัน,เห็นเงือกน้ำ,สำคัญ,ว่าคนลอย
ฝูงมังกร,ซอนฟอง,ตระกองเกี้ยว,ต่างเลื้อยเลี้ยว,ไล่เวีย,นวนเหียนหัน,ผู้หญิงนั่ง,แข็งตัว,ว่ากลัวมัน,เห็นเงือกน้ำ,สำคัญ,ว่าคนลอย,หางเป็นปลา,หน้าเป็นหนู,นั่งดูเล่น,เป็นเสือสีห์,หมีเม่น,ตัวเป็นหอย,พวกสาวใช้,ไว้จุก,ลูกน้อยน้อย,ทิ้งกล้วยอ้อย,อาหาร,ให้ทานปลา
หางเป็นปลา,หน้าเป็นหนู,นั่งดูเล่น,เป็นเสือสีห์,หมีเม่น,ตัวเป็นหอย,พวกสาวใช้,ไว้จุก,ลูกน้อยน้อย,ทิ้งกล้วยอ้อย,อาหาร,ให้ทานปลา,ครั้นพลบค่ำ,คล้ำคลุ้ม,ชอุ่มเมฆ,แลวิเวก,กลางทะเล,พระเวหา,ไปเดือนหนึ่ง,ถึงฝั่ง,เกาะลังกา,พระสุดสา,ครเชิญ,ขึ้นเดินทาง
