w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ส่วนกษัตริย์,หัสไชย,มิได้หยุด,ขับสิงห์รุด,เร่งไพร่,เดินไพรสณฑ์,ออกทุ่งกว้าง,ทางเตียน,ไม่เวียนวน,ถึงสิงหล,ลังกา,ไปหน้าวัง,พบหนุ่มสาว,ชาวผลึก,อยู่ตึกนอก,ถามเขาบอก,เรื่องต้น,จนหนหลัง,หาท้าวนาง,พวกข้างใน,เล่าให้ฟัง,ตามรับสั่ง,สารศรี,ที่มีมา
ส่วนสุวรรณ,มาลี,ศรีสวัสดิ์,เข้ากอดหัส,ไชยชิด,พิศวง,มเหสี,ทรงยศ,ท้าวทศวงศ์,ต่างองค์ทรง,โศกา,ด้วยอาลัย,นางละเวง,เร่งรำภา,ให้หาหมอ,วิ่งสอสอ,เซ็งแซ่,มาแก้ไข,บ้างโบกลม,พรมพร่ำ,น้ำดอกไม้,ค่อยชื่นใจ,ได้อารมณ์,สมประดี
นางละเวง,เร่งรำภา,ให้หาหมอ,วิ่งสอสอ,เซ็งแซ่,มาแก้ไข,บ้างโบกลม,พรมพร่ำ,น้ำดอกไม้,ค่อยชื่นใจ,ได้อารมณ์,สมประดี,ต่างเล่าความ,ตามเรื่อง,ที่เคืองขัด,ให้พระหัส,ไชยอ่าน,เรื่องสารศรี,ในสารา,ว่าพระ,อภัยมณี,จอมโมลี,โลกา,สถาวร
ต่างเล่าความ,ตามเรื่อง,ที่เคืองขัด,ให้พระหัส,ไชยอ่าน,เรื่องสารศรี,ในสารา,ว่าพระ,อภัยมณี,จอมโมลี,โลกา,สถาวร,เมื่อครองวัง,ลังกา,วัณฬาราช,พระวรนาถ,ร่วมสุวรรณ,บรรจถรณ์,ทรงทศธรรม์,กรุณา,ประชากร,ราษฎร,ได้เป็นสุข,ทุกตำบล
เมื่อครองวัง,ลังกา,วัณฬาราช,พระวรนาถ,ร่วมสุวรรณ,บรรจถรณ์,ทรงทศธรรม์,กรุณา,ประชากร,ราษฎร,ได้เป็นสุข,ทุกตำบล,จนเกิดบุตร,สุดสวาท,ราชโอรส,ได้ปรากฏ,ยศยิ่ง,ในสิงหล,กลับผ่าเผ่า,เหล่ากอเป็น,ทรชน,เหมือนลูกยาง,ห่างต้น,เที่ยวปล้นเมือง
จนเกิดบุตร,สุดสวาท,ราชโอรส,ได้ปรากฏ,ยศยิ่ง,ในสิงหล,กลับผ่าเผ่า,เหล่ากอเป็น,ทรชน,เหมือนลูกยาง,ห่างต้น,เที่ยวปล้นเมือง,แล้วซ้ำเผา,ข้าวปลา,กระยาหาร,ให้เกิดการ,โกลา,ท้องฟ้าเหลือง,ให้ผู้อื่น,หมื่นแสน,ได้แค้นเคือง,จับสามเมือง,มาขัง,ไว้ลังกา
แล้วซ้ำเผา,ข้าวปลา,กระยาหาร,ให้เกิดการ,โกลา,ท้องฟ้าเหลือง,ให้ผู้อื่น,หมื่นแสน,ได้แค้นเคือง,จับสามเมือง,มาขัง,ไว้ลังกา,หากพระน้อง,ครองสัตย์,บรรทัดเที่ยง,ไม่รักเลี้ยง,ลูกจระ,เข้เสนหา,จึงเชิญองค์,พงศ์กษัตริย์,ขัตติยา,ไปไว้วัง,ลังกา,พยาบาล
หากพระน้อง,ครองสัตย์,บรรทัดเที่ยง,ไม่รักเลี้ยง,ลูกจระ,เข้เสนหา,จึงเชิญองค์,พงศ์กษัตริย์,ขัตติยา,ไปไว้วัง,ลังกา,พยาบาล,ถึงโทษบุตร,ทุจริต,ทำผิดเหลือ,เป็นหน่อเนื้อ,นวลหง,ก็สงสาร,ช่วยว่ากล่าว,น้าวโน้ม,ประโลมลาน,ให้ลูกหลาน,คิดคง,เป็นพงศ์พันธุ์
ฝ่ายพวกพี่,มิใช่แม่,เป็นแต่พ่อ,จึงรั้งรอ,การศึก,มาปรึกษา,แม้คิดเห็น,เป็นธรรม์,เชิญวัณฬา,ยกโยธา,มากระหนาบ,ช่วยปราบปราม,จะปรากฏ,ยศไกร,เมืองใหญ่น้อย,จะเรียบร้อย,ราบเตียน,ที่เสี้ยนหนาม,ขอเชิญน้อง,ตรองตริ,ดำริความ,ให้สมตาม,ลูกเต้า,พงศ์เผ่าพันธุ์
สั่งให้หา,พวกฝรั่ง,สิ้นทั้งหลาย,ล้วนหมื่นขุน,มุลนาย,ฝ่ายทหาร,ให้ถือน้ำ,ทำสัตย์,ปฏิญาณ,คุมไพร่พร้อม,ล้อมปราการ,ทวารวัง,พระหัสไชย,ให้สำหรับ,บังคับขาด,ตามประกาศ,กฎหมาย,อยู่ภายหลัง,ใครขัดขวาง,ล้างชีวา,เสียอย่าฟัง,พลางตรัสสั่ง,หัสเกน,เวรศาลา
