w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ได้ทราบว่า,ข้าศึกติด,เหมราช,เสนามาตย์,น้อยใหญ่,ทูลไขขาน,ได้ปรึกษา,กับท่านครู,ผู้อาจารย์,ต้องคิดการ,ไปช่วยปราบ,ให้ราบเตียน,ด้วยเมืองนี้,เป็นที่,เมืองหน้าด่าน,ฉวยเสียการ,พารา,เป็นพาเหียร,ถ้าแม้นเสีย,เหมรา,เป็นอาเกียรณ์,มันจะเบียน,เขตจังหวัด,รัตนา
ด้วยเมืองนี้,เป็นที่,เมืองหน้าด่าน,ฉวยเสียการ,พารา,เป็นพาเหียร,ถ้าแม้นเสีย,เหมรา,เป็นอาเกียรณ์,มันจะเบียน,เขตจังหวัด,รัตนา,พระปรารภ,กับพระน้อง,คิดตรองตรึก,อยากทำศึก,พูดกัน,ต่างหรรษา,ฝ่ายราเม,ศอาจอง,ทรงศักดา,จึ่งทูลว่า,การศึก,ไม่นึกเกรง
ฝ่ายพระองค์,ทรงศิลป์,นรินทร์รัตน์,โสมนัส,ปรีดิ์เปรม,เกษมศานต์,ด้วยได้น้อง,ตรองตริ,ดำริการ,กับอาจารย์,ผู้วิเศษ,ในเขตคัน,แล้วสั่งพวก,เสนึให้,กรีทัพ,จงพร้อมสรรพ,ทั้งพหล,พลขันธ์,เครื่องหน้าไม้,ปืนยา,สารพัน,จัดให้ทัน,ฤกษ์ดีจะ,กรีพล
ล้วนแกล้วกล้า,สามารถ,ชาติกำแหง,ใส่เสื้อแดง,ถือสาตรา,โกลาหล,กองเสือป่า,แมวเซา,จัดเอาคน,อ้ายพวกปล้น,ย่องเบา,ฆ่าชาวเรือ,ให้ถือขวาน,ด้ำยาว,ถือหลาวแหลน,กับโล่แพน,มันชำนาญ,ทหารเสือ,ใส่หมวกดำ,กำมะหยี่,สี่คลุมเครือ,คล้ายกับเสือ,แอบทาง,กลางอรัญ
ฝ่ายพระองค์,ผู้ดำรง,อาณาเขต,กับราเม,ศน้องชาย,เสร็จผายผัน,ต่างแต่งองค์,ทรงเครื่อง,เรืองสุวรรณ,สายกระสัน,พาหุรัด,จำรัสพราย,ฉลององค์,พื้นดำ,กำมะหยี่,มาลาสี,นิลรัตน์,จำรัสฉาย,ประดับเพชร,เจ็ดสี,มณีพราย,จำหลักลาย,เครือฝรั่ง,อลังกรณ์
พวกทหาร,ขานโห่,ขึ้นสามครั้ง,พร้อมสะพรั่ง,โล่แพน,ดูแน่นหนา,ฝ่ายท่านครู,ผู้ประสิทธิ์,วิทยา,ขึ้นรถา,เข้ากระบวน,ถือทวนทอง,ออกจากวัง,พรั่งพร้อม,โยธาหาญ,เข้าดงดาน,กรอกกรวย,ตามห้วยหนอง,ประทับร้อน,โดยประสงค์,จำนงปอง,แต่เดินกอง,ทัพมา,ได้ห้าวัน
ออกจากวัง,พรั่งพร้อม,โยธาหาญ,เข้าดงดาน,กรอกกรวย,ตามห้วยหนอง,ประทับร้อน,โดยประสงค์,จำนงปอง,แต่เดินกอง,ทัพมา,ได้ห้าวัน,เกือบจะเข้า,เขตแคว้นแดน,เหมราช,พระประพาส,นกไม้,ในไพรสัณฑ์,ไทรมะท,รางยางโพ,ตะโกวัน,ต้นชิงชัน,ช้างน้าว,เหล่ามะเกลือ
มยุรา,พระยาลอ,เสียงจ้อแจ้ว,โกญจาแก้ว,แก้วพลอด,ดั่งคนสอน,จากพรากโพ,ระโดก,กุโงกงอน,ขมิ้นอ่อน,กระตั้วเต้น,กระเต็นไพร,เค้าโมงเมียง,เคียงคู่,เค้าโมงพลอด,กระเรียนกระ,รอดเป็ดหงส์,ส่งเสียงใส,ตะขาบคุ่ม,คับแค,ร้องแซ่ไป,ระวังไพร,ยางกรอก,ฝูงดอกบัว
พักพหล,พลรบ,สมทบทัพ,อเนกนับ,แสนยาโย,ธาไสว,บ้างตีฆ้อง,กลองตรวจ,ทุกหมวดไป,กองฟืนไฟ,นั่งยาม,ตามทำนอง,พวกเสือป่า,แมวเซา,เข้าชายทุ่ง,เขม้นมุ่ง,คอยประจำ,ทุกลำหนอง,เที่ยวแอบซุ่ม,ประชุมกัน,เป็นกองกอง,ไม่โห่ร้อง,เงียบเสียง,สำเนียงคน
จะกล่าวข้าง,เจ็ดพารา,ที่มาล้อม,เห็นทัพล้อม,ยกมา,โกลาหล,จึ่งจัดแจง,แต่งทหาร,ยี่สิบคน,ให้ปลอมปน,ลัดแลง,เที่ยวแฝงฟัง,ไปสืบข่าว,ราวเรื่อง,ว่าเมืองไหน,มาตั้งค่าย,โอบล้อม,เข้าล้อมหลัง,เห็นจะมา,ตีเขต,นิเวศน์วัง,จงไปฟัง,แยบคาย,ร้ายหรือดี
