w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
นางพระยา,ว่าคน,กำพลเพชร,เมืองร้อยเอ็ด,เห็นหาเข้า,กับเราไม่,ทั้งองค์ท้าว,เจ้าเมือง,ต่างเคืองใจ,แม้นกลับไป,ไพรี,จะบีฑา,ด้วยพระขรรค์,นั้นก็หาย,รู้พรายแพร่ง,มันจะแข็ง,เมืองคิด,ริษยา,จะลามล่วง,จ้วงจาบ,ทำหยาบช้า,จะเงยหน้า,ดูมนุษย์,ก็สุดอาย
บาทหลวงว่า,ถ้าไม่ไป,ให้ไกลเล่า,พวกพลเรา,เหล่านี้,จะหนีหาย,ขัดเสบียง,เลี้ยงพหล,พลนิกาย,จะไปฝ่าย,หรดี,วิถีทาง,มีข้าวปลา,นาเกลือ,ทั้งเหนือใต้,จะอาศัย,ได้ถนัด,ไม่ขัดขวาง,ต่างยินยอม,พร้อมพรั่ง,กันทั้งนาง,เวลากลาง,คืนจะล่า,โยธาไป
ฝ่ายพงศ์เผ่า,เฝ้าฟัง,รับสั่งสิ้น,สมถวิล,ยินดี,จะมีไหน,ต่างเร่งรัด,จัดพล,สกลไกร,ทั้งนายไพร่,พร้อมเสร็จ,ทั้งเจ็ดทัพ,มีปืนผา,อาวุธ,เครื่องยุทธ์ครบ,ถ้วนเรือรบ,ใหญ่น้อย,ลอยสลัย,ทั้งซ้ายขวา,หน้าหลัง,ออกคั่งคับ,พอพวกทัพ,มังคลา,เลิกล่าพล
มีปืนผา,อาวุธ,เครื่องยุทธ์ครบ,ถ้วนเรือรบ,ใหญ่น้อย,ลอยสลัย,ทั้งซ้ายขวา,หน้าหลัง,ออกคั่งคับ,พอพวกทัพ,มังคลา,เลิกล่าพล,พวกเรือตาม,หลามไล่เล่น,ใบสล้าง,สกัดทาง,ขวางทัพ,อยู่สับสน,ต่างรบรับ,คับคั่ง,ในวังวน,พวกไพร่พล,พุ่งฟาด,ด้วยสาตรา
พวกเรือตาม,หลามไล่เล่น,ใบสล้าง,สกัดทาง,ขวางทัพ,อยู่สับสน,ต่างรบรับ,คับคั่ง,ในวังวน,พวกไพร่พล,พุ่งฟาด,ด้วยสาตรา,พอเรือห่าง,วางปืน,เสียงครืนครั่น,ถูกคนธรรพ์,ทั้งฝรั่ง,สิ้นสังขาร์,เสียงตูมตึง,กึงกัง,ไม่รั้งรา,พวกมังคลา,ล่าหลบ,หลีกรบรับ
พอเรือห่าง,วางปืน,เสียงครืนครั่น,ถูกคนธรรพ์,ทั้งฝรั่ง,สิ้นสังขาร์,เสียงตูมตึง,กึงกัง,ไม่รั้งรา,พวกมังคลา,ล่าหลบ,หลีกรบรับ,บ้างเรือแตก,แยกย้าย,ลงว่ายน้ำ,บ้างแทงซ้ำ,ขว้างเขวี้ยง,ด้วยเสียงลับ,พวกพี่น้อง,ร้องตะโกน,เชือกโยนรับ,ดูกลอกกลับ,กลางคืน,ทั้งคลื่นโคลง
บ้างเรือแตก,แยกย้าย,ลงว่ายน้ำ,บ้างแทงซ้ำ,ขว้างเขวี้ยง,ด้วยเสียงลับ,พวกพี่น้อง,ร้องตะโกน,เชือกโยนรับ,ดูกลอกกลับ,กลางคืน,ทั้งคลื่นโคลง,วายุพัฒน์,รัดเร่ง,เรือเร็วไล่,เที่ยวฟันไฟ,ไหม้กำปั่น,ควันโขมง,ลามไปไหม้,ใบเพลา,เสากระโดง,เปลวพลุ่งโพลง,พลามไหม้,เรือใกล้เคียง
วายุพัฒน์,รัดเร่ง,เรือเร็วไล่,เที่ยวฟันไฟ,ไหม้กำปั่น,ควันโขมง,ลามไปไหม้,ใบเพลา,เสากระโดง,เปลวพลุ่งโพลง,พลามไหม้,เรือใกล้เคียง,จนสว่าง,บ้างก็หลบ,บ้างรบไล่,ดูขวักไขว่,ใบขาว,แล่นก้าวเฉียง,บ้างหลบปืน,ยืนยอบ,บ้างหมอบเมียง,เรือไล่เลี่ยง,เลี้ยวลัด,สกัดกัน
จนสว่าง,บ้างก็หลบ,บ้างรบไล่,ดูขวักไขว่,ใบขาว,แล่นก้าวเฉียง,บ้างหลบปืน,ยืนยอบ,บ้างหมอบเมียง,เรือไล่เลี่ยง,เลี้ยวลัด,สกัดกัน,แต่เรือล่ม,จมตาย,เสียหลายร้อย,พวกหนีน้อย,ลอยเร่,ระเหหัน,รบรุ่งค่ำ,ร่ำมา,ถึงห้าวัน,สลาตัน,ตั้งแดง,ดั่งแสงเพลิง
แต่เรือล่ม,จมตาย,เสียหลายร้อย,พวกหนีน้อย,ลอยเร่,ระเหหัน,รบรุ่งค่ำ,ร่ำมา,ถึงห้าวัน,สลาตัน,ตั้งแดง,ดั่งแสงเพลิง,พายุพัด,พลัดพราย,กระจายออก,ตามละลอก,มาลิบลิบ,รีบล่องเหลิง,จนดึกดื่น,คลื่นซัดกระ,จัดกระเจิง,แล่นเตลิด,เปิดเปิง,เซอะเซิงไป
พายุพัด,พลัดพราย,กระจายออก,ตามละลอก,มาลิบลิบ,รีบล่องเหลิง,จนดึกดื่น,คลื่นซัดกระ,จัดกระเจิง,แล่นเตลิด,เปิดเปิง,เซอะเซิงไป,ถึงสามเดือน,เคลื่อนคลาย,ฝ่ายฝรั่ง,แล่นเข้าลัง,กาตรง,ไม่หลงใหล,ได้พวกพล,คนธรรพ์,เหลือบรรลัย,ที่ช่วยได้,ไม่ตาย,เหลือหลายพัน
ถึงสามเดือน,เคลื่อนคลาย,ฝ่ายฝรั่ง,แล่นเข้าลัง,กาตรง,ไม่หลงใหล,ได้พวกพล,คนธรรพ์,เหลือบรรลัย,ที่ช่วยได้,ไม่ตาย,เหลือหลายพัน,กราบทูลพระ,อนุชา,นราราช,โปรดประภาษ,ชมทหาร,ท่านหลานขวัญ,เงินเหรียญให้,ไพร่พล,คนละพัน,ตัวนายนั้น,คนละหมื่น,ต่างชื่นบาน
กราบทูลพระ,อนุชา,นราราช,โปรดประภาษ,ชมทหาร,ท่านหลานขวัญ,เงินเหรียญให้,ไพร่พล,คนละพัน,ตัวนายนั้น,คนละหมื่น,ต่างชื่นบาน,ทั้งเสื้อผ้า,สารพัด,มาจัดแจก,ตามแผนก,ไพร่นาย,ฝ่ายทหาร,ให้ทำป้อม,ซ่อมแปลง,แต่งปราการ,ที่รอยขวาน,คนธรรพ์,ฟันเป็นรอย
ฝ่ายบาทหลวง,มังคลา,พระยาแม่,เสียทีแพ้,ศึกเศร้าง่วง,เหงาหงอย,ไม่หลอเหลือ,เรือใช้,เรื่องใหญ่น้อย,เที่ยวแล่นลอย,ลำเดียว,เปล่าเปลี่ยวใจ,คนในเรือ,เหลือน้อย,สักร้อยเศษ,ไม่รู้เหตุ,เขตแขวง,ตำแหน่งไหน,จะนั่งนอน,ถอนสะอื้น,ฝืนฤทัย,เป็นไข้ใจ,ไม่มีสุข,ทุกข์รันทด
คนในเรือ,เหลือน้อย,สักร้อยเศษ,ไม่รู้เหตุ,เขตแขวง,ตำแหน่งไหน,จะนั่งนอน,ถอนสะอื้น,ฝืนฤทัย,เป็นไข้ใจ,ไม่มีสุข,ทุกข์รันทด,มาทำศึก,นึกว่าสม,อารมณ์หมาย,ก็ซ้ำร้าย,กลายกลับ,อัปยศ,เสียประยูร,สูญบุรินทร์,สิ้นพระยศ,ยิ่งง่วงเหงา,เศร้ากำสรด,สลดทรวง
มาทำศึก,นึกว่าสม,อารมณ์หมาย,ก็ซ้ำร้าย,กลายกลับ,อัปยศ,เสียประยูร,สูญบุรินทร์,สิ้นพระยศ,ยิ่งง่วงเหงา,เศร้ากำสรด,สลดทรวง,โอ้ครั้งนี้,วิบัติ,มาขัดขวาง,มาอ้างว้าง,กลางท้อง,ทะเลหลวง,โอ้อกใคร,ในแผ่นดิน,สิ้นทั้งปวง,ไม่เหมือนทรวง,เราที่รับ,แต่อับปาง
โอ้ครั้งนี้,วิบัติ,มาขัดขวาง,มาอ้างว้าง,กลางท้อง,ทะเลหลวง,โอ้อกใคร,ในแผ่นดิน,สิ้นทั้งปวง,ไม่เหมือนทรวง,เราที่รับ,แต่อับปาง,จนชั้นแต่,แม่พ่อ,ก็วิบัติ,แม่ก็ขัด,เคืองข้อง,พ่อหมองหมาง,เฝ้าทำทุกข์,ขุกเข็ญ,ไม่เป็นกลาง,ต้องเริศร้าง,พ่อแม่,มาแต่ตัว
จนชั้นแต่,แม่พ่อ,ก็วิบัติ,แม่ก็ขัด,เคืองข้อง,พ่อหมองหมาง,เฝ้าทำทุกข์,ขุกเข็ญ,ไม่เป็นกลาง,ต้องเริศร้าง,พ่อแม่,มาแต่ตัว,ได้แม่เลี้ยง,เอี้ยงดู,เป็นผู้เฒ่า,แม่เลี้ยงเล่า,เฝ้าแต่ใช้,ให้เป็นผัว,ว่าแก่เฒ่า,เล่ามาท้อง,ให้หมองมัว,ไม่มีดี,มีแต่ชั่ว,เข้าพัวพัน
อันติฉิน,นินทา,พระอาทิตย์,ซึ่งศักดิ์สิทธิ์,ส่องสิ้น,ดินสวรรค์,ยังไม่พ้น,คนนินทา,สารพัน,เปรียบเหมือนควัน,มันก็หาย,ละลายไป,เหมือนต่อตี,มิชนะ,ถึงจะแพ้,อย่าย่นย่อ,ท้อแท้,คิดแก้ไข,ค่อยว่ากล่าว,น้าวโน้ม,ประโลมใจ,ตามวิสัย,สั่งสอน,แต่ก่อนมา
ฝ่ายยายแก่,แม่เฒ่า,โศกเศร้าหมอง,อยู่ในห้อง,ท้ายกำปั่น,ที่กั้นฝา,ครั้นกำหนด,ทศมาส,ไม่คลาดคลา,ในอุรา,ร้อนรุ่ม,ดั่งสุมไฟ,อุทรเคลื่อน,เลื่อนลด,ระทดท้อ,ไม่มีหมอ,ตำแย,จะแก้ไข,ให้เร้ารวด,ปวดป่วน,รำจวนใจ,เรียกสาวใช้,ช่วยด้วย,จะม้วยมรณ์
กุมารดิ้น,ผินสะดุ้ง,พยุงท้อง,ปากก็ร้อง,กรีดกรีด,หวีดหวีดหวาย,ให้ตึงเศียร,เวียนหน้า,แก้วตาพราย,ร้องไม่วาย,เสียงนาง,ครางฮือฮือ,พระมังคลา,ว่ากับครู,อดสูสุด,ร้องไม่หยุด,เจ็บไข้,น้อยไปหรือ,จะทำให้,ไพร่เมือง,มันเลื่องลือ,เสียงอึงอื้อ,คือจะพา,ขายหน้าเรา
พระมังคลา,ว่ากับครู,อดสูสุด,ร้องไม่หยุด,เจ็บไข้,น้อยไปหรือ,จะทำให้,ไพร่เมือง,มันเลื่องลือ,เสียงอึงอื้อ,คือจะพา,ขายหน้าเรา,คุณโปรดด้วย,ช่วยห้าม,ปรามเสียมั่ง,อย่าให้ดัง,วุ่นวาย,จะอายเขา,ช่วยแก้ไข,ให้นาง,ค่อยบางเบา,จะปัดเป่า,ป้องกัน,ทำฉันใด
