w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวข้าง,ลังกา,อาณาจักร,ประเสริฐศักดิ์,ขัตติยา,มหาศาล,สถิตแท่น,เนาวรัตน์,ชัชวาล,แสนสำราญ,สุขสวัสดิ์,กำจัดภัย,บริบูรณ์,พูนสวัสดิ์,พิพัฒน์ผล,ประชาชน,เปรมปรีดิ์,จะมีไหน,ทั้งลูกค้า,มาขาย,สบายใจ,ของสิ่งใด,มีมา,ทุกธานี
พระคิดไป,ใจหายไม่,วายเทวษ,ชลเนตร,ตกไหล,พระทัยเสียว,เหมือนเราไม่,กตัญญู,ให้อยู่เดียว,จะเปล่าเปลี่ยว,วิญญาณ์,เอกากาย,พอรุ่งแจ้ง,แสงทอง,ส่องอากาศ,ภาณุมาศ,ไตรตรัส,จำรัสฉาย,เข้าที่ทรง,ภูษิต,วิจิตรพราย,ทั้งสองสาย,สมรพร้อม,น้อมประนม
พอรุ่งแจ้ง,แสงทอง,ส่องอากาศ,ภาณุมาศ,ไตรตรัส,จำรัสฉาย,เข้าที่ทรง,ภูษิต,วิจิตรพราย,ทั้งสองสาย,สมรพร้อม,น้อมประนม,พระตรัสเล่า,ราวเรื่องสุ,บินนิมิต,เป็นสุดคิด,ดั่งทะเล,มาเทถม,ในอุรา,ร้อนเริง,ทั้งเพลิงรม,ให้เกรียมกรม,พี่จะลา,เจ้าคลาไคล
พระตรัสเล่า,ราวเรื่องสุ,บินนิมิต,เป็นสุดคิด,ดั่งทะเล,มาเทถม,ในอุรา,ร้อนเริง,ทั้งเพลิงรม,ให้เกรียมกรม,พี่จะลา,เจ้าคลาไคล,ทั้งสองนาง,พลางทูล,ฉลองถาม,เป็นใจความ,มิได้แจ้ง,แถลงไข,จะเสด็จ,เรือกำปั่น,หรือฉันใด,น้องจะได้,ตามติด,ไม่คิดกาย
ทั้งสองนาง,พลางทูล,ฉลองถาม,เป็นใจความ,มิได้แจ้ง,แถลงไข,จะเสด็จ,เรือกำปั่น,หรือฉันใด,น้องจะได้,ตามติด,ไม่คิดกาย,พระตรัสว่า,อย่าไป,ไม่ได้นุช,หนทางสุด,แสนลำบาก,ยากใจหาย,ไปกำปั่น,พันลำ,คงทำลาย,อยู่ในสาย,สาคโร,ชโลธร
พระตรัสว่า,อย่าไป,ไม่ได้นุช,หนทางสุด,แสนลำบาก,ยากใจหาย,ไปกำปั่น,พันลำ,คงทำลาย,อยู่ในสาย,สาคโร,ชโลธร,อาศัยม้า,จึ่งได้มา,ถึงที่นี่,อันถิ่นที่,เหลือกันดาร,ชานสิงขร,ข้ามมหา,สาคโร,ชโลธร,หนทางจร,แต่พี่มา,ก็กว่าปี
อาศัยม้า,จึ่งได้มา,ถึงที่นี่,อันถิ่นที่,เหลือกันดาร,ชานสิงขร,ข้ามมหา,สาคโร,ชโลธร,หนทางจร,แต่พี่มา,ก็กว่าปี,พระว่าพลาง,ทางเสด็จ,ออกข้างหน้า,พวกเสนา,น้อมประณต,บทศรี,พระผู้ผ่าน,สวรรยา,เจ้าธานี,สั่งมนตรี,ท่านอยู่หลัง,ระวังภัย
พระว่าพลาง,ทางเสด็จ,ออกข้างหน้า,พวกเสนา,น้อมประณต,บทศรี,พระผู้ผ่าน,สวรรยา,เจ้าธานี,สั่งมนตรี,ท่านอยู่หลัง,ระวังภัย,อันตัวเรา,เล่าจะลา,ไปเกาะแก้ว,ตามธารแถว,ในมหา,ชลาไหล,ด้วยมีความ,ร้อนทรวง,ในดวงใจ,จะต้องไป,ในเวลา,รุ่งราตรี
เข้าในวัง,พรั่งพร้อม,คอยจอมจักร,มาพร้อมพรัก,ไพร่นาย,ทั้งซ้ายขวา,พอพระจอม,นครินทร์,ปิ่นประชา,เสด็จมา,ทรงรถ,บทจร,กระบวนแห่,นำริ้ว,เป็นทิวแถว,ขับรถแก้ว,รีบไป,ชายสิงขร,ถึงธารท่า,หน้าด่าน,ชานสาคร,พระเสร็จจร,ลงไป,ชายคงคา
กระบวนแห่,นำริ้ว,เป็นทิวแถว,ขับรถแก้ว,รีบไป,ชายสิงขร,ถึงธารท่า,หน้าด่าน,ชานสาคร,พระเสร็จจร,ลงไป,ชายคงคา,บริกรรม,มนตรา,ของดาบส,น้อมประณต,นึกถึงปู่,ที่ภูผา,พลางอ่านเวท,เคยสำเหนียก,เรียกอาชา,ถ้วนสามครา,ม้าแว่ว,แจ้วสำเนียง
บริกรรม,มนตรา,ของดาบส,น้อมประณต,นึกถึงปู่,ที่ภูผา,พลางอ่านเวท,เคยสำเหนียก,เรียกอาชา,ถ้วนสามครา,ม้าแว่ว,แจ้วสำเนียง,ไปหากิน,ไกลกัน,ถึงพันโยชน์,พอแว่วโสด,เผ่นร้อง,กึกก้องเสียง,จึงมาบน,สมุทรไท,ใกล้สำเนียง,มันจำเสียง,ได้แน่,ไม่แชเชือน
ไปหากิน,ไกลกัน,ถึงพันโยชน์,พอแว่วโสด,เผ่นร้อง,กึกก้องเสียง,จึงมาบน,สมุทรไท,ใกล้สำเนียง,มันจำเสียง,ได้แน่,ไม่แชเชือน,รีบมายัง,ฝั่งมหา,ลังกาเกาะ,ตรงจำเพาะ,รู้กระไร,ใครจะเหมือน,ลงคุกเท้า,เข้าไปชิด,ไม่บิดเบือน,พระจึงเอื้อน,โอภา,ม้ามังกร
รีบมายัง,ฝั่งมหา,ลังกาเกาะ,ตรงจำเพาะ,รู้กระไร,ใครจะเหมือน,ลงคุกเท้า,เข้าไปชิด,ไม่บิดเบือน,พระจึงเอื้อน,โอภา,ม้ามังกร,ว่าตัวน้อง,นี้จะไป,ในกระสินธุ์,ประเทศถิ่น,ทางมหิ,งขสิงขร,โดยวิถี,มรคา,ในสาคร,ไปสิงขร,เกาะแก้ว,พิสดาร
ฝ่ายอาชา,รู้ภาษา,พูดไม่ออก,ทำตากลอก,ร้องมา,เหมือนขาขาน,พระลูบหลัง,มิ่งม้า,อาชาชาญ,ไปถิ่นฐาน,ก่อนเถิดหนา,พี่พาชี,พอรุ่งเช้า,แล้วจึงมา,คอยท่าน้อง,ไปหาของ,กินพลาง,ทางวิถี,ม้าก็กลับ,โดดไป,ในนที,พระภูมี,กลับหลัง,ยังนคร
พอรุ่งเช้า,แล้วจึงมา,คอยท่าน้อง,ไปหาของ,กินพลาง,ทางวิถี,ม้าก็กลับ,โดดไป,ในนที,พระภูมี,กลับหลัง,ยังนคร,เข้านิเวศน์,เวียงชัย,ไม่เป็นสุข,ยิ่งแสนทุกข์,โตราว,เท่าสิงขร,พลางสั่งสอง,กัลยา,พะงางอน,ด้วยอาวรณ์,เรื่องรัก,หนักอุรา
เข้านิเวศน์,เวียงชัย,ไม่เป็นสุข,ยิ่งแสนทุกข์,โตราว,เท่าสิงขร,พลางสั่งสอง,กัลยา,พะงางอน,ด้วยอาวรณ์,เรื่องรัก,หนักอุรา,แต่ลูกเต้า,เล่าก็ยัง,กำลังอ่อน,จงฝึกสอน,ตรองตรึก,ให้ศึกษา,การรบพุ่ง,เล่าก็น้อง,สองสุดา,จงอุตส่าห์,สอนเขา,ให้เล่าเรียน
เสาวคนธ์,มณฑา,สุลาลี,มเหสี,หมอบเฝ้า,แต่เศร้าหมอง,พระทรงหยิบ,เครื่องเครา,ไม้เท้าทอง,ออกจากห้อง,ปรางค์มาศ,ปราสาทชัย,เสด็จยัง,ข้างหน้า,เสนาพร้อม,ประณตน้อม,หมอบเรียง,เคียงไสว,ฝ่ายอาชา,ม้าที่นั่ง,เพราะตั้งใจ,ตรงเข้าไป,ถึงที่เฝ้า,เจ้าบุรินทร์
