w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พวกพหล,พลชวา,บรรดาแขก,บ้างขนแบก,ของตาม,กันหลามเหลือ,ทั้งไก่แพะ,เอาไป,ที่ในเรือ,ทั้งข้าวเกลือ,ของเสวย,ทั้งเนยนม,บรรทุกใส่,ในกำปั่น,ทุกชั้นช่อง,ที่ในห้อง,คนประจำ,ทำขนม,บ้างต้มแกง,แต่งตบ,ครบอุดม,พวกสนม,น้อยน้อย,คอยอยู่งาน
บรรทุกใส่,ในกำปั่น,ทุกชั้นช่อง,ที่ในห้อง,คนประจำ,ทำขนม,บ้างต้มแกง,แต่งตบ,ครบอุดม,พวกสนม,น้อยน้อย,คอยอยู่งาน,ครั้นได้ฤกษ์,เลิกโห่,ขึ้นสามครั้ง,ปืนประดัง,ยิงเรียง,เสียงประสาน,ท้าวเสด็จ,ลงกำปั่น,มิทันนาน,พวกคนงาน,ถอนสมอ,ขันช่อใบ
ครั้นได้ฤกษ์,เลิกโห่,ขึ้นสามครั้ง,ปืนประดัง,ยิงเรียง,เสียงประสาน,ท้าวเสด็จ,ลงกำปั่น,มิทันนาน,พวกคนงาน,ถอนสมอ,ขันช่อใบ,ออกกำปั่น,ครั่นครื้น,สักหมื่นเศษ,แล่นสังเกต,แถวถิ่น,กระสินธุ์ใส,ออกน้ำเขียว,ทางทะเล,ว้าเหว่ใจ,แล่นไปใน,สาคโร,ชโลธร
ออกกำปั่น,ครั่นครื้น,สักหมื่นเศษ,แล่นสังเกต,แถวถิ่น,กระสินธุ์ใส,ออกน้ำเขียว,ทางทะเล,ว้าเหว่ใจ,แล่นไปใน,สาคโร,ชโลธร,ชมมัจฉา,ปลาใหญ่,ขึ้นว่ายคล่ำ,บ้างผุดดำ,โตยิ่ง,กว่าสิงขร,นางสาวสาว,ชาววัง,บ้างนั่งนอน,ชมสิงขร,เกาะแก่ง,ทุกแห่งไป
ชมมัจฉา,ปลาใหญ่,ขึ้นว่ายคล่ำ,บ้างผุดดำ,โตยิ่ง,กว่าสิงขร,นางสาวสาว,ชาววัง,บ้างนั่งนอน,ชมสิงขร,เกาะแก่ง,ทุกแห่งไป,แล้วพูดจา,ว่ากัน,ภาษาแขก,ถ้าเรือแตก,เราจะด้น,ไปหนไหน,ลางคนว่า,น่าเบื่อ,เหลืออาลัย,บ้างบ่นไป,เพราะว่ากลัว,จนตัวงอ
แล้วพูดจา,ว่ากัน,ภาษาแขก,ถ้าเรือแตก,เราจะด้น,ไปหนไหน,ลางคนว่า,น่าเบื่อ,เหลืออาลัย,บ้างบ่นไป,เพราะว่ากลัว,จนตัวงอ,ที่วิงเวียน,เหียนราก,อยากแต่น้ำ,ร้องว่ากรรม,เอ๋ยจะไป,ข้างไหนหนอ,รู้อย่างนี้,มิมา,น้ำตาคลอ,บ่นถึงพ่อ,ถึงแม่,ออกแซ่ไป
วิสัยหญิง,ใจอ่อน,นอนไม่หลับ,ถึงจนทรัพย์,เต็มประดา,คิดหาผัว,ได้หูหนวก,ตาบอด,คงรอดตัว,ไม่ยักกลัว,มีท้อง,จะดองยา,กินให้หาย,บาดแผล,พอแก้ทุกข์,ค่อยเป็นสุข,จริงแท้,หนอแม่ขา,ดีกว่าต้อง,มาเรือ,เหลือระอา,สู้ก้มหน้า,กัดฟัน,จนบรรลัย
ฝ่ายองค์ท้าว,เจ้าชวา,อาณาเขต,ทอดพระเนตร,เหล่าอนงค์,ทรงพระสรวล,บ้างโงกเหงา,เมาคลื่น,ยืนเซซวน,ทั้งปั่นป่วน,ซบเซา,บ้างหาวนอน,พอคลื่นเงียบ,เรียบร้อย,ค่อยเป็นสุข,บรรเทาทุกข์,ที่ในทรวง,ดวงสมร,เรือก็แล่น,เลยมา,ในสาคร,พระจันทร,แจ่มฟ้า,นภาลัย
พอคลื่นเงียบ,เรียบร้อย,ค่อยเป็นสุข,บรรเทาทุกข์,ที่ในทรวง,ดวงสมร,เรือก็แล่น,เลยมา,ในสาคร,พระจันทร,แจ่มฟ้า,นภาลัย,ท้าวรายา,เสด็จออก,นอกบาหลี,นั่งเก้าอี้,พร้อมพหล,พลไสว,ท้าวดำรัส,ตรัสสั่ง,เสนาใน,ให้แล่นไป,ตามกัน,ดั่งสัญญา
ฝ่ายพระหน่อ,เทวสินธุ์,นรินทร์ราช,ล่วงลีลาศ,ไปพลัน,ด้วยหรรษา,นำกำปั่น,ไทท้าว,เจ้าชวา,เป็นทัพหน้า,ตรวจพหล,พลนิกร,ทั้งเช้าค่ำ,ร่ำไป,มิให้หยุด,ก็รีบรุด,ข้ามละเมาะ,เกาะสิงขร,ไปเดือนครึ่ง,เกือบจะถึง,เขตนคร,เป็นการร้อน,รีบไป,ใกล้พารา
ทั้งเช้าค่ำ,ร่ำไป,มิให้หยุด,ก็รีบรุด,ข้ามละเมาะ,เกาะสิงขร,ไปเดือนครึ่ง,เกือบจะถึง,เขตนคร,เป็นการร้อน,รีบไป,ใกล้พารา,กำพลเพชร,นครัง,ครั้งยายเฒ่า,ไม่มีเจ้า,เป็นแต่ผู้,อยู่รักษา,คอยโฉมยง,องค์กษัตริย์,ขัตติยา,จะกลับมา,ครองประเทศ,เขตกำพล
กำพลเพชร,นครัง,ครั้งยายเฒ่า,ไม่มีเจ้า,เป็นแต่ผู้,อยู่รักษา,คอยโฉมยง,องค์กษัตริย์,ขัตติยา,จะกลับมา,ครองประเทศ,เขตกำพล,ก็หายไป,หลายปี,ไม่มีสุข,ไปรบรุก,แว่นแคว้น,แดนสิงหล,อยู่แต่พวก,เสนา,ประชาชน,เพชรกำพล,ร้างกษัตริย์,ขัตติยา
ก็หายไป,หลายปี,ไม่มีสุข,ไปรบรุก,แว่นแคว้น,แดนสิงหล,อยู่แต่พวก,เสนา,ประชาชน,เพชรกำพล,ร้างกษัตริย์,ขัตติยา,พอเรือพระ,เทวสินธุ์,สามกษัตริย์,มาแออัด,จอดราย,หลายภาษา,พวกชาวด่าน,ชาญสมุทร,สุดปัญญา,ไม่รู้ว่า,วงศ์ท้าว,เจ้านคร
พอเรือพระ,เทวสินธุ์,สามกษัตริย์,มาแออัด,จอดราย,หลายภาษา,พวกชาวด่าน,ชาญสมุทร,สุดปัญญา,ไม่รู้ว่า,วงศ์ท้าว,เจ้านคร,คิดว่าเป็น,ข้าศึก,มาฮึกฮัก,ไม่ประจักษ์,ใช้เสมียน,เขียนอักษร,ให้ม้าเร็ว,รีบไป,ในนคร,เป็นการร้อน,ศึกมา,ติดธานี
คิดว่าเป็น,ข้าศึก,มาฮึกฮัก,ไม่ประจักษ์,ใช้เสมียน,เขียนอักษร,ให้ม้าเร็ว,รีบไป,ในนคร,เป็นการร้อน,ศึกมา,ติดธานี,แต่กำปั่น,คั่งคับ,มานับร้อย,คนใช้สอย,บรรดา,กะลาสี,ก็นับหมื่น,ปืนฝรั่ง,แต่อย่างดี,มาทอดที่,ปากน้ำ,เหลือกำลัง
ขุนนางใหญ่,ได้แจ้ง,แห่งหนังสือ,ที่คนถือ,ส่งให้,ดังใจหวัง,สั่งให้เกณฑ์,ชาวป้อม,พวกล้อมวัง,รีบไปยัง,เมืองด่าน,ชานชลา,ทั้งปืนหลัก,ลากไป,ใส่บนป้อม,ทหารพร้อม,เร่งร้น,พลอาสา,ให้ยกหนุน,เนื่องออก,นอกพารา,ไปรับข้า,ศึกไว้,ดังใจปอง
ทั้งปืนหลัก,ลากไป,ใส่บนป้อม,ทหารพร้อม,เร่งร้น,พลอาสา,ให้ยกหนุน,เนื่องออก,นอกพารา,ไปรับข้า,ศึกไว้,ดังใจปอง,แล้วแบ่งพล,คนละหมื่น,ถือปืนผา,เครื่องสาตรา,ทวนง้าว,เรียกเจ้าของ,กรมของใคร,ให้ตรวจ,ตามหมวดกอง,ให้ได้สอง,หมื่นทั่ว,ทุกตัวนาย
