w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พระอภัย,มณี,ศรีสุวรรณ,เห็นกำปั่น,โอบอ้อม,เข้าล้อมหลัง,ดูมากมาย,ซ้ายขวา,ดาประดัง,จึงตรัสสั่ง,สินสมุทร,สุดศักดา,จงคิดอ่าน,การสงคราม,ตามแต่เจ้า,ผู้ใดเขา,เคยศึก,จงปรึกษา,เอ็นดูพ่อ,ขอแต่ลูก,เจ้าลังกา,อย่าเข่นฆ่า,ชีวัน,ให้บรรลัย
ฝ่ายพระหน่อ,บพิตร,อดิศร,ฟังบิดร,ยินดี,จะมีไหน,จึงทูลว่า,อย่าประหวั่น,พรั่นพระทัย,ลูกมิให้,พระบิดร,ร้อนรำคาญ,แล้วทูลลา,มาสั่ง,อังกุหร่า,จงตรวจตรา,เตรียมพหล,พลทหาร,เรือลังกา,มาหมาย,จะรอนราญ,จะคิดอ่าน,รับรอง,ทำนองไร
อังกุหร่า,ว่าเรือ,เรากว้างขวาง,รบให้ห่าง,อย่าให้ถึง,จึงจะได้,ฉวยรบรับ,สัประยุทธ์,มันจุดไฟ,จะแก้ไข,ขัดสน,จนปัญญา,ขอพระองค์,จงออกรับ,กองทัพหลวง,ข้าทั้งปวง,จะได้รับ,ทัพซ้ายขวา,ข้างหลังไว้,ให้ทหาร,พระเจ้าอา,รายรักษา,แซงกัน,ให้ทันการ
ขอพระองค์,จงออกรับ,กองทัพหลวง,ข้าทั้งปวง,จะได้รับ,ทัพซ้ายขวา,ข้างหลังไว้,ให้ทหาร,พระเจ้าอา,รายรักษา,แซงกัน,ให้ทันการ,แล้วเร่งรัด,หัศเกน,ลงเรือรบ,บรรจุครบ,เครื่องศัสตรา,ล้วนกล้าหาญ,ใส่เสื้อหมวก,พวกละพัน,ประจัญบาน,เคียงขนาน,หนุนรับ,ทัพลังกา
แล้วเร่งรัด,หัศเกน,ลงเรือรบ,บรรจุครบ,เครื่องศัสตรา,ล้วนกล้าหาญ,ใส่เสื้อหมวก,พวกละพัน,ประจัญบาน,เคียงขนาน,หนุนรับ,ทัพลังกา,แต่คนน้อย,คอยรบ,ประจบรับ,แทรกสลับ,เปลี่ยนซ้าย,ย้ายไปขวา,ใส่ธงเทียว,เขียวแดง,ดาษดา,เป็นเรือห้า,ร้อยถ้วน,กระบวนรบ
แต่คนน้อย,คอยรบ,ประจบรับ,แทรกสลับ,เปลี่ยนซ้าย,ย้ายไปขวา,ใส่ธงเทียว,เขียวแดง,ดาษดา,เป็นเรือห้า,ร้อยถ้วน,กระบวนรบ,พลประจำ,ลำทรง,สินสมุทร,ถืออาวุธ,โล่เขน,ล้วนเจนจบ,ทั้งหน้าหลัง,ดั้งกัน,ก็ครันครบ,ทหารรบ,เรือใหญ่,ให้ประจำ
พลประจำ,ลำทรง,สินสมุทร,ถืออาวุธ,โล่เขน,ล้วนเจนจบ,ทั้งหน้าหลัง,ดั้งกัน,ก็ครันครบ,ทหารรบ,เรือใหญ่,ให้ประจำ,ปืนจังกา,หน้าท้าย,ทั้งรายข้าง,เกณฑ์ลูกจ้าง,จีนไทย,พวกไหหลำ,ให้ทำค่าย,รายตั้ง,ล้วนถังน้ำ,ตลอดลำ,สำหรับ,ไว้ดับเพลิง
ปืนจังกา,หน้าท้าย,ทั้งรายข้าง,เกณฑ์ลูกจ้าง,จีนไทย,พวกไหหลำ,ให้ทำค่าย,รายตั้ง,ล้วนถังน้ำ,ตลอดลำ,สำหรับ,ไว้ดับเพลิง,แล้วรีบร้อน,ถอนสมอ,กำปั่นใหญ่,แต่พอให้,เคลื่อนคล้อย,ออกลอยเหลิง,ทหารโห่,โกลา,ดูร่าเริง,ล้วนรู้เชิง,ชิงชัย,ทั้งไพร่นาย
ครั้นพร้อมสิ้น,สินสมุทร,ให้หยุดยั้ง,ฟังกำลัง,ข้าศึก,เหมือนนึกหมาย,แล้วมาหา,แม่เลี้ยง,เข้าเคียงกาย,น้อมถวาย,อภิวันท์,จำนรรจา,ฉันไปบอก,ออกว่าองค์,พระแม่เจ้า,ไม่รักเข้า,รีตฝรั่ง,ชังน้ำหน้า,พระบิตุ,ราชคาดโทษ,โกรธลูกยา,แต่พระอา,ท่านช่วยเถียง,ไม่เพลี่ยงพลั้ง
ลูกจัดทัพ,กับฝรั่ง,อังกุหร่า,จะทูลลา,ยกไป,ไล่สังหาร,นางตกใจ,ให้เอ็นดู,พระกุมาร,แสนสงสาร,โศกา,แล้วว่าพลาง,น้อยหรือพระ,อภัย,ช่างใจชั่ว,ลูกของตัว,เจียวยังตัด,ว่าขัดขวาง,ให้แสนแค้น,แน่นใน,ฤทัยนาง,กันแสงพลาง,อุตส่าห์ฝืน,กลืนน้ำตา
