w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวถึง,ห้ากษัตริย์,ซัดออกนอก,สิ้นระลอก,ลมซา,ทั้งฟ้าฝน,พอแจ่มแจ้ง,เห็นแสงพระ,สุริยน,ที่มืดมน,ก็สว่าง,เห็นทางจร,พวกล้าต้า,ต้นหน,คนทั้งนั้น,ก็พากัน,แล่นลัด,ตัดสิงขร,ข้ามมหา,สาคโร,ชโลธร,ถึงนคร,กำพลเพชร,ในเจ็ดวัน
พวกล้าต้า,ต้นหน,คนทั้งนั้น,ก็พากัน,แล่นลัด,ตัดสิงขร,ข้ามมหา,สาคโร,ชโลธร,ถึงนคร,กำพลเพชร,ในเจ็ดวัน,พวกพหล,พลไกร,ไพร่ทั้งหลาย,ค่อยสบาย,ปรีดิ์เปรม,เกษมสันต์,รู้เข้าไป,ในประเทศ,ขอบเขตคัน,ว่าทรงธรรม์,เสด็จมา,ทั้งห้าองค์
สั่งให้เตรียม,เรือที่นั่ง,บัลลังก์รัตน์,เรือกษัตริย์,ทอดอยู่ท่า,ชลาไหล,แต่พระองค์,เสด็จทรง,เรือบดไป,พร้อมไสว,แต่บรรดา,ข้าหลวงเดิม,จอดประทับ,กับบัลลังก์,ที่นั่งหงส์,แล้วพระองค์,มังคลาปรี,ชาเฉลิม,ขึ้นไปเฝ้า,ภูธร,เหมือนก่อนเดิม,เห็นจอมเจิม,กราบก้ม,บังคมคัล
สินสมุทร,เชษฐา,จึ่งว่าเจ้า,แต่ก่อนเก่า,เมื่ออยู่ใน,ไอศวรรย์,ทวีปวัง,ลังกา,สารพัน,พวกญาตินั่น,ก็สมัคร,รักทุกคน,เจ้าเชื่อคำ,อาจารย์,สันดานชั่ว,จึ่งหมองมัว,ว้าเหว่,ระเหระหน,ไม่พอที่,จะได้ยาก,ลำบากตน,เพราะคบคน,แหพาล,สันดานตึง
พระมังคลา,กราบก้มบัง,คมสนอง,จิตคะนอง,เชื่อครู,รู้ไม่ถึง,ได้ชั่วช้า,สามานย์,สันดานดึง,จึ่งโกรธขึ้ง,หมองมัว,ทั่วนคร,แต่ครั้งนี้,ได้องค์,พระทรงเดช,มาโปรดเกศ,เหมือนช่วยกลิ้ง,ยกสิงขร,หลานขอเชิญ,เสด็จไป,ในนคร,ประทับร้อน,ให้สบาย,ในบุรินทร์
เรือที่นั่ง,ดั้งกัน,ประทับท่า,ขุนเสนา,นายหมวด,ตรวจทหาร,ตั้งเครื่องแห่,แตรสังข์,กังสดาล,รับพระผ่าน,รมจักร,นครินทร์,เสด็จขึ้น,ตำหนักแพ,เกณฑ์แห่พร้อม,ประณตน้อม,บังคม,สมถวิล,ฝ่ายพระจอม,มังคลา,เจ้าธานินทร์,ขึ้นทรงสิน,ธพดำ,นำไปพลัน
ทั้งเป่าแตร,แซ่สำเนียง,เสียงประสาน,ก้องกังวาน,โกลา,สุธาไหว,เร่งกระบวน,แสนยา,ให้คลาไคล,เข้าเวียงชัย,นคเรศ,เพชรกำพล,ท้าวโกสัย,อยู่กำกับ,รับเสด็จ,พร้อมกันเสร็จ,คับคั่ง,ทั้งพหล,มาเตรียมเฝ้า,เจ้าพิภพ,จบสกล,ตามถนน,เกลื่อนกลาด,ดาษดา
แล้วสั่งพวก,เสนา,พฤฒามาตย์,จัดปราสาท,เรือนทอง,อันผ่องใส,ทอดยี่ภู่,ปูลาด,อาสน์อำไพ,แขวนดอกไม้,พวงพุ่ม,ปทุมทอง,แล้วให้ตั้ง,เครื่องกระยา,สุธาโภชน์,ล้วนเอมโอ,ซอย่างดี,ไม่มีสอง,ทั้งคาวหวาน,จัดจาน,จินดารอง,ล้วนเครื่องทอง,ถมยา,ราชาวดี
ขึ้นสถิต,บนเก้าอี้,ที่เสวย,เครื่องนมเนย,ตั้งเรียง,เคียงไสว,พวกอยู่งาน,กราบก้ม,บังคมไท,แล้วแกว่งไกว,โบกปัด,พัชนี,นางคนร้อง,พร้องเพราะ,เสนาะเสียง,ก้องสำเนียง,สังคีต,ทั้งดีดสี,ทั้งฉิ่งกรับ,ขับไม้,มโหรี,เสียงซอสี,สอดเสียง,จำเรียงพิณ
นางคนร้อง,พร้องเพราะ,เสนาะเสียง,ก้องสำเนียง,สังคีต,ทั้งดีดสี,ทั้งฉิ่งกรับ,ขับไม้,มโหรี,เสียงซอสี,สอดเสียง,จำเรียงพิณ,เฉลิมยศ,ภูวไนย,เจ้าไตรจักร,ประเสริฐศักดิ์,สูงใหญ่ดั่ง,ใจถวิล,เสวยเสร็จ,กษัตรา,ทุกธานินทร์,พร้อมกันสิ้น,วงศ์กษัตริย์,ขัตติยา
