w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ครั้นรุ่งราง,นางตื่น,สะอื้นอ้อน,ให้อาวรณ์,ถึงญาติ,ศาสนา,เสียดายกาย,อายฝรั่ง,ทั้งลังกา,จะเอาหน้า,หนีไปแฝง,เสียแห่งไร,ยิ่งตรึกตรอง,หมองจิต,ด้วยผิดเพศ,น้ำพระเนตร,คลอคลอ,หลั่งหล่อไหล,แล้วผันแปร,แลดู,ภูวไนย,กลับอาลัย,ลืมสะอื้น,ชื่นอารมณ์
ยิ่งตรึกตรอง,หมองจิต,ด้วยผิดเพศ,น้ำพระเนตร,คลอคลอ,หลั่งหล่อไหล,แล้วผันแปร,แลดู,ภูวไนย,กลับอาลัย,ลืมสะอื้น,ชื่นอารมณ์,เห็นร้อนรน,ปรนนิบัติ,พัดให้หลับ,ด้วยรักจับ,ดวงจิต,สนิทสนม,เรียกธิดา,มาในห้อง,ทองบรรทม,ประชดชม,เจ้าช่างคิด,ประดิษฐ์ดี
เห็นร้อนรน,ปรนนิบัติ,พัดให้หลับ,ด้วยรักจับ,ดวงจิต,สนิทสนม,เรียกธิดา,มาในห้อง,ทองบรรทม,ประชดชม,เจ้าช่างคิด,ประดิษฐ์ดี,จะดับเข็ญ,เย็นได้,เหมือนไฟดับ,หรือจะกลับ,แสนแค้น,แสนบัดสี,เมื่อศึกยัง,ตั้งอยู่,ในบูรี,เร่งให้มี,ผัวน่า,ระอาอาย
จะดับเข็ญ,เย็นได้,เหมือนไฟดับ,หรือจะกลับ,แสนแค้น,แสนบัดสี,เมื่อศึกยัง,ตั้งอยู่,ในบูรี,เร่งให้มี,ผัวน่า,ระอาอาย,ต้องเป็นน้อย,ย่อยยับ,ยิ่งคับแค้น,ยังซ้ำแสน,อดสู,ไม่รู้หาย,หรือคิดเห็น,เป็นผล,กลอุบาย,จะยักย้าย,อย่างไร,เห็นไม่ฟัง
ฝ่ายยุพา,ผกา,ก้มหน้ายิ้ม,ด้วยนึกอิ่ม,อารมณ์,ที่สมหวัง,จึงว่าพี่,รำภา,ดูน่าชัง,จะเหมือนดัง,เรื่องราว,ท่านกล่าวไว้,ว่ารักนัก,มักหน่าย,มักหายรัก,ถ้าคิดนัก,มักงง,มักหลงใหล,แม้เสร็จศึก,นึกหมาย,ข้างภายใน,แล้วจะ,ได้ผ่อนผัน,ตามปัญญา
ว่ารักนัก,มักหน่าย,มักหายรัก,ถ้าคิดนัก,มักงง,มักหลงใหล,แม้เสร็จศึก,นึกหมาย,ข้างภายใน,แล้วจะ,ได้ผ่อนผัน,ตามปัญญา,อันศึกนอก,ออกตี,ด้วยฝีปาก,เห็นไม่ยาก,ใจนัก,ไม่หนักหนา,เป็นการเบา,เท่านี้,พี่รำภา,จะอาสา,ปราบได้,ดังใจจง
พระยิ้มพลาง,ทางว่า,น่าสงสาร,หากว่าท่าน,เทพเจ้า,เขาไศล,อุปถัมภ์,บำรุง,เจ้ากรุงไกร,พี่จึงได้,ตามติด,มาชิดเชื้อ,แล้วหยิบชิ้น,ดินถนัน,สำคัญของ,เสวยลอง,รสชาติ,ประหลาดเหลือ,ให้ชื่นใจ,ไม่รู้หิว,ทั้งผิวเนื้อ,ไม่มีเหงื่อ,หอมรื่น,ทุกคืนวัน
แล้วหยิบชิ้น,ดินถนัน,สำคัญของ,เสวยลอง,รสชาติ,ประหลาดเหลือ,ให้ชื่นใจ,ไม่รู้หิว,ทั้งผิวเนื้อ,ไม่มีเหงื่อ,หอมรื่น,ทุกคืนวัน,เสวยอิ่ม,ยิ้มย่อง,ว่าน้องรัก,ขอบใจนัก,ที่ได้กิน,ดินถนัน,จะชุ่มชื่น,ยืนยืด,สืบพืชพันธุ์,เป็นเพื่อนขวัญ,เนตรน้อง,อยู่ห้องใน
นางคมค้อน,อ่อนโอษฐ์,ว่าโปรดเกล้า,พระคุณเท่า,ดินฟ้า,ชลาไหล,แต่น้องนี้,วิตก,ในอกใจ,กลัวจะไม่,เหมือนรส,พจมาน,เขาย่อมเปรียบ,เทียบความ,ว่ายามรัก,แต่น้ำผัก,ต้มขม,ชมว่าหวาน,ครั้นจืดจาง,ห่างเหิน,ไปเนิ่นนาน,แต่น้ำตาล,ก็ว่าเปรี้ยว,ไม่เหลียวแล
เขาย่อมเปรียบ,เทียบความ,ว่ายามรัก,แต่น้ำผัก,ต้มขม,ชมว่าหวาน,ครั้นจืดจาง,ห่างเหิน,ไปเนิ่นนาน,แต่น้ำตาล,ก็ว่าเปรี้ยว,ไม่เหลียวแล,ด้วยโอรส,อนุชา,เข้ามารับ,กลัวจะกลับ,ทิ้งขว้าง,ไปห่างแห,อันอารมณ์,ลมหวน,มักปรวนแปร,จะขอแต่,คำมั่น,ที่สัญญา
