w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวถึง,นางผีเสื้อ,เมื่อคราวนั้น,ไม่ผายผัน,ไปคูหา,ที่อาศัย,เที่ยวท่องน้ำ,ดำผุด,สมุทรไท,ให้ผีไพร่,ภูตพราย,รายระวัง,กลัวลูกยา,สามี,จะหนีพ้น,เป็นกังวล,มิได้สิ้น,ถวิลหวัง,ครั้นเหนื่อยหนาว,หาวนอน,อ่อนกำลัง,ขึ้นยับยั้ง,อยู่เขาขวาง,กลางคงคา
กลัวลูกยา,สามี,จะหนีพ้น,เป็นกังวล,มิได้สิ้น,ถวิลหวัง,ครั้นเหนื่อยหนาว,หาวนอน,อ่อนกำลัง,ขึ้นยับยั้ง,อยู่เขาขวาง,กลางคงคา,ในวันเมื่อ,เรือแล่น,ออกจากเกาะ,ไม่เห็นเพราะ,โยคี,มีคาถา,ท่านอ่านมนต์,ดลจิต,ปิดนัยน์ตา,จึงเภตรา,ล่วงไป,ได้หลายคืน
ในวันเมื่อ,เรือแล่น,ออกจากเกาะ,ไม่เห็นเพราะ,โยคี,มีคาถา,ท่านอ่านมนต์,ดลจิต,ปิดนัยน์ตา,จึงเภตรา,ล่วงไป,ได้หลายคืน,ต่อผีพราย,ชายด่าน,อยู่ชั้นนอก,เข้ามาบอก,เหตุให้,จึงได้ตื่น,ชะโงกชะ,แง้แลเล็ง,เขย่งยืน,ดูทะมืน,เมฆา,ลูกตาวาว
ต่อผีพราย,ชายด่าน,อยู่ชั้นนอก,เข้ามาบอก,เหตุให้,จึงได้ตื่น,ชะโงกชะ,แง้แลเล็ง,เขย่งยืน,ดูทะมืน,เมฆา,ลูกตาวาว,อันนางยักษ์,จักษุ,เสมอทิพย์,เห็นลิบลิบ,แล่นไป,ใบขาวขาว,ดูไกลนัก,จักแหล่น,สิ้นแดนดาว,ร้องเรียกบ่าว,บอกความ,ตามให้ทัน
พอสำเภา,ลำทรง,พงศ์กษัตริย์,ออกแล่นลัด,กลางมหา,ชลาไหล,ล่วงสิบห้า,ราตรี,ไม่มีภัย,เห็นเขาใหญ่,ในทะเล,เหมือนเมฆา,ตระหง่านเงื้อม,เลื่อมสลับ,ระยับยิบ,ยังลิบลิบ,แลไป,ไกลหนักหนา,พอสิ้นแสง,สุริยน,สนธยา,ในเวหา,มืดคลุ้ม,ชอุ่มบัง
ตระหง่านเงื้อม,เลื่อมสลับ,ระยับยิบ,ยังลิบลิบ,แลไป,ไกลหนักหนา,พอสิ้นแสง,สุริยน,สนธยา,ในเวหา,มืดคลุ้ม,ชอุ่มบัง,พายุหวน,ป่วนคลื่น,เสียงครื้นครึก,ลั่นพิลึก,โกลา,มาข้างหลัง,ยังดึกดื่น,คลื่นลั่น,สนั่นดัง,เพียงจะพัง,แผ่นผา,สุธาธาร
พายุหวน,ป่วนคลื่น,เสียงครื้นครึก,ลั่นพิลึก,โกลา,มาข้างหลัง,ยังดึกดื่น,คลื่นลั่น,สนั่นดัง,เพียงจะพัง,แผ่นผา,สุธาธาร,สำเภาโผน,โยนโยก,โบกสะบัด,หางเสือพลัด,แพลงพลาด,เสียงฉาดฉาน,เหล่าล้าต้า,ต้นหน,พวกคนงาน,ต่างเซซาน,ซวนทรง,ไม่ตรงกาย
จะล่มลำ,สำเภา,เข้าไม่ได้,แลเห็นไฟ,ล้อมเหมือน,กับเขื่อนขัณฑ์,ด้วยเดชะ,เวทมนตร์,คนทั้งนั้น,ประกอบกัน,ผีสาง,ให้ห่างตัว,แต่พวกพราย,ร้ายกาจ,ปีศาจกล้า,โลดถลา,หลอนหลอก,บ้างกลอกหัว,บ้างแลบลิ้น,ปลิ้นตา,ให้น่ากลัว,สำแดงตัว,ต่างต่าง,ในกลางคืน
ฝ่ายพวกพล,บนสำเภา,เผาขนไก่,จนติดไหม้,ม้วนหนัง,เข้าทั้งผืน,แขกฝรั่ง,นั่งราย,ทนายปืน,ลุกขึ้นยืน,ยิงประดัง,เสียงตังตึง,ผียิ่งหลาม,ตามไปจน,ใกล้สว่าง,ทั้งตัวนาง,ผีเสื้อน้ำ,ซ้ำมาถึง,ทำอำนาจ,ผาดเสียง,สำเนียงอึง,โลดทะลึ่ง,เลี้ยวลัด,สกัดทาง
ผียิ่งหลาม,ตามไปจน,ใกล้สว่าง,ทั้งตัวนาง,ผีเสื้อน้ำ,ซ้ำมาถึง,ทำอำนาจ,ผาดเสียง,สำเนียงอึง,โลดทะลึ่ง,เลี้ยวลัด,สกัดทาง,ยุดหางเสือ,เรือเอียง,เพียงจะคว่ำ,พอคลื่นซ้ำ,ซัดกระแทก,ก็แตกผาง,คนกระจัด,พลัดพราย,บ้างวายวาง,เสียงสุรางค์,ร้องอึง,คะนึงไป
