w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระศรี,สุวรรณวงศ์,พงศ์กษัตริย์,ของที่จัด,แจงไว้,ในสิงหล,มาประทาน,เจ้านิเวศน์,เพชรกำพล,ทั้งเครื่องต้น,ธำมรงค์,อลงกรณ์,สร้อยสังวาล,บานพับ,ประดับเพชร,แต่ละเม็ด,แจ่มจำรัส,ประภัสสร,แล้วอวยพร,ให้นัดดา,จงถาวร,ครองนคร,ศรีสวัสดิ์,กำจัดภัย
พระมังคลา,กราบก้ม,ประนมหัตถ์,สามกษัตริย์,ปรีดา,อัชฌาสัย,ศรีสุวรรณ,สินสมุทร,วุฒิไกร,ก็จะไป,พารา,พากันจร,สั่งกระบวน,ทวนธง,ส่งเสด็จ,จัดมาเสร็จ,พร้อมพรั่ง,นั่งสลอน,สามกษัตริย์,ทรงรถ,บทจร,สุดสาคร,เจ้านิเวศน์,เกศลังกา
ถึงกำปั่น,คนพร้อม,น้อมคำนับ,เสร็จประทับ,เภตรา,เลขาขำ,ทหารโห่,ครั่นครื้น,ยืนประจำ,พร้อมทุกลำ,ถอนสมอ,ขันช่อใบ,ห้ากษัตริย์,แยกย้าย,ไปนิเวศน์,ทุกประเทศ,โดยมหา,ชลาไหล,ข้ามละเมาะ,เกาะแก่ง,ตำแหน่งใคร,ก็รีบไป,ทุกประเทศ,เขตนคร
พระจอมวัง,ทรงฟัง,ศุภสาร,เธอชื่นบาน,ที่ในจิต,อดิศร,จึงตรัสสั่ง,เสนา,ประชากร,เราจะจร,ไปนิเวศน์,เขตชวา,จัดกำปั่น,แต่บรรดา,โยธาหาญ,พระสั่งการ,เสร็จพลัน,ด้วยหรรษา,เสด็จเข้า,ข้างใน,ที่ไสยา,เรียกสุดา,น้องนุช,บุษบง
จัดกำปั่น,แต่บรรดา,โยธาหาญ,พระสั่งการ,เสร็จพลัน,ด้วยหรรษา,เสด็จเข้า,ข้างใน,ที่ไสยา,เรียกสุดา,น้องนุช,บุษบง,ให้จัดแจง,เงินทอง,ของทำขวัญ,ใส่กำปั่น,เรือบัลลังก์,ที่นั่งหงส์,ฝ่ายโฉมนาฏ,วรนุช,บุษบง,นางทูลองค์,ภัสดา,แล้วว่าวอน
ให้จัดแจง,เงินทอง,ของทำขวัญ,ใส่กำปั่น,เรือบัลลังก์,ที่นั่งหงส์,ฝ่ายโฉมนาฏ,วรนุช,บุษบง,นางทูลองค์,ภัสดา,แล้วว่าวอน,น้องจะขอ,ตามองค์,พระทรงศักดิ์,ได้รู้จัก,องค์พระพี่,ศรีสมร,พระว่าดี,แล้วอนงค์,องค์บังอร,ไม่แง่งอน,ไปด้วยกัน,สิขวัญตา
ฝ่ายพระจอม,มังคลา,นราราช,ภาณุมาศ,รุ่งราง,สว่างไสว,เสด็จลง,กำปั่น,ด้วยทันใด,พวกข้างใน,พร้อมวงศ์,อนงค์นาง,ลงกำปั่น,บัลลังก์,ที่นั่งหงส์,พวกอนงค์,นั่งรอง,อยู่ห้องขวาง,พอลมดี,คลี่ใบ,สายระยาง,แล่นออกกลาง,สาคโร,ชโลทร
ลงกำปั่น,บัลลังก์,ที่นั่งหงส์,พวกอนงค์,นั่งรอง,อยู่ห้องขวาง,พอลมดี,คลี่ใบ,สายระยาง,แล่นออกกลาง,สาคโร,ชโลทร,พระสถิต,แท่นสบาย,ท้ายบาหลี,ฝูงนารี,คับคั่ง,นั่งสลอน,แล้วตรัสชี้,ชมปลา,ในสาคร,สายสมร,ชมสัตว์,ในนที
พระสถิต,แท่นสบาย,ท้ายบาหลี,ฝูงนารี,คับคั่ง,นั่งสลอน,แล้วตรัสชี้,ชมปลา,ในสาคร,สายสมร,ชมสัตว์,ในนที,ฝูงหมึกสาย,ว่ายวน,ในชลสาย,ตะพรุนพราย,พรายพร่าง,ต่างต่างสี,ทั้งกุ้งกั้ง,ในวังวน,ชลธี,หัวเป็นตรี,คล้ายเลื่อย,ดูเฟื้อยยาว
ฝูงหมึกสาย,ว่ายวน,ในชลสาย,ตะพรุนพราย,พรายพร่าง,ต่างต่างสี,ทั้งกุ้งกั้ง,ในวังวน,ชลธี,หัวเป็นตรี,คล้ายเลื่อย,ดูเฟื้อยยาว,หอยอีรม,นมนาง,อยู่กลางหาด,ระดาดาษ,เลื่อมลายพร,อยพรายขาว,เป็นหมู่หมู่,ปูม้า,แข้งขายาว,วิ่งออกกราว,เกลื่อนกลาด,ตามหาดทราย
หอยอีรม,นมนาง,อยู่กลางหาด,ระดาดาษ,เลื่อมลายพร,อยพรายขาว,เป็นหมู่หมู่,ปูม้า,แข้งขายาว,วิ่งออกกราว,เกลื่อนกลาด,ตามหาดทราย,หอยจุบแจง,แมงดา,ว่ายคลาคล่ำ,บางผุดดำ,เกลื่อนกลาด,ไม่ขาดสาย,ทั้งเต่าหอย,ลอยพล่าน,ปนม่านลาย,บ้างผุดว่าย,อยู่ในน้ำ,ออกคล่ำไป
ข้ามละเมาะ,เกาะแก่ง,ทุกแห่งหน,พระสุริ,ยนลับฟ้า,เวหาหาว,ศศิธร,จรกระจ่าง,น้ำค้างพราว,เป็นลมว่าว,พัดเรื่อย,เฉื่อยเฉื่อยไป,สุมาลี,คลี่คลาย,ขยายเสา,วรสเร้า,รื่นรส,หอมสดใส,พระพายหวน,หอบพา,สุมาลัย,มาชื่นใน,ทรวงซาบ,อาบขจร
สุมาลี,คลี่คลาย,ขยายเสา,วรสเร้า,รื่นรส,หอมสดใส,พระพายหวน,หอบพา,สุมาลัย,มาชื่นใน,ทรวงซาบ,อาบขจร,พระชวนนุช,บุษบง,อนงค์นาฏ,สถิตอาสน์,เนาวรัตน์,ประภัสสร,แล้วชี้ชวน,ชมนภา,ดารากร,แน่บังอร,บุษบง,เจ้าจงดู
