w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ช่วยทูลองค์,ทรงฤทธิ์พระ,บิตุเรศ,มิโปรดเกศ,กลับไป,ไอศวรรย์,เชิญเสด็จ,เมตตา,มาฆ่าฟัน,ให้ชีวัน,วอดวาย,ก็หายความ,แม้รู้เห็น,เป็นคน,ทนไม่ได้,จะเข้าไป,ตามเสด็จ,ไม่เข็ดขาม,จะเคืองขัด,ตัดคอ,เสียก็ตาม,มิขอข้าม,คงคา,ไปธานี
พระโอรส,จดจำ,คำรับสั่ง,ถวายบัง,คมลา,มารศรี,พลางชวนพระ,อนุชา,สรงวารี,ในห้องที่,ทำลับแล,ไว้แต่เดิม,หนังเสือเหลือง,เครื่องทรง,บรรจงจีบ,ชฎากลีบ,เกล้าเวียน,พระเศียรเสริม,ประดับเครื่อง,เรืององค์,ประจงเจิม,พักตร์เฉลิม,จันทน์จุณ,เหมือนมุนี
พวกลังกา,ฝรั่ง,สิ้นทั้งหลาย,เห็นม้ากลาย,กลัวจะขบ,ก็หลบหนี,เสียงครึกครื้น,ตื่นกันดู,ทั้งบูรี,ตำรวจตี,ห้ามปราม,ไปตามทาง,บ้างว่าม้า,หน้าเหมือน,มังกรร้าย,เข้าใกล้กราย,กลัวจะดีด,ไม่กีดขวาง,พระแกล้งขับ,กลับตลบ,กระทบทาง,ให้ฟาดหาง,หวดคน,หลบลนลาน
บ้างว่าม้า,หน้าเหมือน,มังกรร้าย,เข้าใกล้กราย,กลัวจะดีด,ไม่กีดขวาง,พระแกล้งขับ,กลับตลบ,กระทบทาง,ให้ฟาดหาง,หวดคน,หลบลนลาน,หน่อกษัตริย์,หัสไชย,แกล้งไสสิงห์,ไล่ผู้หญิง,ล้มลุก,สนุกสนาน,ถึงท้ายวัง,ลังกา,นอกปราการ,หยุดทหาร,พร้อมพรั่ง,แล้วสั่งความ
พระเล่าความ,ตามยุบล,แต่หนหลัง,ให้นางฟัง,จะแจ้ง,แถลงไข,นางแกล้งถาม,ความคิดฤ,ทธิไกร,พระเล่าให้,รู้ฤทธิ์ถึง,วิทยา,มีไม้เท้า,ดาวบส,ดังกรดกริช,สุจริต,แจ้งจำ,คำสิกขา,หนังเสือเหลือง,เครื่องทับ,ประดับประดา,ถือศีลห้า,อายุ,สิบแปดปี
นางคาดถูก,ลูกจะมา,รักษาพ่อ,จำจะล่อ,ไว้บำรุง,ซึ่งกรุงศรี,จึงเสแสร้ง,แกล้งว่า,เหมือนปรานี,บุตรพระพี่,มัจฉา,น่าเอ็นดู,แต่ยังไม่,ได้พบ,ประสบพักตร์,ยังน่ารัก,รสถ้อย,อร่อยหู,อย่าปล่อยไป,ให้ประสม,ชาวชมพู,ให้หล่อนอยู่,เสียในวัง,ที่ลังกา
แต่ยังไม่,ได้พบ,ประสบพักตร์,ยังน่ารัก,รสถ้อย,อร่อยหู,อย่าปล่อยไป,ให้ประสม,ชาวชมพู,ให้หล่อนอยู่,เสียในวัง,ที่ลังกา,โปรดประทาน,ฉันจะใคร่,ได้เป็นลูก,แล้วจะ,ปลูกฝังรัก,ให้หนักหนา,พลางสอพลอ,พ้อตัดพระ,ภัสดา,นี่หรือว่า,โปรดเกล้า,ตรัสเปล่าไป
โปรดประทาน,ฉันจะใคร่,ได้เป็นลูก,แล้วจะ,ปลูกฝังรัก,ให้หนักหนา,พลางสอพลอ,พ้อตัดพระ,ภัสดา,นี่หรือว่า,โปรดเกล้า,ตรัสเปล่าไป,มเหสี,ที่ฉลาด,เขาคาดถูก,จึงได้ลูก,สองสาม,ตามวิสัย,เหมือนหม่อมฉัน,นั้นไม่รื่น,ชื่นพระทัย,จึงไม่ได้,ลูกเต้า,เหมือนเขาเลย
มเหสี,ที่ฉลาด,เขาคาดถูก,จึงได้ลูก,สองสาม,ตามวิสัย,เหมือนหม่อมฉัน,นั้นไม่รื่น,ชื่นพระทัย,จึงไม่ได้,ลูกเต้า,เหมือนเขาเลย,พระเล้าโลม,โฉมฉาย,สายสวาท,อย่าประมาท,มือเก่า,นะเจ้าเอ๋ย,เมื่อว่าไร,ไม่ตาม,นี่ทรามเชย,เพราะนิ่งเฉย,มันจึงช้า,อุสาห์จำ
นางยินดี,ที่ได้สม,อารมณ์นึก,จะปราบศึก,นั้นด้วยเล่ห์,เสน่หา,ลาพระบาท,ยาตรเยื้อง,ชำเลืองมา,ห้องสุลา,ลีวัน,เข้าชั้นใน,ขึ้นนั่งเตียง,เคียงประโลม,โฉมลูกน้อย,พลางค่อยค่อย,เล่าแจ้ง,แถลงไข,จริงจริงเจียว,เดี๋ยวนี้พระ,ภูวไนย,ขอเจ้าให้,กับโอ,รสยศยง
