w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระหน่อ,บพิตร,อิศเรศ,กับพราหมณ์เทศ,อยู่บนมน,เทียรสถาน,เขาพิทักษ์,รักษา,พยาบาล,ค่อยสำราญ,หายเหนื่อย,ที่เมื่อยล้า,พอรอนรอน,อ่อนแสงพระ,สุริยง,อัสดง,แดดดับ,ลับเวหา,พระเผยแกล,แลดู,เดือนดารา,เหมือนนวลหน้า,นุชน้อง,ละอองนวล
พอรอนรอน,อ่อนแสงพระ,สุริยง,อัสดง,แดดดับ,ลับเวหา,พระเผยแกล,แลดู,เดือนดารา,เหมือนนวลหน้า,นุชน้อง,ละอองนวล,เสียดายนัก,ภัคินี,เจ้าพี่เอ๋ย,แม้นได้เชย,จะประคอง,ครองสงวน,ธุระรัก,หนักใน,ใจรัญจวน,ยิ่งอักอ่วน,อารมณ์,ให้ตรมตรอม
เรารบสู้,กู้เมือง,ช่วยเปลื้องทุกข์,ได้ผาสุก,สืบสม,บัติพัสถาน,เห็นทรงฤทธิ์,บิดา,ยุพาพาล,จะประทาน,รางวัล,เป็นมั่นคง,เราอย่ารับ,กลับคืน,ถวายไว้,จึงค่อยไข,ข้อความ,ตามประสงค์,พี่คาดจิต,บิตุราช,มาตุรงค์,คงให้องค์,พระธิดา,ด้วยปรานี
หน่อกษัตริย์,ตรัสตอบ,ว่าชอบอยู่,ทำจู่ลู่,ก็จะขัด,อัชฌาสัย,จะรอรั้ง,ฟังดู,ภูวไนย,แม้นไม่ให้,โดยดี,ก็มิฟัง,แล้วเอนเอก,เขนกนิ่ง,อิงเขนย,หอมระเหย,หวนกลิ่น,ถวิลหวัง,เห็นปรางค์ทอง,น้องนาง,อยู่กลางวัง,คะนึงนั่ง,นึกหมาย,ไม่วายครวญ
เรียงประดับ,ซับซ้อน,ค่อยสอดเข็ม,เป็นพวงเต็ม,ห่อเสร็จ,แล้วเด็ดใหม่,อันมาลี,ที่กระถาง,ริมปรางค์ชัย,พอเก็บได้,คนละขัน,วันละพวง,ใส่พานทอง,ตองเจียน,ประจงปิด,ให้ทรงฤทธิ์,รูปทอง,เป็นของหลวง,ส่วนนารี,พี่เลี้ยง,สิ้นทั้งปวง,ต่างร้อยพวง,มาลัย,ให้เจ้าพราหมณ์
ใส่พานทอง,ตองเจียน,ประจงปิด,ให้ทรงฤทธิ์,รูปทอง,เป็นของหลวง,ส่วนนารี,พี่เลี้ยง,สิ้นทั้งปวง,ต่างร้อยพวง,มาลัย,ให้เจ้าพราหมณ์,สารภี,พิกุล,ดอกบุนนาค,ประสายาก,เถิดนะเจ้า,เราทั้งสาม,ศรีสุดา,ได้ดอกเข็ม,เห็นเต็มงาม,จะให้พราหมณ์,หน่อกษัตริย์,ขัตติยา
สารภี,พิกุล,ดอกบุนนาค,ประสายาก,เถิดนะเจ้า,เราทั้งสาม,ศรีสุดา,ได้ดอกเข็ม,เห็นเต็มงาม,จะให้พราหมณ์,หน่อกษัตริย์,ขัตติยา,นางโฉมยง,ทรงตรัส,ว่าผลัดเปลี่ยน,เป็นเวรเวียน,กันไป,ให้บุปผา,ทูลถวาย,กว่าจะวาย,ดอกมาลา,วันนี้พี่,ศรีสุดา,ไปประเดิม
แล้วเข้าห้อง,ส่องกระจก,จับกระเหม่า,ขี้ผึ้งเข้า,ชันย้อย,สอยไม่ไหว,เป็นการด่วน,จวนจน,ต้องลนไฟ,กรีดจุไร,รอบเรียบ,ระเบียบกลม,แล้วผัดหน้า,ทาจันทน์,กระแจะแป้ง,นุ่งยกแย่ง,พื้นตอง,ปักทองถม,ทั้งกรองทอง,รองปิด,ให้ชิดชม,ดูสวยสม,เป็นบัลลังก์,ที่นั่งรอง
แล้วผัดหน้า,ทาจันทน์,กระแจะแป้ง,นุ่งยกแย่ง,พื้นตอง,ปักทองถม,ทั้งกรองทอง,รองปิด,ให้ชิดชม,ดูสวยสม,เป็นบัลลังก์,ที่นั่งรอง,แล้วเชิญพาน,พวงมาลัย,ไปข้างหน้า,บอกเขาว่า,เยาวมาลย์,ประทานของ,จึงขึ้นบน,มนเทียร,ทำเมียงมอง,เจ้าพราหมณ์ร้อง,เชิญว่า,มาข้างนี้
หน่อกษัตริย์,ตรัสตอบ,ว่าขอบจิต,จะได้ชิด,ชมพลาง,ต่างเจ้าของ,หยิบบุปผา,มาลัย,มาใส่ลอง,พอได้สอง,หัตถา,เป็นขวาซ้าย,จึงตรัสว่า,ดอกเข็ม,นี้เต็มรัก,จะเคียงพักตร์,พี่ไว้,มิให้หาย,นางฟังคำ,ทำเมิน,สะเทิ้นอาย,ทั้งสามนาย,ยิ้มแย้ม,กระแอมไอ
